mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_alpha_ema,logdir
0.7168142278550385,1755350649,,False,1,9c204572,2025-08-16_15-24-09,329.76400685310364,329.76400685310364,121083,dl580-gpu3.unipi.it,131.114.142.6,329.76400685310364,1,0.0005051249213627266,0.0921406741519285,9c204572
1.025761954497666e+22,1755350656,,False,1,f7187ac7,2025-08-16_15-24-16,333.04193019866943,333.04193019866943,121191,dl580-gpu3.unipi.it,131.114.142.6,333.04193019866943,1,0.021801872731052094,0.5614174938951594,f7187ac7
1.8352954532467229e+19,1755350662,,False,1,4fcf26c2,2025-08-16_15-24-22,336.3620991706848,336.3620991706848,121394,dl580-gpu3.unipi.it,131.114.142.6,336.3620991706848,1,0.02434033409159822,0.7763424073040963,4fcf26c2
315635605.7708082,1755350664,,False,1,32230149,2025-08-16_15-24-24,335.43528413772583,335.43528413772583,121507,dl580-gpu3.unipi.it,131.114.142.6,335.43528413772583,1,0.008522428237634877,0.3739970067836972,32230149
0.7767037332107729,1755350667,,False,1,7db83d68,2025-08-16_15-24-27,336.32425141334534,336.32425141334534,121698,dl580-gpu3.unipi.it,131.114.142.6,336.32425141334534,1,0.0004831168483819003,0.758039692622093,7db83d68
0.8822956295815162,1755350987,,False,1,cb7f1c3e,2025-08-16_15-29-47,334.1617200374603,334.1617200374603,127588,dl580-gpu3.unipi.it,131.114.142.6,334.1617200374603,1,0.0014637522801815843,0.14770947326506767,cb7f1c3e
0.7534932701731697,1755350991,,False,1,b97afb3e,2025-08-16_15-29-51,331.38025736808777,331.38025736808777,127808,dl580-gpu3.unipi.it,131.114.142.6,331.38025736808777,1,0.0005417291790831085,0.015300780746359766,b97afb3e
0.7978425009568989,1755351000,,False,1,a9eaaf3a,2025-08-16_15-30-00,334.5080921649933,334.5080921649933,128010,dl580-gpu3.unipi.it,131.114.142.6,334.5080921649933,1,0.0010335886871288486,0.9930069060416981,a9eaaf3a
0.8234518716073582,1755351003,,False,1,4c62bbf9,2025-08-16_15-30-03,334.2103416919708,334.2103416919708,128114,dl580-gpu3.unipi.it,131.114.142.6,334.2103416919708,1,0.0012604272432888961,0.35543729489641296,4c62bbf9
0.7808726773452723,1755351007,,False,1,6a7771b7,2025-08-16_15-30-07,335.53719091415405,335.53719091415405,128303,dl580-gpu3.unipi.it,131.114.142.6,335.53719091415405,1,0.0005598911602288527,0.28209532981632957,6a7771b7
1738379813681670.5,1755351329,,False,1,e45142aa,2025-08-16_15-35-29,337.54265880584717,337.54265880584717,134008,dl580-gpu3.unipi.it,131.114.142.6,337.54265880584717,1,0.009449240312498048,0.8900442731355093,e45142aa
84.11668947759117,1755351330,,False,1,10f42f1d,2025-08-16_15-35-30,335.513224363327,335.513224363327,134183,dl580-gpu3.unipi.it,131.114.142.6,335.513224363327,1,0.00295037899066411,0.06752418529376825,10f42f1d
124.99154449290155,1755351337,,False,1,00cd9c52,2025-08-16_15-35-37,333.6956036090851,333.6956036090851,134404,dl580-gpu3.unipi.it,131.114.142.6,333.6956036090851,1,0.003019084962954344,0.9130933413612055,00cd9c52
0.8235527265820729,1755351340,,False,1,1a8d07a9,2025-08-16_15-35-40,333.8012328147888,333.8012328147888,134593,dl580-gpu3.unipi.it,131.114.142.6,333.8012328147888,1,0.001154232468934298,0.4279044600917886,1a8d07a9
6.454476912367844e+17,1755351345,,False,1,18b59d04,2025-08-16_15-35-45,334.3729684352875,334.3729684352875,134785,dl580-gpu3.unipi.it,131.114.142.6,334.3729684352875,1,0.013285791217350353,0.5344997959512208,18b59d04
277881634188.1266,1755351666,,False,1,dc0e7745,2025-08-16_15-41-06,333.7163248062134,333.7163248062134,139588,dl580-gpu3.unipi.it,131.114.142.6,333.7163248062134,1,0.007112182426048595,0.4648910213521801,dc0e7745
0.7211057293599796,1755351670,,False,1,1563d708,2025-08-16_15-41-10,334.7789583206177,334.7789583206177,139767,dl580-gpu3.unipi.it,131.114.142.6,334.7789583206177,1,0.00045099316090039285,0.10152171045957536,1563d708
0.6748253478182704,1755351676,,False,1,490d6454,2025-08-16_15-41-16,335.1318361759186,335.1318361759186,139953,dl580-gpu3.unipi.it,131.114.142.6,335.1318361759186,1,0.00034426915952212963,0.8995060076847781,490d6454
2623680.1247100304,1755351678,,False,1,ec2f4e38,2025-08-16_15-41-18,334.7411539554596,334.7411539554596,140131,dl580-gpu3.unipi.it,131.114.142.6,334.7411539554596,1,0.0053013207568937855,0.7257150573774629,ec2f4e38
7992793520220227.0,1755351683,,False,1,b61dab64,2025-08-16_15-41-23,334.1248621940613,334.1248621940613,140253,dl580-gpu3.unipi.it,131.114.142.6,334.1248621940613,1,0.012959489397731222,0.13587573885828408,b61dab64
0.6231658983686322,1755352004,,False,1,e6103446,2025-08-16_15-46-44,334.13978147506714,334.13978147506714,145320,dl580-gpu3.unipi.it,131.114.142.6,334.13978147506714,1,0.00015862438280108538,0.019839113224905947,e6103446
0.6150613448344855,1755352010,,False,1,2ac85703,2025-08-16_15-46-50,335.8828270435333,335.8828270435333,145508,dl580-gpu3.unipi.it,131.114.142.6,335.8828270435333,1,0.00011144885710623972,0.19606333087101485,2ac85703
1.2666055857852706e+23,1755352014,,False,1,8e65c909,2025-08-16_15-46-54,334.2378439903259,334.2378439903259,145693,dl580-gpu3.unipi.it,131.114.142.6,334.2378439903259,1,0.07918044955126458,0.639726857954521,8e65c909
