mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,logdir
0.8456239700317383,1747301422,,False,1,8003df97,2025-05-15_11-30-22,9.44039511680603,9.44039511680603,63248,dl580-gpu3.unipi.it,131.114.142.6,9.44039511680603,1,0.00042858970462199465,8003df97
0.8422158848155629,1747301425,,False,1,a0c415d6,2025-05-15_11-30-25,10.355117321014404,10.355117321014404,63428,dl580-gpu3.unipi.it,131.114.142.6,10.355117321014404,1,0.0016171411893249083,a0c415d6
0.7956431995738636,1747301429,,False,1,317b0d97,2025-05-15_11-30-29,11.706925392150879,11.706925392150879,63565,dl580-gpu3.unipi.it,131.114.142.6,11.706925392150879,1,0.018037013733150954,317b0d97
0.8142426230690696,1747301431,,False,1,4b55c8df,2025-05-15_11-30-31,11.541622877120972,11.541622877120972,63746,dl580-gpu3.unipi.it,131.114.142.6,11.541622877120972,1,0.011510163990922698,4b55c8df
0.8377740166404031,1747301436,,False,1,8f840e0a,2025-05-15_11-30-36,11.584991216659546,11.584991216659546,64011,dl580-gpu3.unipi.it,131.114.142.6,11.584991216659546,1,0.003164051303657662,8f840e0a
0.8340285908092152,1747301439,,False,1,1f5c2b59,2025-05-15_11-30-39,11.736963033676147,11.736963033676147,64617,dl580-gpu3.unipi.it,131.114.142.6,11.736963033676147,1,0.0044881753357022556,1f5c2b59
0.8465486006303267,1747301443,,False,1,3bed1fa5,2025-05-15_11-30-43,11.319568634033203,11.319568634033203,64837,dl580-gpu3.unipi.it,131.114.142.6,11.319568634033203,1,0.0001078155202431217,3bed1fa5
0.8389550122347745,1747301446,,False,1,024bf020,2025-05-15_11-30-46,12.171070098876953,12.171070098876953,65044,dl580-gpu3.unipi.it,131.114.142.6,12.171070098876953,1,0.002820825010119917,024bf020
0.8248661214655096,1747301450,,False,1,19d434de,2025-05-15_11-30-50,11.729171514511108,11.729171514511108,65202,dl580-gpu3.unipi.it,131.114.142.6,11.729171514511108,1,0.007849831331718002,19d434de
0.7438295537775214,1747301453,,False,1,a461bd60,2025-05-15_11-30-53,10.669094800949097,10.669094800949097,65406,dl580-gpu3.unipi.it,131.114.142.6,10.669094800949097,1,0.03895557153184117,a461bd60
0.8463751186024059,1747301457,,False,1,e3012be6,2025-05-15_11-30-57,11.198428392410278,11.198428392410278,65597,dl580-gpu3.unipi.it,131.114.142.6,11.198428392410278,1,0.0001660315879952651,e3012be6
0.8452273282137784,1747301460,,False,1,edaf1f6d,2025-05-15_11-31-00,11.255060911178589,11.255060911178589,65725,dl580-gpu3.unipi.it,131.114.142.6,11.255060911178589,1,0.0005662429628851311,edaf1f6d
0.8436607881025835,1747301465,,False,1,f8c7a039,2025-05-15_11-31-05,11.70051121711731,11.70051121711731,65916,dl580-gpu3.unipi.it,131.114.142.6,11.70051121711731,1,0.001123826185000249,f8c7a039
0.843326828696511,1747301467,,False,1,ffdc4202,2025-05-15_11-31-07,11.414318561553955,11.414318561553955,66025,dl580-gpu3.unipi.it,131.114.142.6,11.414318561553955,1,0.0012284073133210813,ffdc4202
0.844658678228205,1747301471,,False,1,6f8e4a07,2025-05-15_11-31-11,11.377510070800781,11.377510070800781,66230,dl580-gpu3.unipi.it,131.114.142.6,11.377510070800781,1,0.0007728348762300584,6f8e4a07
0.7482983849265359,1747301474,,False,1,88819332,2025-05-15_11-31-14,11.39019513130188,11.39019513130188,66351,dl580-gpu3.unipi.it,131.114.142.6,11.39019513130188,1,0.03619041848215129,88819332
0.8434086712923917,1747301479,,False,1,bfa10d13,2025-05-15_11-31-19,11.583416938781738,11.583416938781738,66554,dl580-gpu3.unipi.it,131.114.142.6,11.583416938781738,1,0.0012556685027429512,bfa10d13
0.832371018149636,1747301481,,False,1,832dd2fa,2025-05-15_11-31-21,11.122343301773071,11.122343301773071,66737,dl580-gpu3.unipi.it,131.114.142.6,11.122343301773071,1,0.005051482496245468,832dd2fa
0.8451371626420454,1747301485,,False,1,949ab8af,2025-05-15_11-31-25,11.414656639099121,11.414656639099121,66861,dl580-gpu3.unipi.it,131.114.142.6,11.414656639099121,1,0.000602624892008243,949ab8af
0.827067721973766,1747301488,,False,1,73501193,2025-05-15_11-31-28,11.51040506362915,11.51040506362915,67057,dl580-gpu3.unipi.it,131.114.142.6,11.51040506362915,1,0.006851178152095505,73501193
0.7110935124483976,1747301491,,False,1,3605561a,2025-05-15_11-31-31,9.335720539093018,9.335720539093018,67244,dl580-gpu3.unipi.it,131.114.142.6,9.335720539093018,1,0.05541840370781781,3605561a
0.6926190202886408,1747301493,,False,1,aac3b22c,2025-05-15_11-31-33,9.072695970535278,9.072695970535278,67365,dl580-gpu3.unipi.it,131.114.142.6,9.072695970535278,1,0.06607919522558063,aac3b22c
0.7643032940951261,1747301499,,False,1,70acda88,2025-05-15_11-31-39,10.919108152389526,10.919108152389526,67559,dl580-gpu3.unipi.it,131.114.142.6,10.919108152389526,1,0.02991518744039748,70acda88
0.7501446117054332,1747301502,,False,1,9e26b8fa,2025-05-15_11-31-42,10.560317039489746,10.560317039489746,67747,dl580-gpu3.unipi.it,131.114.142.6,10.560317039489746,1,0.035578731870064134,9e26b8fa
0.668679800900546,1747301504,,False,1,9e7f19ee,2025-05-15_11-31-44,9.680594682693481,9.680594682693481,67864,dl580-gpu3.unipi.it,131.114.142.6,9.680594682693481,1,0.08759836435277826,9e7f19ee
