mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_regul,config/OCAR_regul_last,config/OCAR_alpha_ema,logdir
0.4933962938262195,1745456961,,False,1,d0c2ff87,2025-04-24_03-09-21,70.5373215675354,70.5373215675354,35327,dl580-gpu3.unipi.it,131.114.142.6,70.5373215675354,1,0.005267949560954674,0.009136187082251687,0.03297207111728959,0.8417384176229641,d0c2ff87
0.46530290929282586,1745456971,,False,1,af70e786,2025-04-24_03-09-31,74.85277318954468,74.85277318954468,35653,dl580-gpu3.unipi.it,131.114.142.6,74.85277318954468,1,0.0009447984314809171,0.009073731949740581,0.01145288564491506,0.13876335820660202,af70e786
0.6372951879733946,1745457004,,False,1,50cac6c0,2025-04-24_03-10-04,74.18882989883423,74.18882989883423,36943,dl580-gpu3.unipi.it,131.114.142.6,74.18882989883423,1,0.00024180030163799228,0.08075925472833657,0.009003813751826972,0.9823701652298629,50cac6c0
0.4362141213765958,1745457024,,False,1,ea231617,2025-04-24_03-10-24,69.20955348014832,69.20955348014832,37475,dl580-gpu3.unipi.it,131.114.142.6,69.20955348014832,1,0.0015642226133528914,0.002557029968331857,0.003426776699976994,0.6810517603339705,ea231617
0.4310294360649295,1745457031,,False,1,cd62d910,2025-04-24_03-10-31,67.5567467212677,67.5567467212677,37776,dl580-gpu3.unipi.it,131.114.142.6,67.5567467212677,1,0.0018794507689436813,0.059438778209500116,0.004658555247877821,0.3024781212197136,cd62d910
0.5002468853462033,1745457040,,False,1,6f931d56,2025-04-24_03-10-40,66.10245180130005,66.10245180130005,38077,dl580-gpu3.unipi.it,131.114.142.6,66.10245180130005,1,0.005449003144616865,0.5605107134919136,0.009779603629569382,0.4590014298125633,6f931d56
0.49191242311058975,1745457089,,False,1,4cbc8765,2025-04-24_03-11-29,62.593390703201294,62.593390703201294,39208,dl580-gpu3.unipi.it,131.114.142.6,62.593390703201294,1,0.004492401610574546,0.0015213038220140865,0.27038044042590836,0.8222143736758125,4cbc8765
0.4407617522449028,1745457092,,False,1,35364e23,2025-04-24_03-11-32,62.99305319786072,62.99305319786072,39395,dl580-gpu3.unipi.it,131.114.142.6,62.99305319786072,1,0.003114030931764282,0.021824533607449056,0.05281835964645963,0.8910422134055507,35364e23
0.5200193451672066,1745457118,,False,1,2c75dcd4,2025-04-24_03-11-58,65.36971879005432,65.36971879005432,40130,dl580-gpu3.unipi.it,131.114.142.6,65.36971879005432,1,0.0005897668707571597,0.022423059156612756,0.0029154599308148896,0.8717888056422723,2c75dcd4
0.6301537955679545,1745457153,,False,1,655f5d0e,2025-04-24_03-12-33,61.4751136302948,61.4751136302948,41029,dl580-gpu3.unipi.it,131.114.142.6,61.4751136302948,1,0.00782596667153941,0.07436001711851872,0.027926160479044535,0.9264086103237817,655f5d0e
0.6752700340457078,1745457163,,False,1,8770face,2025-04-24_03-12-43,64.0172860622406,64.0172860622406,41348,dl580-gpu3.unipi.it,131.114.142.6,64.0172860622406,1,0.00016942686325678902,0.0017285345083034444,0.002810522193100406,0.3077184823451945,8770face
2.7255775505136655e+18,1745457185,,False,1,72841e7b,2025-04-24_03-13-05,64.88566398620605,64.88566398620605,41964,dl580-gpu3.unipi.it,131.114.142.6,64.88566398620605,1,0.023807455870638154,0.07276053054226637,0.011141699496634148,0.40424188938449845,72841e7b
0.4794345948754287,1745457220,,False,1,012e9a62,2025-04-24_03-13-40,64.26293301582336,64.26293301582336,42804,dl580-gpu3.unipi.it,131.114.142.6,64.26293301582336,1,0.004001552740143078,0.0036796690101664207,0.5710902138806953,0.5585096107015872,012e9a62
0.47032053877667684,1745457223,,False,1,99c7df04,2025-04-24_03-13-43,64.3312041759491,64.3312041759491,42922,dl580-gpu3.unipi.it,131.114.142.6,64.3312041759491,1,0.0009374867467245737,0.10730828598257472,0.5379749543568331,0.8214005695785842,99c7df04
0.44387501042063643,1745457256,,False,1,4e4a11c0,2025-04-24_03-14-16,67.66790509223938,67.66790509223938,43604,dl580-gpu3.unipi.it,131.114.142.6,67.66790509223938,1,0.0033073939034405295,0.013812514801464998,0.0010932588615165744,0.8748353435237982,4e4a11c0
0.6524603308700934,1745457287,,False,1,867e93f7,2025-04-24_03-14-47,63.79530644416809,63.79530644416809,44338,dl580-gpu3.unipi.it,131.114.142.6,63.79530644416809,1,0.00020842994199409597,0.028457335013915168,0.5219109898401306,0.7982614764524122,867e93f7
0.5337974269215654,1745457293,,False,1,5505248a,2025-04-24_03-14-53,66.23918771743774,66.23918771743774,44519,dl580-gpu3.unipi.it,131.114.142.6,66.23918771743774,1,0.0005119170523492205,0.001888453590648355,0.255793659643761,0.22332758350344772,5505248a
0.7602367866330031,1745457320,,False,1,f2a6cba4,2025-04-24_03-15-20,61.53424692153931,61.53424692153931,45162,dl580-gpu3.unipi.it,131.114.142.6,61.53424692153931,1,0.008665648492059273,0.03604219999229703,0.04630255775446393,0.7837699497326361,f2a6cba4
0.4444964339093464,1745457357,,False,1,31e8ad9d,2025-04-24_03-15-57,61.31669092178345,61.31669092178345,46025,dl580-gpu3.unipi.it,131.114.142.6,61.31669092178345,1,0.0014112325306260929,0.39912903346010487,0.0014560614260043534,0.5875759289194977,31e8ad9d
