mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_regul,config/OCAR_alpha_ema,logdir
5.060661595449902e+20,1753372725,,False,1,2622bcc6,2025-07-24_17-58-45,1231.256014585495,1231.256014585495,129942,dl580-gpu3.unipi.it,131.114.142.6,1231.256014585495,1,0.07666888683943777,0.19615585278088224,0.45885628769237063,2622bcc6
2.5641506521529524e+16,1753372809,,False,1,5fbda3e2,2025-07-24_18-00-09,1309.7800965309143,1309.7800965309143,130269,dl580-gpu3.unipi.it,131.114.142.6,1309.7800965309143,1,0.027675370322068647,0.16245357309361422,0.37720575326404326,5fbda3e2
2.0391264417300984e+19,1753372854,,False,1,d5468a0c,2025-07-24_18-00-54,1350.4815771579742,1350.4815771579742,131650,dl580-gpu3.unipi.it,131.114.142.6,1350.4815771579742,1,0.011845933211946874,0.012631533169318497,0.17168488056828224,d5468a0c
1e+20,1753372476,,False,1,995f7901,2025-07-24_17-54-36,966.3977057933807,966.3977057933807,132459,dl580-gpu3.unipi.it,131.114.142.6,966.3977057933807,1,0.06845814528597143,0.029628978921383668,0.8781523413812372,995f7901
0.8107215815509882,1753372915,,False,1,773941e4,2025-07-24_18-01-55,1400.6049845218658,1400.6049845218658,132854,dl580-gpu3.unipi.it,131.114.142.6,1400.6049845218658,1,0.0009581642090219797,0.10021433297255473,0.33561778245950447,773941e4
1.2922623120998422,1753372944,,False,1,c04cd787,2025-07-24_18-02-24,1425.166675567627,1425.166675567627,133360,dl580-gpu3.unipi.it,131.114.142.6,1425.166675567627,1,0.000135505896650567,0.021605444660257885,0.00270335885953521,c04cd787
0.8370559662649624,1753373956,,False,1,6a01aafe,2025-07-24_18-19-16,1469.0717089176178,1469.0717089176178,15862,dl580-gpu3.unipi.it,131.114.142.6,1469.0717089176178,1,0.00016447232693378113,0.19519826652118857,0.3328776254262631,6a01aafe
1e+20,1753373859,,False,1,029a620a,2025-07-24_18-17-39,1118.0714876651764,1118.0714876651764,23280,dl580-gpu3.unipi.it,131.114.142.6,1118.0714876651764,1,0.06736606963856906,0.022251084995473333,0.5538876846004629,029a620a
2.1400113358603433e+18,1753374088,,False,1,67afc36a,2025-07-24_18-21-28,1260.0934946537018,1260.0934946537018,26128,dl580-gpu3.unipi.it,131.114.142.6,1260.0934946537018,1,0.013149587241453283,0.03297429552566555,0.6956932054387428,67afc36a
0.9270487786489746,1753374294,,False,1,1391b0f2,2025-07-24_18-24-54,1423.787456035614,1423.787456035614,27395,dl580-gpu3.unipi.it,131.114.142.6,1423.787456035614,1,0.0017191891042856618,0.5107976826016194,0.42854392706659483,1391b0f2
0.7468288223763571,1753374390,,False,1,12f63a0f,2025-07-24_18-26-30,1461.9902229309082,1461.9902229309082,29081,dl580-gpu3.unipi.it,131.114.142.6,1461.9902229309082,1,0.00041253472402885623,0.04747184442021113,0.13634688948897755,12f63a0f
149.21664192261298,1753374452,,False,1,1cb46a6a,2025-07-24_18-27-32,1494.171772480011,1494.171772480011,30050,dl580-gpu3.unipi.it,131.114.142.6,1494.171772480011,1,0.006565340676636931,0.03072382295260942,0.4836165064829264,1cb46a6a
0.99260269990489,1753375363,,False,1,7503e258,2025-07-24_18-42-43,1489.3070390224457,1489.3070390224457,57256,dl580-gpu3.unipi.it,131.114.142.6,1489.3070390224457,1,0.00018340966996917965,0.5429027243720514,0.011141616850630531,7503e258
1.8539464652546122e+18,1753375287,,False,1,40f3906c,2025-07-24_18-41-27,1316.6345856189728,1316.6345856189728,60550,dl580-gpu3.unipi.it,131.114.142.6,1316.6345856189728,1,0.06641766527958741,0.448777861423929,0.18210834840250179,40f3906c
2.266177566987601e+20,1753375345,,False,1,dd1756a5,2025-07-24_18-42-25,1237.8052072525024,1237.8052072525024,64666,dl580-gpu3.unipi.it,131.114.142.6,1237.8052072525024,1,0.06053109904720666,0.18914680567653802,0.04858092097454991,dd1756a5
0.9785701754894683,1753375766,,False,1,5a2d0ff3,2025-07-24_18-49-26,1451.8756053447723,1451.8756053447723,70886,dl580-gpu3.unipi.it,131.114.142.6,1451.8756053447723,1,0.0014332336669695546,0.8872053817119392,0.8906692671655343,5a2d0ff3
24.144398951470723,1753375914,,False,1,aa39a9b0,2025-07-24_18-51-54,1508.5015876293182,1508.5015876293182,73767,dl580-gpu3.unipi.it,131.114.142.6,1508.5015876293182,1,0.0020562415428061155,0.807274890343506,0.09092100952332838,aa39a9b0
0.8024585416280041,1753375947,,False,1,00f6112f,2025-07-24_18-52-27,1479.1825230121613,1479.1825230121613,75793,dl580-gpu3.unipi.it,131.114.142.6,1479.1825230121613,1,0.0009043407624404339,0.01247431200627694,0.7363056243643914,00f6112f
13.528360455135937,1753376756,,False,1,9dd2a450,2025-07-24_19-05-56,1454.9794104099274,1454.9794104099274,100702,dl580-gpu3.unipi.it,131.114.142.6,1454.9794104099274,1,0.005035439755176733,0.030655416150788733,0.7616417229384573,9dd2a450
0.9748090914099471,1753376811,,False,1,d887a9bc,2025-07-24_19-06-51,1443.3138809204102,1443.3138809204102,102687,dl580-gpu3.unipi.it,131.114.142.6,1443.3138809204102,1,0.00164282581609036,0.06376421351106668,0.6951325063919336,d887a9bc
0.7484890783033312,1753376861,,False,1,18c89b9d,2025-07-24_19-07-41,1482.6625249385834,1482.6625249385834,103080,dl580-gpu3.unipi.it,131.114.142.6,1482.6625249385834,1,0.00042084658672664877,0.07164399207029128,0.26627015481966504,18c89b9d
