pi,trace(a),trace(g)
"tensor(1170.4622, device='cuda:0')","tensor(59705.9961, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(16689.6738, device='cuda:0')","tensor(1013046.1250, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2195.3064, device='cuda:0')","tensor(413325.5625, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(24936.1035, device='cuda:0')","tensor(3607024.2500, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(28.3488, device='cuda:0')","tensor(4391.4697, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(79348.2578, device='cuda:0')","tensor(37791912., device='cuda:0')","tensor(0.0192, device='cuda:0')"
"tensor(92813.1328, device='cuda:0')","tensor(54295144., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(19027.0840, device='cuda:0')","tensor(20403976., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(63110.9219, device='cuda:0')","tensor(23535452., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(10568.7295, device='cuda:0')","tensor(6166523., device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(52476.0742, device='cuda:0')","tensor(15200538., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(11309.6475, device='cuda:0')","tensor(6920799., device='cuda:0')","tensor(0.0179, device='cuda:0')"
"tensor(30456.4688, device='cuda:0')","tensor(6105020., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(6635.6963, device='cuda:0')","tensor(2321425.2500, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(22201.0234, device='cuda:0')","tensor(3675463.7500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(4718.1064, device='cuda:0')","tensor(1111605.3750, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(19199.1035, device='cuda:0')","tensor(2732361., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3251.6750, device='cuda:0')","tensor(513577.1562, device='cuda:0')","tensor(0.0161, device='cuda:0')"
"tensor(17795.0859, device='cuda:0')","tensor(1386761.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1441.2515, device='cuda:0')","tensor(96952.1094, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(17458.6113, device='cuda:0')","tensor(1347862.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1701.9897, device='cuda:0')","tensor(131862.9375, device='cuda:0')","tensor(0.0151, device='cuda:0')"
"tensor(16772.6562, device='cuda:0')","tensor(1335793., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1934.3627, device='cuda:0')","tensor(164658.9375, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(15444.8516, device='cuda:0')","tensor(1320803., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1313.4923, device='cuda:0')","tensor(74880.5781, device='cuda:0')","tensor(0.0144, device='cuda:0')"
"tensor(18669.9570, device='cuda:0')","tensor(1259251.2500, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2450.7021, device='cuda:0')","tensor(515188.7500, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(27721.8730, device='cuda:0')","tensor(4458826., device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(30.9240, device='cuda:0')","tensor(5225.5435, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(93187.3281, device='cuda:0')","tensor(46675120., device='cuda:0')","tensor(0.0172, device='cuda:0')"
"tensor(109109.8047, device='cuda:0')","tensor(66973040., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(22335.0703, device='cuda:0')","tensor(25288704., device='cuda:0')","tensor(0.0168, device='cuda:0')"
"tensor(74230.5078, device='cuda:0')","tensor(28868060., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(12317.6123, device='cuda:0')","tensor(7573654.5000, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(61338.9531, device='cuda:0')","tensor(18608156., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(13101.3613, device='cuda:0')","tensor(8426348., device='cuda:0')","tensor(0.0163, device='cuda:0')"
"tensor(34506.6562, device='cuda:0')","tensor(7497116., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(7698.6567, device='cuda:0')","tensor(2835396.2500, device='cuda:0')","tensor(0.0159, device='cuda:0')"
"tensor(26083.7793, device='cuda:0')","tensor(4469122., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(5435.9165, device='cuda:0')","tensor(1350629.1250, device='cuda:0')","tensor(0.0152, device='cuda:0')"
"tensor(22487.4648, device='cuda:0')","tensor(3301315.5000, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(3718.8000, device='cuda:0')","tensor(620765.8125, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(19801.7012, device='cuda:0')","tensor(1667190.5000, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1648.5336, device='cuda:0')","tensor(119369.1875, device='cuda:0')","tensor(0.0146, device='cuda:0')"
"tensor(19946.0762, device='cuda:0')","tensor(1618345.5000, device='cuda:0')","tensor(0.0013, device='cuda:0')"
"tensor(1953.7053, device='cuda:0')","tensor(163646.4062, device='cuda:0')","tensor(0.0142, device='cuda:0')"
"tensor(18654.0879, device='cuda:0')","tensor(1591067.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(2198.1331, device='cuda:0')","tensor(200780.0938, device='cuda:0')","tensor(0.0138, device='cuda:0')"
"tensor(16890.2480, device='cuda:0')","tensor(1563436.6250, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1505.8175, device='cuda:0')","tensor(93304.0469, device='cuda:0')","tensor(0.0136, device='cuda:0')"
"tensor(20972.8262, device='cuda:0')","tensor(1486629.2500, device='cuda:0')","tensor(0.0056, device='cuda:0')"
"tensor(2653.8086, device='cuda:0')","tensor(604181.1250, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(30627.4766, device='cuda:0')","tensor(5443025., device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(34.0582, device='cuda:0')","tensor(6338.4443, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(68810.5234, device='cuda:0')","tensor(28907088., device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(80399.0078, device='cuda:0')","tensor(41254412., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(16419.6211, device='cuda:0')","tensor(15470774., device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(54694.4609, device='cuda:0')","tensor(17890132., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(9086.6562, device='cuda:0')","tensor(4643847., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(45448.9453, device='cuda:0')","tensor(11524672., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(9808.4766, device='cuda:0')","tensor(5302761.5000, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(25973.9395, device='cuda:0')","tensor(4586785., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(5738.8960, device='cuda:0')","tensor(1769946.8750, device='cuda:0')","tensor(0.0178, device='cuda:0')"
"tensor(18653.6621, device='cuda:0')","tensor(2662765., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3992.5681, device='cuda:0')","tensor(811916., device='cuda:0')","tensor(0.0169, device='cuda:0')"
"tensor(16302.4189, device='cuda:0')","tensor(1992339.3750, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2763.5059, device='cuda:0')","tensor(378418.3125, device='cuda:0')","tensor(0.0164, device='cuda:0')"
"tensor(14900.6318, device='cuda:0')","tensor(1002785., device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1226.7014, device='cuda:0')","tensor(71702.3906, device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(14478.1221, device='cuda:0')","tensor(971102.8750, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1381.3062, device='cuda:0')","tensor(88508.3125, device='cuda:0')","tensor(0.0154, device='cuda:0')"
"tensor(13521.5488, device='cuda:0')","tensor(958837., device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1583.1879, device='cuda:0')","tensor(111388.4688, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(12946.2617, device='cuda:0')","tensor(950493.8125, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1070.9592, device='cuda:0')","tensor(50233.1406, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(15662.1270, device='cuda:0')","tensor(908627.5000, device='cuda:0')","tensor(0.0061, device='cuda:0')"
"tensor(2072.5891, device='cuda:0')","tensor(368545.2500, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(23972.1348, device='cuda:0')","tensor(3334784.7500, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(27.2339, device='cuda:0')","tensor(4052.8289, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(77661.9922, device='cuda:0')","tensor(34680188., device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(91812.7656, device='cuda:0')","tensor(50016128., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(18632.7676, device='cuda:0')","tensor(18821112., device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(62219.3711, device='cuda:0')","tensor(21616584., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(10309.7266, device='cuda:0')","tensor(5670062.5000, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(51351.7578, device='cuda:0')","tensor(13926847., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(11047.9434, device='cuda:0')","tensor(6402032.5000, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(29063.6387, device='cuda:0')","tensor(5611179.5000, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(6507.9902, device='cuda:0')","tensor(2166632.2500, device='cuda:0')","tensor(0.0170, device='cuda:0')"
"tensor(21320.7129, device='cuda:0')","tensor(3277106., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(4523.7769, device='cuda:0')","tensor(997645.2500, device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(18435.9785, device='cuda:0')","tensor(2439284.7500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(3095.3665, device='cuda:0')","tensor(456042.1562, device='cuda:0')","tensor(0.0158, device='cuda:0')"
"tensor(16733.5273, device='cuda:0')","tensor(1229917.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1388.2101, device='cuda:0')","tensor(88771.0312, device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(16548.7637, device='cuda:0')","tensor(1193072.8750, device='cuda:0')","tensor(0.0014, device='cuda:0')"
"tensor(1613.0076, device='cuda:0')","tensor(116696.6094, device='cuda:0')","tensor(0.0149, device='cuda:0')"
"tensor(15439.0840, device='cuda:0')","tensor(1175004., device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1821.3629, device='cuda:0')","tensor(142841.3281, device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(14257.5820, device='cuda:0')","tensor(1158244.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1235.2491, device='cuda:0')","tensor(64936.1562, device='cuda:0')","tensor(0.0141, device='cuda:0')"
"tensor(17506.9512, device='cuda:0')","tensor(1103171.1250, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2290.5840, device='cuda:0')","tensor(450135.6875, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(26447.8809, device='cuda:0')","tensor(4059034., device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(30.5087, device='cuda:0')","tensor(5086.1182, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(74943.5625, device='cuda:0')","tensor(33627812., device='cuda:0')","tensor(0.0192, device='cuda:0')"
"tensor(88310.3359, device='cuda:0')","tensor(48464496., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(17996.1836, device='cuda:0')","tensor(18249948., device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(59096.8125, device='cuda:0')","tensor(20937376., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(9990.3262, device='cuda:0')","tensor(5516432., device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(49678.7852, device='cuda:0')","tensor(13500826., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(10677.0820, device='cuda:0')","tensor(6182979.5000, device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(28315.9707, device='cuda:0')","tensor(5402520., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(6248.8794, device='cuda:0')","tensor(2066159.5000, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(20464.8301, device='cuda:0')","tensor(3193798.2500, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(4397.3677, device='cuda:0')","tensor(970638.2500, device='cuda:0')","tensor(0.0166, device='cuda:0')"
"tensor(17656.4395, device='cuda:0')","tensor(2376816., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(3008.9434, device='cuda:0')","tensor(443025., device='cuda:0')","tensor(0.0162, device='cuda:0')"
"tensor(16314.9619, device='cuda:0')","tensor(1200513.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1342.8530, device='cuda:0')","tensor(85245.2031, device='cuda:0')","tensor(0.0157, device='cuda:0')"
"tensor(16151.6289, device='cuda:0')","tensor(1165302.7500, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1563.2853, device='cuda:0')","tensor(112794.2812, device='cuda:0')","tensor(0.0153, device='cuda:0')"
"tensor(15067.6016, device='cuda:0')","tensor(1152108.5000, device='cuda:0')","tensor(0.0017, device='cuda:0')"
"tensor(1786.5778, device='cuda:0')","tensor(141695.6875, device='cuda:0')","tensor(0.0147, device='cuda:0')"
"tensor(14304.2188, device='cuda:0')","tensor(1139750.7500, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1198.5918, device='cuda:0')","tensor(62907.6016, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(17141.0762, device='cuda:0')","tensor(1087639.2500, device='cuda:0')","tensor(0.0061, device='cuda:0')"
"tensor(2270.4465, device='cuda:0')","tensor(442268.6250, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(26053.3340, device='cuda:0')","tensor(3938947.5000, device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(31.0593, device='cuda:0')","tensor(5271.3604, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(72835.1484, device='cuda:0')","tensor(31526364., device='cuda:0')","tensor(0.0190, device='cuda:0')"
"tensor(85665.5156, device='cuda:0')","tensor(45177032., device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(17412.6543, device='cuda:0')","tensor(16952896., device='cuda:0')","tensor(0.0185, device='cuda:0')"
"tensor(57980.2734, device='cuda:0')","tensor(19557300., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(9615.4141, device='cuda:0')","tensor(5079226., device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(47687.1953, device='cuda:0')","tensor(12589234., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(10364.1553, device='cuda:0')","tensor(5792703., device='cuda:0')","tensor(0.0179, device='cuda:0')"
"tensor(27446.8359, device='cuda:0')","tensor(5040352., device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(6095.0151, device='cuda:0')","tensor(1953444.8750, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(19620.6777, device='cuda:0')","tensor(2919311., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(4217.7402, device='cuda:0')","tensor(881092.5000, device='cuda:0')","tensor(0.0164, device='cuda:0')"
"tensor(17177.2969, device='cuda:0')","tensor(2182352.5000, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(2922.5225, device='cuda:0')","tensor(412443.1875, device='cuda:0')","tensor(0.0160, device='cuda:0')"
"tensor(15763.4248, device='cuda:0')","tensor(1101990.5000, device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1308.7495, device='cuda:0')","tensor(79923.2656, device='cuda:0')","tensor(0.0155, device='cuda:0')"
"tensor(15524.4980, device='cuda:0')","tensor(1068156., device='cuda:0')","tensor(0.0015, device='cuda:0')"
"tensor(1495.7733, device='cuda:0')","tensor(101517.7656, device='cuda:0')","tensor(0.0150, device='cuda:0')"
"tensor(14757.7246, device='cuda:0')","tensor(1051412.8750, device='cuda:0')","tensor(0.0016, device='cuda:0')"
"tensor(1683.0341, device='cuda:0')","tensor(123883.9844, device='cuda:0')","tensor(0.0145, device='cuda:0')"
"tensor(13791.7969, device='cuda:0')","tensor(1036756.9375, device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(1158.2043, device='cuda:0')","tensor(57855.6562, device='cuda:0')","tensor(0.0143, device='cuda:0')"
"tensor(16571.3594, device='cuda:0')","tensor(987835.3125, device='cuda:0')","tensor(0.0060, device='cuda:0')"
"tensor(2162.3738, device='cuda:0')","tensor(401235., device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(25100.2539, device='cuda:0')","tensor(3656651., device='cuda:0')","tensor(0.0286, device='cuda:0')"
"tensor(28.1751, device='cuda:0')","tensor(4337.8223, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(80505.3828, device='cuda:0')","tensor(38724044., device='cuda:0')","tensor(0.0191, device='cuda:0')"
"tensor(94903.5312, device='cuda:0')","tensor(55920840., device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(19361.1348, device='cuda:0')","tensor(21080206., device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(64275.1133, device='cuda:0')","tensor(24148088., device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(10735.7607, device='cuda:0')","tensor(6373254., device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(53598.2930, device='cuda:0')","tensor(15574678., device='cuda:0')","tensor(0.0018, device='cuda:0')"
"tensor(11454.8477, device='cuda:0')","tensor(7120076., device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(29747.4766, device='cuda:0')","tensor(6253600., device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(6714.8740, device='cuda:0')","tensor(2387763., device='cuda:0')","tensor(0.0176, device='cuda:0')"
