iteration,original_grad_norm,regularized_grad_norm
13180,"tensor(5.3199, device='cuda:0')","tensor(8.1098, device='cuda:0')"
13181,"tensor(4.1521, device='cuda:0')","tensor(4.6289, device='cuda:0')"
13182,"tensor(6.8196, device='cuda:0')","tensor(5.7536, device='cuda:0')"
13183,"tensor(8.6471, device='cuda:0')","tensor(7.5598, device='cuda:0')"
13184,"tensor(5.0304, device='cuda:0')","tensor(7.1381, device='cuda:0')"
13185,"tensor(6.5380, device='cuda:0')","tensor(9.1105, device='cuda:0')"
13186,"tensor(6.3670, device='cuda:0')","tensor(9.6128, device='cuda:0')"
13187,"tensor(5.7286, device='cuda:0')","tensor(11.2781, device='cuda:0')"
13188,"tensor(8.4572, device='cuda:0')","tensor(13.1376, device='cuda:0')"
13189,"tensor(6.4532, device='cuda:0')","tensor(13.3821, device='cuda:0')"
13190,"tensor(12.9866, device='cuda:0')","tensor(16.6131, device='cuda:0')"
13191,"tensor(7.3771, device='cuda:0')","tensor(5.6537, device='cuda:0')"
13192,"tensor(8.5534, device='cuda:0')","tensor(7.8792, device='cuda:0')"
13193,"tensor(10.7449, device='cuda:0')","tensor(10.7894, device='cuda:0')"
13194,"tensor(23.1683, device='cuda:0')","tensor(27.9481, device='cuda:0')"
13195,"tensor(18.4944, device='cuda:0')","tensor(24.6093, device='cuda:0')"
13196,"tensor(16.6851, device='cuda:0')","tensor(20.1283, device='cuda:0')"
13197,"tensor(9.7946, device='cuda:0')","tensor(14.0723, device='cuda:0')"
13198,"tensor(6.1697, device='cuda:0')","tensor(12.6797, device='cuda:0')"
13199,"tensor(4.9160, device='cuda:0')","tensor(10.4652, device='cuda:0')"
13200,"tensor(7.7061, device='cuda:0')","tensor(11.1757, device='cuda:0')"
13201,"tensor(13.9617, device='cuda:0')","tensor(6.1887, device='cuda:0')"
13202,"tensor(7.8704, device='cuda:0')","tensor(9.5167, device='cuda:0')"
13203,"tensor(14.4266, device='cuda:0')","tensor(10.1819, device='cuda:0')"
13204,"tensor(9.2801, device='cuda:0')","tensor(8.5088, device='cuda:0')"
13205,"tensor(21.4363, device='cuda:0')","tensor(12.7253, device='cuda:0')"
13206,"tensor(8.9188, device='cuda:0')","tensor(9.7530, device='cuda:0')"
13207,"tensor(6.7289, device='cuda:0')","tensor(9.0896, device='cuda:0')"
13208,"tensor(9.5873, device='cuda:0')","tensor(9.4910, device='cuda:0')"
13209,"tensor(12.1668, device='cuda:0')","tensor(13.6394, device='cuda:0')"
13210,"tensor(8.6876, device='cuda:0')","tensor(12.7920, device='cuda:0')"
13211,"tensor(8.9227, device='cuda:0')","tensor(3.9592, device='cuda:0')"
13212,"tensor(5.3792, device='cuda:0')","tensor(5.5446, device='cuda:0')"
13213,"tensor(6.9613, device='cuda:0')","tensor(7.4043, device='cuda:0')"
13214,"tensor(8.7023, device='cuda:0')","tensor(8.7099, device='cuda:0')"
13215,"tensor(9.3512, device='cuda:0')","tensor(10.9181, device='cuda:0')"
13216,"tensor(12.8463, device='cuda:0')","tensor(15.8377, device='cuda:0')"
13217,"tensor(8.9168, device='cuda:0')","tensor(16.6258, device='cuda:0')"
13218,"tensor(3.9876, device='cuda:0')","tensor(10.5202, device='cuda:0')"
13219,"tensor(5.3167, device='cuda:0')","tensor(12.2461, device='cuda:0')"
13220,"tensor(2.9429, device='cuda:0')","tensor(10.2149, device='cuda:0')"
13221,"tensor(4.7063, device='cuda:0')","tensor(5.6664, device='cuda:0')"
13222,"tensor(3.6858, device='cuda:0')","tensor(7.0021, device='cuda:0')"
13223,"tensor(5.2496, device='cuda:0')","tensor(7.1986, device='cuda:0')"
13224,"tensor(5.7620, device='cuda:0')","tensor(8.2622, device='cuda:0')"
13225,"tensor(11.3332, device='cuda:0')","tensor(10.9964, device='cuda:0')"
13226,"tensor(9.4427, device='cuda:0')","tensor(13.3158, device='cuda:0')"
13227,"tensor(6.9437, device='cuda:0')","tensor(11.5879, device='cuda:0')"
13228,"tensor(8.0613, device='cuda:0')","tensor(12.5407, device='cuda:0')"
13229,"tensor(7.8815, device='cuda:0')","tensor(14.7169, device='cuda:0')"
13230,"tensor(15.4284, device='cuda:0')","tensor(17.0426, device='cuda:0')"
13231,"tensor(15.7278, device='cuda:0')","tensor(7.1712, device='cuda:0')"
13232,"tensor(13.2982, device='cuda:0')","tensor(8.5255, device='cuda:0')"
13233,"tensor(13.7468, device='cuda:0')","tensor(8.7323, device='cuda:0')"
13234,"tensor(21.1593, device='cuda:0')","tensor(11.1541, device='cuda:0')"
13235,"tensor(19.3693, device='cuda:0')","tensor(10.9458, device='cuda:0')"
13236,"tensor(21.6843, device='cuda:0')","tensor(12.1307, device='cuda:0')"
13237,"tensor(19.0495, device='cuda:0')","tensor(10.8414, device='cuda:0')"
13238,"tensor(17.0065, device='cuda:0')","tensor(10.0582, device='cuda:0')"
13239,"tensor(11.9573, device='cuda:0')","tensor(10.1703, device='cuda:0')"
13240,"tensor(9.9421, device='cuda:0')","tensor(11.6987, device='cuda:0')"
13241,"tensor(10.1367, device='cuda:0')","tensor(10.1538, device='cuda:0')"
13242,"tensor(19.8278, device='cuda:0')","tensor(19.1514, device='cuda:0')"
13243,"tensor(18.1003, device='cuda:0')","tensor(14.3363, device='cuda:0')"
13244,"tensor(15.5116, device='cuda:0')","tensor(11.3211, device='cuda:0')"
13245,"tensor(12.9357, device='cuda:0')","tensor(10.2843, device='cuda:0')"
13246,"tensor(13.5722, device='cuda:0')","tensor(11.9148, device='cuda:0')"
13247,"tensor(11.5871, device='cuda:0')","tensor(10.9993, device='cuda:0')"
13248,"tensor(10.8177, device='cuda:0')","tensor(10.3018, device='cuda:0')"
13249,"tensor(13.5491, device='cuda:0')","tensor(13.6667, device='cuda:0')"
13250,"tensor(14.4955, device='cuda:0')","tensor(15.5385, device='cuda:0')"
13251,"tensor(13.2704, device='cuda:0')","tensor(5.5281, device='cuda:0')"
13252,"tensor(13.8900, device='cuda:0')","tensor(7.6276, device='cuda:0')"
13253,"tensor(13.9911, device='cuda:0')","tensor(8.3329, device='cuda:0')"
13254,"tensor(12.1334, device='cuda:0')","tensor(6.8554, device='cuda:0')"
13255,"tensor(13.4251, device='cuda:0')","tensor(7.7784, device='cuda:0')"
13256,"tensor(15.6942, device='cuda:0')","tensor(9.3677, device='cuda:0')"
13257,"tensor(13.8363, device='cuda:0')","tensor(9.0672, device='cuda:0')"
13258,"tensor(13.6495, device='cuda:0')","tensor(12.2277, device='cuda:0')"
13259,"tensor(15.6291, device='cuda:0')","tensor(14.9582, device='cuda:0')"
13260,"tensor(9.4348, device='cuda:0')","tensor(15.2384, device='cuda:0')"
13261,"tensor(6.2521, device='cuda:0')","tensor(4.6620, device='cuda:0')"
13262,"tensor(6.7533, device='cuda:0')","tensor(9.4101, device='cuda:0')"
13263,"tensor(7.5057, device='cuda:0')","tensor(8.0697, device='cuda:0')"
13264,"tensor(8.2996, device='cuda:0')","tensor(8.9175, device='cuda:0')"
13265,"tensor(8.7317, device='cuda:0')","tensor(10.2690, device='cuda:0')"
13266,"tensor(10.0963, device='cuda:0')","tensor(18.5553, device='cuda:0')"
13267,"tensor(9.6276, device='cuda:0')","tensor(16.7939, device='cuda:0')"
13268,"tensor(6.2298, device='cuda:0')","tensor(12.0185, device='cuda:0')"
13269,"tensor(6.1074, device='cuda:0')","tensor(10.9307, device='cuda:0')"
13270,"tensor(5.7891, device='cuda:0')","tensor(13.9264, device='cuda:0')"
13271,"tensor(5.7766, device='cuda:0')","tensor(5.6328, device='cuda:0')"
13272,"tensor(8.5603, device='cuda:0')","tensor(6.6994, device='cuda:0')"
13273,"tensor(18.3297, device='cuda:0')","tensor(8.0018, device='cuda:0')"
13274,"tensor(5.2153, device='cuda:0')","tensor(6.9843, device='cuda:0')"
13275,"tensor(4.8139, device='cuda:0')","tensor(6.9208, device='cuda:0')"
13276,"tensor(6.2301, device='cuda:0')","tensor(6.5819, device='cuda:0')"
13277,"tensor(10.8437, device='cuda:0')","tensor(7.0376, device='cuda:0')"
13278,"tensor(3.9233, device='cuda:0')","tensor(5.5097, device='cuda:0')"
13279,"tensor(5.1882, device='cuda:0')","tensor(5.4433, device='cuda:0')"
13280,"tensor(11.2940, device='cuda:0')","tensor(7.3416, device='cuda:0')"
13281,"tensor(14.6149, device='cuda:0')","tensor(5.4757, device='cuda:0')"
13282,"tensor(6.8174, device='cuda:0')","tensor(9.4345, device='cuda:0')"
13283,"tensor(6.3253, device='cuda:0')","tensor(10.4574, device='cuda:0')"
13284,"tensor(5.8421, device='cuda:0')","tensor(14.7798, device='cuda:0')"
13285,"tensor(4.6884, device='cuda:0')","tensor(20.4834, device='cuda:0')"
13286,"tensor(5.8578, device='cuda:0')","tensor(26.1501, device='cuda:0')"
13287,"tensor(6.1869, device='cuda:0')","tensor(32.8846, device='cuda:0')"
13288,"tensor(8.3994, device='cuda:0')","tensor(58.4293, device='cuda:0')"
13289,"tensor(12.9190, device='cuda:0')","tensor(75.9014, device='cuda:0')"
13290,"tensor(10.3720, device='cuda:0')","tensor(11.3068, device='cuda:0')"
13291,"tensor(8.8430, device='cuda:0')","tensor(4.1193, device='cuda:0')"
13292,"tensor(8.0641, device='cuda:0')","tensor(7.1536, device='cuda:0')"
13293,"tensor(3.6786, device='cuda:0')","tensor(4.4036, device='cuda:0')"
13294,"tensor(7.7578, device='cuda:0')","tensor(4.8166, device='cuda:0')"
13295,"tensor(3.0727, device='cuda:0')","tensor(5.2320, device='cuda:0')"
13296,"tensor(6.1387, device='cuda:0')","tensor(5.5560, device='cuda:0')"
13297,"tensor(12.7198, device='cuda:0')","tensor(7.6857, device='cuda:0')"
13298,"tensor(9.8905, device='cuda:0')","tensor(9.7121, device='cuda:0')"
13299,"tensor(11.6683, device='cuda:0')","tensor(9.7800, device='cuda:0')"
13300,"tensor(7.4584, device='cuda:0')","tensor(9.3208, device='cuda:0')"
13301,"tensor(7.3980, device='cuda:0')","tensor(3.8227, device='cuda:0')"
13302,"tensor(8.2503, device='cuda:0')","tensor(7.1616, device='cuda:0')"
13303,"tensor(8.6456, device='cuda:0')","tensor(7.8845, device='cuda:0')"
13304,"tensor(7.2817, device='cuda:0')","tensor(7.2965, device='cuda:0')"
13305,"tensor(9.6935, device='cuda:0')","tensor(9.6469, device='cuda:0')"
13306,"tensor(9.0030, device='cuda:0')","tensor(14.3416, device='cuda:0')"
13307,"tensor(7.9975, device='cuda:0')","tensor(16.4241, device='cuda:0')"
13308,"tensor(12.9270, device='cuda:0')","tensor(32.9616, device='cuda:0')"
13309,"tensor(5.2081, device='cuda:0')","tensor(14.4287, device='cuda:0')"
13310,"tensor(6.5333, device='cuda:0')","tensor(26.5446, device='cuda:0')"
13311,"tensor(4.6801, device='cuda:0')","tensor(4.6512, device='cuda:0')"
13312,"tensor(4.3009, device='cuda:0')","tensor(6.1517, device='cuda:0')"
13313,"tensor(3.9623, device='cuda:0')","tensor(7.0487, device='cuda:0')"
13314,"tensor(11.3394, device='cuda:0')","tensor(16.1425, device='cuda:0')"
13315,"tensor(6.1985, device='cuda:0')","tensor(12.0624, device='cuda:0')"
13316,"tensor(9.0972, device='cuda:0')","tensor(15.1970, device='cuda:0')"
13317,"tensor(8.0208, device='cuda:0')","tensor(11.5451, device='cuda:0')"
13318,"tensor(10.0184, device='cuda:0')","tensor(14.6434, device='cuda:0')"
13319,"tensor(7.0521, device='cuda:0')","tensor(10.7200, device='cuda:0')"
13320,"tensor(6.6907, device='cuda:0')","tensor(10.8771, device='cuda:0')"
13321,"tensor(11.0363, device='cuda:0')","tensor(5.1082, device='cuda:0')"
13322,"tensor(16.0886, device='cuda:0')","tensor(9.7876, device='cuda:0')"
13323,"tensor(14.1398, device='cuda:0')","tensor(10.6052, device='cuda:0')"
13324,"tensor(14.6033, device='cuda:0')","tensor(10.9091, device='cuda:0')"
13325,"tensor(13.9634, device='cuda:0')","tensor(11.3721, device='cuda:0')"
13326,"tensor(5.3449, device='cuda:0')","tensor(8.9894, device='cuda:0')"
13327,"tensor(7.5616, device='cuda:0')","tensor(9.2566, device='cuda:0')"
13328,"tensor(4.3892, device='cuda:0')","tensor(8.4592, device='cuda:0')"
13329,"tensor(5.4319, device='cuda:0')","tensor(10.3176, device='cuda:0')"
13330,"tensor(8.7564, device='cuda:0')","tensor(14.1304, device='cuda:0')"
13331,"tensor(9.8192, device='cuda:0')","tensor(6.5574, device='cuda:0')"
13332,"tensor(12.4748, device='cuda:0')","tensor(9.2017, device='cuda:0')"
13333,"tensor(12.0172, device='cuda:0')","tensor(14.4976, device='cuda:0')"
13334,"tensor(5.5162, device='cuda:0')","tensor(13.0038, device='cuda:0')"
13335,"tensor(5.1295, device='cuda:0')","tensor(15.3341, device='cuda:0')"
13336,"tensor(3.1868, device='cuda:0')","tensor(13.0951, device='cuda:0')"
13337,"tensor(4.8384, device='cuda:0')","tensor(16.6685, device='cuda:0')"
13338,"tensor(9.1827, device='cuda:0')","tensor(16.7313, device='cuda:0')"
13339,"tensor(6.2521, device='cuda:0')","tensor(11.0555, device='cuda:0')"
13340,"tensor(4.1829, device='cuda:0')","tensor(10.2208, device='cuda:0')"
13341,"tensor(8.7185, device='cuda:0')","tensor(4.6746, device='cuda:0')"
13342,"tensor(5.0413, device='cuda:0')","tensor(6.0597, device='cuda:0')"
13343,"tensor(6.0120, device='cuda:0')","tensor(6.2032, device='cuda:0')"
13344,"tensor(6.3750, device='cuda:0')","tensor(7.1043, device='cuda:0')"
13345,"tensor(14.2023, device='cuda:0')","tensor(8.6684, device='cuda:0')"
13346,"tensor(10.5359, device='cuda:0')","tensor(8.2089, device='cuda:0')"
13347,"tensor(12.0883, device='cuda:0')","tensor(9.6937, device='cuda:0')"
13348,"tensor(13.7360, device='cuda:0')","tensor(9.6039, device='cuda:0')"
13349,"tensor(13.4028, device='cuda:0')","tensor(9.2675, device='cuda:0')"
13350,"tensor(18.4482, device='cuda:0')","tensor(11.3326, device='cuda:0')"
13351,"tensor(15.0635, device='cuda:0')","tensor(6.9878, device='cuda:0')"
13352,"tensor(11.7599, device='cuda:0')","tensor(7.4307, device='cuda:0')"
13353,"tensor(13.8470, device='cuda:0')","tensor(8.4177, device='cuda:0')"
13354,"tensor(8.1885, device='cuda:0')","tensor(9.5275, device='cuda:0')"
13355,"tensor(6.4146, device='cuda:0')","tensor(9.3195, device='cuda:0')"
13356,"tensor(9.6916, device='cuda:0')","tensor(11.0428, device='cuda:0')"
13357,"tensor(6.4923, device='cuda:0')","tensor(8.3781, device='cuda:0')"
13358,"tensor(9.9887, device='cuda:0')","tensor(12.0934, device='cuda:0')"
13359,"tensor(9.1330, device='cuda:0')","tensor(10.3834, device='cuda:0')"
13360,"tensor(5.9060, device='cuda:0')","tensor(9.0519, device='cuda:0')"
13361,"tensor(6.3331, device='cuda:0')","tensor(4.7228, device='cuda:0')"
13362,"tensor(7.5115, device='cuda:0')","tensor(29.4270, device='cuda:0')"
13363,"tensor(4.6723, device='cuda:0')","tensor(18.8571, device='cuda:0')"
13364,"tensor(6.5804, device='cuda:0')","tensor(23.4006, device='cuda:0')"
13365,"tensor(4.4242, device='cuda:0')","tensor(18.1765, device='cuda:0')"
13366,"tensor(6.1807, device='cuda:0')","tensor(24.7580, device='cuda:0')"
13367,"tensor(6.0044, device='cuda:0')","tensor(23.3597, device='cuda:0')"
13368,"tensor(5.4368, device='cuda:0')","tensor(21.3754, device='cuda:0')"
13369,"tensor(8.5727, device='cuda:0')","tensor(29.0621, device='cuda:0')"
13370,"tensor(9.2958, device='cuda:0')","tensor(25.4256, device='cuda:0')"
13371,"tensor(3.8985, device='cuda:0')","tensor(4.5080, device='cuda:0')"
13372,"tensor(6.1125, device='cuda:0')","tensor(7.6979, device='cuda:0')"
13373,"tensor(6.0958, device='cuda:0')","tensor(8.6795, device='cuda:0')"
13374,"tensor(8.7141, device='cuda:0')","tensor(7.2023, device='cuda:0')"
13375,"tensor(8.0814, device='cuda:0')","tensor(7.1832, device='cuda:0')"
13376,"tensor(6.4301, device='cuda:0')","tensor(8.0743, device='cuda:0')"
13377,"tensor(6.0403, device='cuda:0')","tensor(8.6187, device='cuda:0')"
13378,"tensor(16.9948, device='cuda:0')","tensor(18.5752, device='cuda:0')"
13379,"tensor(15.6217, device='cuda:0')","tensor(22.5629, device='cuda:0')"
13380,"tensor(12.7995, device='cuda:0')","tensor(24.7446, device='cuda:0')"
13381,"tensor(6.6280, device='cuda:0')","tensor(5.2176, device='cuda:0')"
13382,"tensor(7.3233, device='cuda:0')","tensor(12.3181, device='cuda:0')"
13383,"tensor(6.6408, device='cuda:0')","tensor(8.4768, device='cuda:0')"
13384,"tensor(7.9065, device='cuda:0')","tensor(9.9174, device='cuda:0')"
13385,"tensor(5.0559, device='cuda:0')","tensor(11.3446, device='cuda:0')"
13386,"tensor(17.0917, device='cuda:0')","tensor(25.2164, device='cuda:0')"
13387,"tensor(15.0270, device='cuda:0')","tensor(19.8245, device='cuda:0')"
13388,"tensor(13.2765, device='cuda:0')","tensor(17.8892, device='cuda:0')"
13389,"tensor(11.5678, device='cuda:0')","tensor(15.9775, device='cuda:0')"
13390,"tensor(10.3387, device='cuda:0')","tensor(15.5130, device='cuda:0')"
13391,"tensor(5.2787, device='cuda:0')","tensor(5.7975, device='cuda:0')"
13392,"tensor(11.6183, device='cuda:0')","tensor(8.1840, device='cuda:0')"
13393,"tensor(9.0601, device='cuda:0')","tensor(10.0051, device='cuda:0')"
13394,"tensor(7.5146, device='cuda:0')","tensor(8.1996, device='cuda:0')"
13395,"tensor(11.7824, device='cuda:0')","tensor(9.8375, device='cuda:0')"
13396,"tensor(12.8427, device='cuda:0')","tensor(10.1562, device='cuda:0')"
13397,"tensor(11.4064, device='cuda:0')","tensor(10.8513, device='cuda:0')"
13398,"tensor(13.4179, device='cuda:0')","tensor(12.2705, device='cuda:0')"
13399,"tensor(11.2407, device='cuda:0')","tensor(14.3347, device='cuda:0')"
13400,"tensor(9.2232, device='cuda:0')","tensor(14.3275, device='cuda:0')"
13401,"tensor(7.7163, device='cuda:0')","tensor(6.1117, device='cuda:0')"
13402,"tensor(12.1313, device='cuda:0')","tensor(10.3528, device='cuda:0')"
13403,"tensor(14.5760, device='cuda:0')","tensor(12.3457, device='cuda:0')"
13404,"tensor(16.1253, device='cuda:0')","tensor(15.5860, device='cuda:0')"
13405,"tensor(19.1360, device='cuda:0')","tensor(15.7331, device='cuda:0')"
13406,"tensor(11.4310, device='cuda:0')","tensor(16.4764, device='cuda:0')"
13407,"tensor(10.5754, device='cuda:0')","tensor(17.0954, device='cuda:0')"
13408,"tensor(9.2566, device='cuda:0')","tensor(17.2359, device='cuda:0')"
13409,"tensor(8.3515, device='cuda:0')","tensor(18.4535, device='cuda:0')"
13410,"tensor(17.7302, device='cuda:0')","tensor(23.9843, device='cuda:0')"
13411,"tensor(14.4818, device='cuda:0')","tensor(7.2987, device='cuda:0')"
13412,"tensor(16.4021, device='cuda:0')","tensor(9.4319, device='cuda:0')"
13413,"tensor(16.5401, device='cuda:0')","tensor(8.3864, device='cuda:0')"
13414,"tensor(13.7307, device='cuda:0')","tensor(10.0922, device='cuda:0')"
13415,"tensor(12.9208, device='cuda:0')","tensor(9.5678, device='cuda:0')"
13416,"tensor(11.9931, device='cuda:0')","tensor(9.1269, device='cuda:0')"
13417,"tensor(12.1675, device='cuda:0')","tensor(10.0692, device='cuda:0')"
13418,"tensor(9.9622, device='cuda:0')","tensor(12.5253, device='cuda:0')"
13419,"tensor(8.9578, device='cuda:0')","tensor(11.8740, device='cuda:0')"
13420,"tensor(16.2695, device='cuda:0')","tensor(13.0769, device='cuda:0')"
13421,"tensor(10.7799, device='cuda:0')","tensor(8.6998, device='cuda:0')"
13422,"tensor(9.8490, device='cuda:0')","tensor(9.5600, device='cuda:0')"
13423,"tensor(10.2901, device='cuda:0')","tensor(11.9350, device='cuda:0')"
13424,"tensor(9.0446, device='cuda:0')","tensor(13.1691, device='cuda:0')"
13425,"tensor(8.3984, device='cuda:0')","tensor(17.2768, device='cuda:0')"
13426,"tensor(5.5913, device='cuda:0')","tensor(20.4111, device='cuda:0')"
13427,"tensor(5.7898, device='cuda:0')","tensor(27.7958, device='cuda:0')"
13428,"tensor(7.5381, device='cuda:0')","tensor(33.6716, device='cuda:0')"
13429,"tensor(4.4099, device='cuda:0')","tensor(29.4124, device='cuda:0')"
13430,"tensor(6.4630, device='cuda:0')","tensor(34.9057, device='cuda:0')"
13431,"tensor(5.4501, device='cuda:0')","tensor(6.2575, device='cuda:0')"
13432,"tensor(8.0196, device='cuda:0')","tensor(7.8787, device='cuda:0')"
13433,"tensor(9.5215, device='cuda:0')","tensor(10.4413, device='cuda:0')"
13434,"tensor(14.2429, device='cuda:0')","tensor(28.9562, device='cuda:0')"
13435,"tensor(8.4027, device='cuda:0')","tensor(16.4238, device='cuda:0')"
13436,"tensor(5.6535, device='cuda:0')","tensor(13.3808, device='cuda:0')"
13437,"tensor(5.6014, device='cuda:0')","tensor(12.2272, device='cuda:0')"
13438,"tensor(8.0491, device='cuda:0')","tensor(11.4450, device='cuda:0')"
13439,"tensor(6.7930, device='cuda:0')","tensor(11.5343, device='cuda:0')"
13440,"tensor(10.1074, device='cuda:0')","tensor(13.0896, device='cuda:0')"
13441,"tensor(13.2169, device='cuda:0')","tensor(7.5315, device='cuda:0')"
13442,"tensor(12.3039, device='cuda:0')","tensor(10.7232, device='cuda:0')"
13443,"tensor(12.9341, device='cuda:0')","tensor(11.8529, device='cuda:0')"
13444,"tensor(8.6418, device='cuda:0')","tensor(10.1394, device='cuda:0')"
13445,"tensor(7.8000, device='cuda:0')","tensor(8.9422, device='cuda:0')"
13446,"tensor(10.7784, device='cuda:0')","tensor(10.6648, device='cuda:0')"
13447,"tensor(15.8901, device='cuda:0')","tensor(13.2130, device='cuda:0')"
13448,"tensor(9.0367, device='cuda:0')","tensor(10.2075, device='cuda:0')"
13449,"tensor(5.4518, device='cuda:0')","tensor(10.3925, device='cuda:0')"
13450,"tensor(6.2534, device='cuda:0')","tensor(11.4363, device='cuda:0')"
13451,"tensor(8.5305, device='cuda:0')","tensor(6.3500, device='cuda:0')"
13452,"tensor(9.4753, device='cuda:0')","tensor(7.4692, device='cuda:0')"
13453,"tensor(10.6953, device='cuda:0')","tensor(13.6514, device='cuda:0')"
13454,"tensor(8.6666, device='cuda:0')","tensor(10.0370, device='cuda:0')"
13455,"tensor(10.3139, device='cuda:0')","tensor(11.3886, device='cuda:0')"
13456,"tensor(10.2845, device='cuda:0')","tensor(12.6161, device='cuda:0')"
13457,"tensor(11.1258, device='cuda:0')","tensor(15.4952, device='cuda:0')"
13458,"tensor(13.3157, device='cuda:0')","tensor(18.8118, device='cuda:0')"
13459,"tensor(16.2116, device='cuda:0')","tensor(18.3664, device='cuda:0')"
13460,"tensor(15.1547, device='cuda:0')","tensor(18.0400, device='cuda:0')"
13461,"tensor(13.4686, device='cuda:0')","tensor(6.3222, device='cuda:0')"
13462,"tensor(14.4483, device='cuda:0')","tensor(8.3203, device='cuda:0')"
13463,"tensor(10.8230, device='cuda:0')","tensor(6.9653, device='cuda:0')"
13464,"tensor(10.5294, device='cuda:0')","tensor(7.5903, device='cuda:0')"
13465,"tensor(10.0967, device='cuda:0')","tensor(8.5464, device='cuda:0')"
13466,"tensor(11.8295, device='cuda:0')","tensor(9.3860, device='cuda:0')"
13467,"tensor(14.2471, device='cuda:0')","tensor(9.0802, device='cuda:0')"
13468,"tensor(10.9069, device='cuda:0')","tensor(8.4269, device='cuda:0')"
13469,"tensor(9.8589, device='cuda:0')","tensor(8.6037, device='cuda:0')"
13470,"tensor(14.8871, device='cuda:0')","tensor(12.8641, device='cuda:0')"
13471,"tensor(11.2025, device='cuda:0')","tensor(5.9222, device='cuda:0')"
13472,"tensor(11.8142, device='cuda:0')","tensor(14.2349, device='cuda:0')"
13473,"tensor(13.4276, device='cuda:0')","tensor(12.7785, device='cuda:0')"
13474,"tensor(10.2898, device='cuda:0')","tensor(17.3035, device='cuda:0')"
13475,"tensor(9.7589, device='cuda:0')","tensor(22.4555, device='cuda:0')"
13476,"tensor(8.0364, device='cuda:0')","tensor(22.6263, device='cuda:0')"
13477,"tensor(6.3814, device='cuda:0')","tensor(26.0012, device='cuda:0')"
13478,"tensor(5.1938, device='cuda:0')","tensor(24.8742, device='cuda:0')"
13479,"tensor(5.3289, device='cuda:0')","tensor(23.7377, device='cuda:0')"
13480,"tensor(6.9330, device='cuda:0')","tensor(41.7679, device='cuda:0')"
13481,"tensor(8.2100, device='cuda:0')","tensor(5.5680, device='cuda:0')"
13482,"tensor(11.5041, device='cuda:0')","tensor(21.2688, device='cuda:0')"
13483,"tensor(9.0105, device='cuda:0')","tensor(15.5182, device='cuda:0')"
13484,"tensor(6.4373, device='cuda:0')","tensor(13.0764, device='cuda:0')"
13485,"tensor(6.4245, device='cuda:0')","tensor(13.6549, device='cuda:0')"
13486,"tensor(4.2775, device='cuda:0')","tensor(11.4038, device='cuda:0')"
13487,"tensor(4.9646, device='cuda:0')","tensor(12.3465, device='cuda:0')"
13488,"tensor(5.3844, device='cuda:0')","tensor(13.4435, device='cuda:0')"
13489,"tensor(11.1711, device='cuda:0')","tensor(14.4088, device='cuda:0')"
13490,"tensor(8.0305, device='cuda:0')","tensor(13.2601, device='cuda:0')"
13491,"tensor(8.8467, device='cuda:0')","tensor(4.2176, device='cuda:0')"
13492,"tensor(12.8561, device='cuda:0')","tensor(5.8094, device='cuda:0')"
13493,"tensor(16.4118, device='cuda:0')","tensor(6.0103, device='cuda:0')"
13494,"tensor(15.2130, device='cuda:0')","tensor(6.7666, device='cuda:0')"
13495,"tensor(19.0540, device='cuda:0')","tensor(8.0165, device='cuda:0')"
13496,"tensor(16.2922, device='cuda:0')","tensor(10.0620, device='cuda:0')"
13497,"tensor(16.7594, device='cuda:0')","tensor(9.9934, device='cuda:0')"
13498,"tensor(15.1398, device='cuda:0')","tensor(14.6191, device='cuda:0')"
13499,"tensor(17.1630, device='cuda:0')","tensor(18.2964, device='cuda:0')"
13500,"tensor(16.7931, device='cuda:0')","tensor(21.9010, device='cuda:0')"
13501,"tensor(7.7837, device='cuda:0')","tensor(5.1604, device='cuda:0')"
13502,"tensor(8.5985, device='cuda:0')","tensor(6.5917, device='cuda:0')"
13503,"tensor(7.1684, device='cuda:0')","tensor(7.8114, device='cuda:0')"
13504,"tensor(7.4691, device='cuda:0')","tensor(8.2842, device='cuda:0')"
13505,"tensor(6.6820, device='cuda:0')","tensor(9.4471, device='cuda:0')"
13506,"tensor(14.7138, device='cuda:0')","tensor(36.4640, device='cuda:0')"
13507,"tensor(9.9264, device='cuda:0')","tensor(28.6949, device='cuda:0')"
13508,"tensor(9.8055, device='cuda:0')","tensor(25.4664, device='cuda:0')"
13509,"tensor(7.3116, device='cuda:0')","tensor(18.9944, device='cuda:0')"
13510,"tensor(9.5617, device='cuda:0')","tensor(24.3582, device='cuda:0')"
13511,"tensor(5.8200, device='cuda:0')","tensor(4.9887, device='cuda:0')"
13512,"tensor(7.6263, device='cuda:0')","tensor(5.8462, device='cuda:0')"
13513,"tensor(7.2954, device='cuda:0')","tensor(5.8926, device='cuda:0')"
13514,"tensor(8.1114, device='cuda:0')","tensor(7.1917, device='cuda:0')"
13515,"tensor(7.8898, device='cuda:0')","tensor(6.7552, device='cuda:0')"
13516,"tensor(5.8699, device='cuda:0')","tensor(7.7893, device='cuda:0')"
13517,"tensor(9.2870, device='cuda:0')","tensor(8.5052, device='cuda:0')"
13518,"tensor(10.3080, device='cuda:0')","tensor(9.4258, device='cuda:0')"
13519,"tensor(9.2125, device='cuda:0')","tensor(10.0048, device='cuda:0')"
