iteration,original_grad_norm,regularized_grad_norm
2363,"tensor(6.0503, device='cuda:0')","tensor(12.0580, device='cuda:0')"
2364,"tensor(8.4981, device='cuda:0')","tensor(16.1204, device='cuda:0')"
2365,"tensor(6.7010, device='cuda:0')","tensor(14.5189, device='cuda:0')"
2366,"tensor(4.9466, device='cuda:0')","tensor(13.0327, device='cuda:0')"
2367,"tensor(5.5334, device='cuda:0')","tensor(14.9738, device='cuda:0')"
2368,"tensor(4.9062, device='cuda:0')","tensor(14.1245, device='cuda:0')"
2369,"tensor(6.5159, device='cuda:0')","tensor(17.4028, device='cuda:0')"
2370,"tensor(7.5955, device='cuda:0')","tensor(29.5836, device='cuda:0')"
2371,"tensor(7.3536, device='cuda:0')","tensor(8.7995, device='cuda:0')"
2372,"tensor(6.1967, device='cuda:0')","tensor(8.7423, device='cuda:0')"
2373,"tensor(5.4671, device='cuda:0')","tensor(8.4620, device='cuda:0')"
2374,"tensor(5.6338, device='cuda:0')","tensor(9.2999, device='cuda:0')"
2375,"tensor(4.7883, device='cuda:0')","tensor(8.6923, device='cuda:0')"
2376,"tensor(4.9318, device='cuda:0')","tensor(8.9002, device='cuda:0')"
2377,"tensor(6.5517, device='cuda:0')","tensor(11.7963, device='cuda:0')"
2378,"tensor(3.7937, device='cuda:0')","tensor(10.9176, device='cuda:0')"
2379,"tensor(6.3164, device='cuda:0')","tensor(13.4816, device='cuda:0')"
2380,"tensor(10.0750, device='cuda:0')","tensor(17.6869, device='cuda:0')"
2381,"tensor(5.1911, device='cuda:0')","tensor(8.0002, device='cuda:0')"
2382,"tensor(2.3961, device='cuda:0')","tensor(8.3960, device='cuda:0')"
2383,"tensor(3.4545, device='cuda:0')","tensor(8.5617, device='cuda:0')"
2384,"tensor(2.9922, device='cuda:0')","tensor(8.9495, device='cuda:0')"
2385,"tensor(3.2521, device='cuda:0')","tensor(9.8084, device='cuda:0')"
2386,"tensor(3.9941, device='cuda:0')","tensor(10.2931, device='cuda:0')"
2387,"tensor(2.8258, device='cuda:0')","tensor(9.5562, device='cuda:0')"
2388,"tensor(6.4922, device='cuda:0')","tensor(13.4451, device='cuda:0')"
2389,"tensor(2.6899, device='cuda:0')","tensor(10.5507, device='cuda:0')"
2390,"tensor(2.9205, device='cuda:0')","tensor(10.8701, device='cuda:0')"
2391,"tensor(4.2947, device='cuda:0')","tensor(6.3980, device='cuda:0')"
2392,"tensor(4.9048, device='cuda:0')","tensor(6.8741, device='cuda:0')"
2393,"tensor(4.6282, device='cuda:0')","tensor(8.1572, device='cuda:0')"
2394,"tensor(5.7107, device='cuda:0')","tensor(29.2609, device='cuda:0')"
2395,"tensor(6.0168, device='cuda:0')","tensor(25.6562, device='cuda:0')"
2396,"tensor(3.5421, device='cuda:0')","tensor(19.0750, device='cuda:0')"
2397,"tensor(2.6082, device='cuda:0')","tensor(17.5893, device='cuda:0')"
2398,"tensor(4.5360, device='cuda:0')","tensor(19.0071, device='cuda:0')"
2399,"tensor(3.7539, device='cuda:0')","tensor(18.4759, device='cuda:0')"
2400,"tensor(4.1043, device='cuda:0')","tensor(18.0990, device='cuda:0')"
2401,"tensor(6.3303, device='cuda:0')","tensor(9.6659, device='cuda:0')"
2402,"tensor(7.4692, device='cuda:0')","tensor(15.6698, device='cuda:0')"
2403,"tensor(2.8259, device='cuda:0')","tensor(9.5461, device='cuda:0')"
2404,"tensor(3.8138, device='cuda:0')","tensor(9.8606, device='cuda:0')"
2405,"tensor(2.3741, device='cuda:0')","tensor(10.1184, device='cuda:0')"
2406,"tensor(1.5930, device='cuda:0')","tensor(10.0998, device='cuda:0')"
2407,"tensor(2.4461, device='cuda:0')","tensor(10.7780, device='cuda:0')"
2408,"tensor(3.9205, device='cuda:0')","tensor(11.2949, device='cuda:0')"
2409,"tensor(3.6964, device='cuda:0')","tensor(12.1216, device='cuda:0')"
2410,"tensor(2.2279, device='cuda:0')","tensor(11.0857, device='cuda:0')"
2411,"tensor(2.5413, device='cuda:0')","tensor(5.8228, device='cuda:0')"
2412,"tensor(3.0155, device='cuda:0')","tensor(6.9771, device='cuda:0')"
2413,"tensor(6.2900, device='cuda:0')","tensor(10.5529, device='cuda:0')"
2414,"tensor(4.6056, device='cuda:0')","tensor(9.8440, device='cuda:0')"
2415,"tensor(4.5452, device='cuda:0')","tensor(11.1493, device='cuda:0')"
2416,"tensor(3.7349, device='cuda:0')","tensor(11.9302, device='cuda:0')"
2417,"tensor(4.0317, device='cuda:0')","tensor(14.7532, device='cuda:0')"
2418,"tensor(5.6814, device='cuda:0')","tensor(15.9021, device='cuda:0')"
2419,"tensor(7.2319, device='cuda:0')","tensor(16.2715, device='cuda:0')"
2420,"tensor(5.1333, device='cuda:0')","tensor(12.9539, device='cuda:0')"
2421,"tensor(3.2971, device='cuda:0')","tensor(6.1079, device='cuda:0')"
2422,"tensor(5.0125, device='cuda:0')","tensor(7.5240, device='cuda:0')"
2423,"tensor(3.5335, device='cuda:0')","tensor(7.5226, device='cuda:0')"
2424,"tensor(4.3224, device='cuda:0')","tensor(9.2582, device='cuda:0')"
2425,"tensor(7.4030, device='cuda:0')","tensor(14.0054, device='cuda:0')"
2426,"tensor(5.2045, device='cuda:0')","tensor(11.8791, device='cuda:0')"
2427,"tensor(2.9362, device='cuda:0')","tensor(10.2879, device='cuda:0')"
2428,"tensor(3.0090, device='cuda:0')","tensor(10.5987, device='cuda:0')"
2429,"tensor(2.6046, device='cuda:0')","tensor(9.9810, device='cuda:0')"
2430,"tensor(3.9674, device='cuda:0')","tensor(11.0031, device='cuda:0')"
2431,"tensor(2.9974, device='cuda:0')","tensor(6.8322, device='cuda:0')"
2432,"tensor(3.8830, device='cuda:0')","tensor(7.3950, device='cuda:0')"
2433,"tensor(3.3341, device='cuda:0')","tensor(7.6045, device='cuda:0')"
2434,"tensor(2.6597, device='cuda:0')","tensor(8.6720, device='cuda:0')"
2435,"tensor(2.3756, device='cuda:0')","tensor(7.7114, device='cuda:0')"
2436,"tensor(3.2814, device='cuda:0')","tensor(8.3662, device='cuda:0')"
2437,"tensor(3.2637, device='cuda:0')","tensor(8.5706, device='cuda:0')"
2438,"tensor(4.4629, device='cuda:0')","tensor(9.7608, device='cuda:0')"
2439,"tensor(2.3066, device='cuda:0')","tensor(8.0284, device='cuda:0')"
2440,"tensor(3.1007, device='cuda:0')","tensor(9.8878, device='cuda:0')"
2441,"tensor(3.9829, device='cuda:0')","tensor(6.2252, device='cuda:0')"
2442,"tensor(5.8357, device='cuda:0')","tensor(24.7235, device='cuda:0')"
2443,"tensor(4.4850, device='cuda:0')","tensor(20.5177, device='cuda:0')"
2444,"tensor(3.0678, device='cuda:0')","tensor(16.3146, device='cuda:0')"
2445,"tensor(2.4797, device='cuda:0')","tensor(14.8097, device='cuda:0')"
2446,"tensor(3.1722, device='cuda:0')","tensor(15.4748, device='cuda:0')"
2447,"tensor(2.7938, device='cuda:0')","tensor(15.1820, device='cuda:0')"
2448,"tensor(3.9802, device='cuda:0')","tensor(18.8016, device='cuda:0')"
2449,"tensor(5.9351, device='cuda:0')","tensor(27.0015, device='cuda:0')"
2450,"tensor(2.2347, device='cuda:0')","tensor(15.1425, device='cuda:0')"
2451,"tensor(4.5180, device='cuda:0')","tensor(5.8620, device='cuda:0')"
2452,"tensor(2.7389, device='cuda:0')","tensor(5.9893, device='cuda:0')"
2453,"tensor(2.9507, device='cuda:0')","tensor(6.3604, device='cuda:0')"
2454,"tensor(1.8706, device='cuda:0')","tensor(6.4972, device='cuda:0')"
2455,"tensor(2.8304, device='cuda:0')","tensor(7.6996, device='cuda:0')"
2456,"tensor(2.8290, device='cuda:0')","tensor(7.9386, device='cuda:0')"
2457,"tensor(5.6375, device='cuda:0')","tensor(9.4823, device='cuda:0')"
2458,"tensor(4.0971, device='cuda:0')","tensor(9.8469, device='cuda:0')"
2459,"tensor(4.9659, device='cuda:0')","tensor(10.2387, device='cuda:0')"
2460,"tensor(2.8608, device='cuda:0')","tensor(9.6954, device='cuda:0')"
2461,"tensor(3.5124, device='cuda:0')","tensor(7.0532, device='cuda:0')"
2462,"tensor(3.9164, device='cuda:0')","tensor(7.2870, device='cuda:0')"
2463,"tensor(6.3647, device='cuda:0')","tensor(9.1146, device='cuda:0')"
2464,"tensor(5.8789, device='cuda:0')","tensor(9.6985, device='cuda:0')"
2465,"tensor(4.1671, device='cuda:0')","tensor(10.7257, device='cuda:0')"
2466,"tensor(4.9621, device='cuda:0')","tensor(21.2616, device='cuda:0')"
2467,"tensor(3.8509, device='cuda:0')","tensor(16.9975, device='cuda:0')"
2468,"tensor(3.0795, device='cuda:0')","tensor(15.3070, device='cuda:0')"
2469,"tensor(2.4446, device='cuda:0')","tensor(11.8553, device='cuda:0')"
2470,"tensor(4.3271, device='cuda:0')","tensor(14.0398, device='cuda:0')"
2471,"tensor(2.7454, device='cuda:0')","tensor(6.0633, device='cuda:0')"
2472,"tensor(4.2423, device='cuda:0')","tensor(8.0652, device='cuda:0')"
2473,"tensor(6.9559, device='cuda:0')","tensor(9.2398, device='cuda:0')"
2474,"tensor(3.3541, device='cuda:0')","tensor(11.1231, device='cuda:0')"
2475,"tensor(2.6466, device='cuda:0')","tensor(9.7453, device='cuda:0')"
2476,"tensor(3.7944, device='cuda:0')","tensor(9.8094, device='cuda:0')"
2477,"tensor(3.1376, device='cuda:0')","tensor(10.3828, device='cuda:0')"
2478,"tensor(2.5306, device='cuda:0')","tensor(11.2113, device='cuda:0')"
2479,"tensor(2.3333, device='cuda:0')","tensor(11.4624, device='cuda:0')"
2480,"tensor(3.2631, device='cuda:0')","tensor(13.7325, device='cuda:0')"
2481,"tensor(3.1233, device='cuda:0')","tensor(7.1149, device='cuda:0')"
2482,"tensor(4.6782, device='cuda:0')","tensor(8.2834, device='cuda:0')"
2483,"tensor(3.1865, device='cuda:0')","tensor(8.3388, device='cuda:0')"
2484,"tensor(4.3883, device='cuda:0')","tensor(9.2805, device='cuda:0')"
2485,"tensor(3.0027, device='cuda:0')","tensor(9.3144, device='cuda:0')"
2486,"tensor(3.9515, device='cuda:0')","tensor(10.3175, device='cuda:0')"
2487,"tensor(3.7248, device='cuda:0')","tensor(10.9621, device='cuda:0')"
2488,"tensor(3.9738, device='cuda:0')","tensor(12.9367, device='cuda:0')"
2489,"tensor(5.3526, device='cuda:0')","tensor(15.9907, device='cuda:0')"
2490,"tensor(5.1398, device='cuda:0')","tensor(28.2172, device='cuda:0')"
2491,"tensor(3.9095, device='cuda:0')","tensor(7.4156, device='cuda:0')"
2492,"tensor(5.2145, device='cuda:0')","tensor(8.7315, device='cuda:0')"
2493,"tensor(5.5656, device='cuda:0')","tensor(9.2676, device='cuda:0')"
2494,"tensor(4.9587, device='cuda:0')","tensor(9.7489, device='cuda:0')"
2495,"tensor(4.8599, device='cuda:0')","tensor(10.0557, device='cuda:0')"
2496,"tensor(4.9156, device='cuda:0')","tensor(10.0857, device='cuda:0')"
2497,"tensor(6.1399, device='cuda:0')","tensor(13.4576, device='cuda:0')"
2498,"tensor(6.7874, device='cuda:0')","tensor(14.5791, device='cuda:0')"
2499,"tensor(4.6090, device='cuda:0')","tensor(13.2900, device='cuda:0')"
2500,"tensor(4.6252, device='cuda:0')","tensor(13.8611, device='cuda:0')"
2501,"tensor(5.5103, device='cuda:0')","tensor(8.5597, device='cuda:0')"
2502,"tensor(6.7526, device='cuda:0')","tensor(9.8144, device='cuda:0')"
2503,"tensor(7.7192, device='cuda:0')","tensor(12.5809, device='cuda:0')"
2504,"tensor(5.9368, device='cuda:0')","tensor(12.4287, device='cuda:0')"
2505,"tensor(5.1183, device='cuda:0')","tensor(15.0516, device='cuda:0')"
2506,"tensor(3.6671, device='cuda:0')","tensor(14.7224, device='cuda:0')"
2507,"tensor(3.6499, device='cuda:0')","tensor(14.5071, device='cuda:0')"
2508,"tensor(3.1517, device='cuda:0')","tensor(14.4767, device='cuda:0')"
2509,"tensor(4.5185, device='cuda:0')","tensor(18.6943, device='cuda:0')"
2510,"tensor(2.9985, device='cuda:0')","tensor(15.5909, device='cuda:0')"
2511,"tensor(3.3653, device='cuda:0')","tensor(7.5203, device='cuda:0')"
2512,"tensor(4.0116, device='cuda:0')","tensor(8.7791, device='cuda:0')"
2513,"tensor(4.8811, device='cuda:0')","tensor(11.3553, device='cuda:0')"
2514,"tensor(6.0493, device='cuda:0')","tensor(30.1814, device='cuda:0')"
2515,"tensor(3.2886, device='cuda:0')","tensor(19.6141, device='cuda:0')"
2516,"tensor(3.2402, device='cuda:0')","tensor(18.7997, device='cuda:0')"
2517,"tensor(3.1905, device='cuda:0')","tensor(17.7505, device='cuda:0')"
2518,"tensor(2.4148, device='cuda:0')","tensor(15.7358, device='cuda:0')"
2519,"tensor(3.3728, device='cuda:0')","tensor(16.5595, device='cuda:0')"
2520,"tensor(3.4638, device='cuda:0')","tensor(16.9722, device='cuda:0')"
2521,"tensor(6.9625, device='cuda:0')","tensor(8.9947, device='cuda:0')"
2522,"tensor(4.2352, device='cuda:0')","tensor(9.8566, device='cuda:0')"
2523,"tensor(3.1278, device='cuda:0')","tensor(7.7839, device='cuda:0')"
2524,"tensor(3.4020, device='cuda:0')","tensor(8.6997, device='cuda:0')"
2525,"tensor(4.3700, device='cuda:0')","tensor(10.1739, device='cuda:0')"
2526,"tensor(3.3278, device='cuda:0')","tensor(9.2771, device='cuda:0')"
2527,"tensor(2.6887, device='cuda:0')","tensor(9.3561, device='cuda:0')"
2528,"tensor(4.1554, device='cuda:0')","tensor(11.2771, device='cuda:0')"
2529,"tensor(3.4977, device='cuda:0')","tensor(11.9384, device='cuda:0')"
2530,"tensor(3.7630, device='cuda:0')","tensor(12.3740, device='cuda:0')"
2531,"tensor(5.2405, device='cuda:0')","tensor(9.8725, device='cuda:0')"
2532,"tensor(4.5824, device='cuda:0')","tensor(9.7711, device='cuda:0')"
2533,"tensor(5.1009, device='cuda:0')","tensor(11.9286, device='cuda:0')"
2534,"tensor(7.3311, device='cuda:0')","tensor(13.0240, device='cuda:0')"
2535,"tensor(6.1303, device='cuda:0')","tensor(14.9896, device='cuda:0')"
2536,"tensor(6.7508, device='cuda:0')","tensor(16.9224, device='cuda:0')"
2537,"tensor(8.3625, device='cuda:0')","tensor(24.7108, device='cuda:0')"
2538,"tensor(9.0809, device='cuda:0')","tensor(34.5996, device='cuda:0')"
2539,"tensor(4.0296, device='cuda:0')","tensor(18.4994, device='cuda:0')"
2540,"tensor(6.2830, device='cuda:0')","tensor(22.2955, device='cuda:0')"
2541,"tensor(4.0654, device='cuda:0')","tensor(7.9810, device='cuda:0')"
2542,"tensor(4.0645, device='cuda:0')","tensor(8.9951, device='cuda:0')"
2543,"tensor(4.1756, device='cuda:0')","tensor(8.8171, device='cuda:0')"
2544,"tensor(3.3069, device='cuda:0')","tensor(8.2558, device='cuda:0')"
2545,"tensor(4.0019, device='cuda:0')","tensor(9.7934, device='cuda:0')"
2546,"tensor(5.3054, device='cuda:0')","tensor(11.6511, device='cuda:0')"
2547,"tensor(4.5109, device='cuda:0')","tensor(11.1780, device='cuda:0')"
2548,"tensor(4.5866, device='cuda:0')","tensor(12.1539, device='cuda:0')"
2549,"tensor(4.1900, device='cuda:0')","tensor(11.4317, device='cuda:0')"
2550,"tensor(3.0870, device='cuda:0')","tensor(11.9910, device='cuda:0')"
2551,"tensor(4.6787, device='cuda:0')","tensor(8.2023, device='cuda:0')"
2552,"tensor(3.4129, device='cuda:0')","tensor(10.6884, device='cuda:0')"
2553,"tensor(5.6487, device='cuda:0')","tensor(10.5941, device='cuda:0')"
2554,"tensor(5.4737, device='cuda:0')","tensor(12.9837, device='cuda:0')"
2555,"tensor(4.4690, device='cuda:0')","tensor(12.4537, device='cuda:0')"
2556,"tensor(4.1589, device='cuda:0')","tensor(12.7216, device='cuda:0')"
2557,"tensor(4.1686, device='cuda:0')","tensor(15.6501, device='cuda:0')"
2558,"tensor(6.5477, device='cuda:0')","tensor(18.9365, device='cuda:0')"
2559,"tensor(7.6140, device='cuda:0')","tensor(22.0524, device='cuda:0')"
2560,"tensor(7.4326, device='cuda:0')","tensor(25.5197, device='cuda:0')"
2561,"tensor(7.3881, device='cuda:0')","tensor(10.2102, device='cuda:0')"
2562,"tensor(7.6957, device='cuda:0')","tensor(35.2378, device='cuda:0')"
2563,"tensor(6.8983, device='cuda:0')","tensor(26.6146, device='cuda:0')"
2564,"tensor(6.1815, device='cuda:0')","tensor(24.1527, device='cuda:0')"
2565,"tensor(4.4983, device='cuda:0')","tensor(19.9254, device='cuda:0')"
2566,"tensor(6.2846, device='cuda:0')","tensor(24.0117, device='cuda:0')"
2567,"tensor(6.4183, device='cuda:0')","tensor(22.9019, device='cuda:0')"
2568,"tensor(5.7328, device='cuda:0')","tensor(21.8151, device='cuda:0')"
2569,"tensor(5.9401, device='cuda:0')","tensor(21.1524, device='cuda:0')"
2570,"tensor(8.1639, device='cuda:0')","tensor(29.8366, device='cuda:0')"
2571,"tensor(9.1651, device='cuda:0')","tensor(11.2162, device='cuda:0')"
2572,"tensor(7.4978, device='cuda:0')","tensor(11.4949, device='cuda:0')"
2573,"tensor(6.8286, device='cuda:0')","tensor(12.6179, device='cuda:0')"
2574,"tensor(8.8973, device='cuda:0')","tensor(12.6361, device='cuda:0')"
2575,"tensor(9.9112, device='cuda:0')","tensor(13.6905, device='cuda:0')"
2576,"tensor(7.6850, device='cuda:0')","tensor(12.7961, device='cuda:0')"
2577,"tensor(7.0502, device='cuda:0')","tensor(12.7503, device='cuda:0')"
2578,"tensor(8.3578, device='cuda:0')","tensor(13.5610, device='cuda:0')"
2579,"tensor(8.8166, device='cuda:0')","tensor(14.3869, device='cuda:0')"
2580,"tensor(8.8841, device='cuda:0')","tensor(15.6209, device='cuda:0')"
2581,"tensor(9.6933, device='cuda:0')","tensor(12.3541, device='cuda:0')"
2582,"tensor(10.8512, device='cuda:0')","tensor(14.1803, device='cuda:0')"
2583,"tensor(10.5373, device='cuda:0')","tensor(15.9358, device='cuda:0')"
2584,"tensor(12.0576, device='cuda:0')","tensor(19.8947, device='cuda:0')"
2585,"tensor(13.0049, device='cuda:0')","tensor(24.7851, device='cuda:0')"
2586,"tensor(6.6867, device='cuda:0')","tensor(42.8133, device='cuda:0')"
2587,"tensor(6.6037, device='cuda:0')","tensor(36.5034, device='cuda:0')"
2588,"tensor(7.3864, device='cuda:0')","tensor(32.2588, device='cuda:0')"
2589,"tensor(6.9474, device='cuda:0')","tensor(27.4464, device='cuda:0')"
2590,"tensor(7.8050, device='cuda:0')","tensor(28.1357, device='cuda:0')"
2591,"tensor(6.9888, device='cuda:0')","tensor(11.7483, device='cuda:0')"
2592,"tensor(6.3412, device='cuda:0')","tensor(11.2882, device='cuda:0')"
2593,"tensor(4.0280, device='cuda:0')","tensor(10.9810, device='cuda:0')"
2594,"tensor(4.2631, device='cuda:0')","tensor(13.1211, device='cuda:0')"
2595,"tensor(5.7944, device='cuda:0')","tensor(13.2775, device='cuda:0')"
2596,"tensor(4.0995, device='cuda:0')","tensor(11.3836, device='cuda:0')"
2597,"tensor(4.7509, device='cuda:0')","tensor(12.5436, device='cuda:0')"
2598,"tensor(4.1321, device='cuda:0')","tensor(12.4052, device='cuda:0')"
2599,"tensor(4.6041, device='cuda:0')","tensor(13.4274, device='cuda:0')"
2600,"tensor(4.7504, device='cuda:0')","tensor(14.7629, device='cuda:0')"
2601,"tensor(5.5452, device='cuda:0')","tensor(9.3500, device='cuda:0')"
2602,"tensor(2.9061, device='cuda:0')","tensor(9.2185, device='cuda:0')"
2603,"tensor(4.8899, device='cuda:0')","tensor(12.4021, device='cuda:0')"
2604,"tensor(4.7663, device='cuda:0')","tensor(12.0621, device='cuda:0')"
2605,"tensor(4.0801, device='cuda:0')","tensor(11.7467, device='cuda:0')"
2606,"tensor(3.6110, device='cuda:0')","tensor(12.1629, device='cuda:0')"
2607,"tensor(5.9779, device='cuda:0')","tensor(15.7274, device='cuda:0')"
2608,"tensor(5.5014, device='cuda:0')","tensor(17.1496, device='cuda:0')"
2609,"tensor(4.1039, device='cuda:0')","tensor(17.6406, device='cuda:0')"
2610,"tensor(5.8798, device='cuda:0')","tensor(21.2421, device='cuda:0')"
2611,"tensor(5.2938, device='cuda:0')","tensor(10.1892, device='cuda:0')"
2612,"tensor(5.4899, device='cuda:0')","tensor(10.6244, device='cuda:0')"
2613,"tensor(3.1653, device='cuda:0')","tensor(9.4532, device='cuda:0')"
2614,"tensor(3.8410, device='cuda:0')","tensor(11.9961, device='cuda:0')"
2615,"tensor(3.7090, device='cuda:0')","tensor(12.6210, device='cuda:0')"
2616,"tensor(4.9551, device='cuda:0')","tensor(14.3555, device='cuda:0')"
2617,"tensor(7.3206, device='cuda:0')","tensor(18.8835, device='cuda:0')"
2618,"tensor(4.3986, device='cuda:0')","tensor(17.1996, device='cuda:0')"
2619,"tensor(6.3869, device='cuda:0')","tensor(20.0139, device='cuda:0')"
2620,"tensor(9.7314, device='cuda:0')","tensor(26.4764, device='cuda:0')"
2621,"tensor(8.7595, device='cuda:0')","tensor(8.6432, device='cuda:0')"
2622,"tensor(8.2047, device='cuda:0')","tensor(10.1311, device='cuda:0')"
2623,"tensor(7.0470, device='cuda:0')","tensor(9.7727, device='cuda:0')"
2624,"tensor(8.1248, device='cuda:0')","tensor(13.3148, device='cuda:0')"
2625,"tensor(8.1563, device='cuda:0')","tensor(15.1633, device='cuda:0')"
2626,"tensor(8.8640, device='cuda:0')","tensor(22.5571, device='cuda:0')"
2627,"tensor(11.0499, device='cuda:0')","tensor(30.1947, device='cuda:0')"
2628,"tensor(11.3973, device='cuda:0')","tensor(37.4690, device='cuda:0')"
2629,"tensor(8.7375, device='cuda:0')","tensor(36.3284, device='cuda:0')"
2630,"tensor(7.7726, device='cuda:0')","tensor(35.8308, device='cuda:0')"
2631,"tensor(6.8227, device='cuda:0')","tensor(7.4739, device='cuda:0')"
2632,"tensor(6.5712, device='cuda:0')","tensor(9.9740, device='cuda:0')"
2633,"tensor(7.5524, device='cuda:0')","tensor(12.1355, device='cuda:0')"
2634,"tensor(16.4322, device='cuda:0')","tensor(84.9631, device='cuda:0')"
2635,"tensor(10.8462, device='cuda:0')","tensor(59.1558, device='cuda:0')"
2636,"tensor(7.1939, device='cuda:0')","tensor(41.6076, device='cuda:0')"
2637,"tensor(4.4363, device='cuda:0')","tensor(28.1328, device='cuda:0')"
2638,"tensor(5.1624, device='cuda:0')","tensor(27.4032, device='cuda:0')"
2639,"tensor(4.6773, device='cuda:0')","tensor(21.5192, device='cuda:0')"
2640,"tensor(5.2063, device='cuda:0')","tensor(21.7429, device='cuda:0')"
2641,"tensor(4.8712, device='cuda:0')","tensor(10.2495, device='cuda:0')"
2642,"tensor(6.7689, device='cuda:0')","tensor(14.1966, device='cuda:0')"
2643,"tensor(5.3364, device='cuda:0')","tensor(14.1086, device='cuda:0')"
2644,"tensor(5.2691, device='cuda:0')","tensor(13.7176, device='cuda:0')"
2645,"tensor(4.8900, device='cuda:0')","tensor(12.6016, device='cuda:0')"
2646,"tensor(9.0915, device='cuda:0')","tensor(19.2809, device='cuda:0')"
2647,"tensor(11.6671, device='cuda:0')","tensor(23.2091, device='cuda:0')"
2648,"tensor(9.9355, device='cuda:0')","tensor(18.6547, device='cuda:0')"
2649,"tensor(7.0446, device='cuda:0')","tensor(15.5523, device='cuda:0')"
2650,"tensor(4.8767, device='cuda:0')","tensor(13.5129, device='cuda:0')"
2651,"tensor(4.3802, device='cuda:0')","tensor(8.3214, device='cuda:0')"
2652,"tensor(5.9633, device='cuda:0')","tensor(10.6165, device='cuda:0')"
2653,"tensor(4.8306, device='cuda:0')","tensor(10.0571, device='cuda:0')"
2654,"tensor(5.0890, device='cuda:0')","tensor(11.0010, device='cuda:0')"
2655,"tensor(5.7352, device='cuda:0')","tensor(11.7424, device='cuda:0')"
2656,"tensor(5.0345, device='cuda:0')","tensor(12.2266, device='cuda:0')"
2657,"tensor(4.7188, device='cuda:0')","tensor(13.5663, device='cuda:0')"
2658,"tensor(7.1124, device='cuda:0')","tensor(37.7547, device='cuda:0')"
2659,"tensor(4.7205, device='cuda:0')","tensor(24.3752, device='cuda:0')"
2660,"tensor(3.1240, device='cuda:0')","tensor(18.8446, device='cuda:0')"
2661,"tensor(4.0868, device='cuda:0')","tensor(9.1435, device='cuda:0')"
2662,"tensor(3.4836, device='cuda:0')","tensor(9.5447, device='cuda:0')"
2663,"tensor(3.5721, device='cuda:0')","tensor(10.4884, device='cuda:0')"
2664,"tensor(3.1336, device='cuda:0')","tensor(10.2531, device='cuda:0')"
2665,"tensor(3.8342, device='cuda:0')","tensor(11.4936, device='cuda:0')"
2666,"tensor(3.0039, device='cuda:0')","tensor(10.5822, device='cuda:0')"
2667,"tensor(5.8331, device='cuda:0')","tensor(12.6895, device='cuda:0')"
2668,"tensor(5.2322, device='cuda:0')","tensor(12.2002, device='cuda:0')"
2669,"tensor(8.6146, device='cuda:0')","tensor(16.3931, device='cuda:0')"
2670,"tensor(5.8850, device='cuda:0')","tensor(14.5819, device='cuda:0')"
2671,"tensor(4.8510, device='cuda:0')","tensor(9.0578, device='cuda:0')"
2672,"tensor(6.4105, device='cuda:0')","tensor(11.6748, device='cuda:0')"
2673,"tensor(7.3430, device='cuda:0')","tensor(16.7701, device='cuda:0')"
2674,"tensor(7.8658, device='cuda:0')","tensor(21.9981, device='cuda:0')"
2675,"tensor(5.8150, device='cuda:0')","tensor(17.0849, device='cuda:0')"
2676,"tensor(3.8512, device='cuda:0')","tensor(18.0820, device='cuda:0')"
2677,"tensor(4.6867, device='cuda:0')","tensor(18.6812, device='cuda:0')"
2678,"tensor(5.0375, device='cuda:0')","tensor(22.3181, device='cuda:0')"
2679,"tensor(4.6016, device='cuda:0')","tensor(25.9911, device='cuda:0')"
2680,"tensor(5.9440, device='cuda:0')","tensor(32.5281, device='cuda:0')"
2681,"tensor(4.4954, device='cuda:0')","tensor(9.5597, device='cuda:0')"
2682,"tensor(6.0993, device='cuda:0')","tensor(29.0649, device='cuda:0')"
2683,"tensor(6.5790, device='cuda:0')","tensor(25.9301, device='cuda:0')"
2684,"tensor(6.1579, device='cuda:0')","tensor(25.6873, device='cuda:0')"
2685,"tensor(6.9542, device='cuda:0')","tensor(26.5342, device='cuda:0')"
2686,"tensor(6.4239, device='cuda:0')","tensor(26.1081, device='cuda:0')"
2687,"tensor(3.7022, device='cuda:0')","tensor(18.5180, device='cuda:0')"
2688,"tensor(4.2447, device='cuda:0')","tensor(16.9431, device='cuda:0')"
2689,"tensor(4.7338, device='cuda:0')","tensor(17.3003, device='cuda:0')"
2690,"tensor(4.5292, device='cuda:0')","tensor(17.0214, device='cuda:0')"
2691,"tensor(4.5902, device='cuda:0')","tensor(9.2746, device='cuda:0')"
2692,"tensor(4.0149, device='cuda:0')","tensor(9.1848, device='cuda:0')"
2693,"tensor(6.0344, device='cuda:0')","tensor(10.7602, device='cuda:0')"
2694,"tensor(5.8135, device='cuda:0')","tensor(11.6782, device='cuda:0')"
2695,"tensor(5.3408, device='cuda:0')","tensor(12.8526, device='cuda:0')"
2696,"tensor(8.4527, device='cuda:0')","tensor(20.4674, device='cuda:0')"
2697,"tensor(8.7171, device='cuda:0')","tensor(20.5258, device='cuda:0')"
2698,"tensor(5.5852, device='cuda:0')","tensor(15.7412, device='cuda:0')"
2699,"tensor(7.2353, device='cuda:0')","tensor(19.2022, device='cuda:0')"
2700,"tensor(5.2040, device='cuda:0')","tensor(17.0951, device='cuda:0')"
2701,"tensor(4.7419, device='cuda:0')","tensor(7.1194, device='cuda:0')"
2702,"tensor(3.0056, device='cuda:0')","tensor(7.5134, device='cuda:0')"
