pi,trace(a),trace(g)
"tensor(1050.7966, device='cuda:0')","tensor(60704.6133, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(10561.1299, device='cuda:0')","tensor(657756.2500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1203.3632, device='cuda:0')","tensor(77350.1562, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(9707.9629, device='cuda:0')","tensor(649119.2500, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(785.5704, device='cuda:0')","tensor(32775.9297, device='cuda:0')","tensor(0.0176, device='cuda:0')"
"tensor(11624.6123, device='cuda:0')","tensor(621622.8125, device='cuda:0')","tensor(0.0076, device='cuda:0')"
"tensor(1676.6157, device='cuda:0')","tensor(253268.7188, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(18983.9590, device='cuda:0')","tensor(2196231.2500, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(34.1164, device='cuda:0')","tensor(6360.1240, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(60708.4023, device='cuda:0')","tensor(27170292., device='cuda:0')","tensor(0.0236, device='cuda:0')"
"tensor(69951.1406, device='cuda:0')","tensor(38642524., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(14397.4922, device='cuda:0')","tensor(14485254., device='cuda:0')","tensor(0.0232, device='cuda:0')"
"tensor(46075.8359, device='cuda:0')","tensor(16677514., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7950.9814, device='cuda:0')","tensor(4329670., device='cuda:0')","tensor(0.0227, device='cuda:0')"
"tensor(37673.6523, device='cuda:0')","tensor(10728368., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(8647.3232, device='cuda:0')","tensor(5001571.5000, device='cuda:0')","tensor(0.0222, device='cuda:0')"
"tensor(21491.3926, device='cuda:0')","tensor(4185276.5000, device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4957.3940, device='cuda:0')","tensor(1590420.1250, device='cuda:0')","tensor(0.0215, device='cuda:0')"
"tensor(16208.9307, device='cuda:0')","tensor(2426422.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3459.4810, device='cuda:0')","tensor(733457.9375, device='cuda:0')","tensor(0.0203, device='cuda:0')"
"tensor(13258.5566, device='cuda:0')","tensor(1815737.2500, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(2452.7388, device='cuda:0')","tensor(358124.7500, device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(12498.2334, device='cuda:0')","tensor(912956.6250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1115.3820, device='cuda:0')","tensor(70659.2031, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(12385.1318, device='cuda:0')","tensor(881274.8750, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1237.0553, device='cuda:0')","tensor(83713.8672, device='cuda:0')","tensor(0.0181, device='cuda:0')"
"tensor(12088.0244, device='cuda:0')","tensor(859408.2500, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1394.5342, device='cuda:0')","tensor(102906.1562, device='cuda:0')","tensor(0.0175, device='cuda:0')"
"tensor(10985.6025, device='cuda:0')","tensor(840717.5000, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(929.1885, device='cuda:0')","tensor(45021.5234, device='cuda:0')","tensor(0.0173, device='cuda:0')"
"tensor(13235.1016, device='cuda:0')","tensor(802544.7500, device='cuda:0')","tensor(0.0076, device='cuda:0')"
"tensor(1888.4340, device='cuda:0')","tensor(321286.4375, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(22092.3887, device='cuda:0')","tensor(2974158.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(40.7905, device='cuda:0')","tensor(9091.9746, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(59630.7695, device='cuda:0')","tensor(26951308., device='cuda:0')","tensor(0.0243, device='cuda:0')"
"tensor(67554.2656, device='cuda:0')","tensor(37896232., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(14039.8906, device='cuda:0')","tensor(14151712., device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(45363.8828, device='cuda:0')","tensor(16524556., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(7726.3223, device='cuda:0')","tensor(4207217.5000, device='cuda:0')","tensor(0.0234, device='cuda:0')"
"tensor(36972.7656, device='cuda:0')","tensor(10648808., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(8487.9609, device='cuda:0')","tensor(4957478.5000, device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(20544.8789, device='cuda:0')","tensor(4187115.5000, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(4898.6982, device='cuda:0')","tensor(1605547.3750, device='cuda:0')","tensor(0.0222, device='cuda:0')"
"tensor(15407.2168, device='cuda:0')","tensor(2401964.2500, device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(3391.5059, device='cuda:0')","tensor(724492.7500, device='cuda:0')","tensor(0.0209, device='cuda:0')"
"tensor(12764.4180, device='cuda:0')","tensor(1827953.5000, device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(2431.6245, device='cuda:0')","tensor(361917.3438, device='cuda:0')","tensor(0.0203, device='cuda:0')"
"tensor(12365.2129, device='cuda:0')","tensor(919539.6250, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1106.6401, device='cuda:0')","tensor(71565.3438, device='cuda:0')","tensor(0.0194, device='cuda:0')"
"tensor(12061.2529, device='cuda:0')","tensor(888723.3750, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1216.1807, device='cuda:0')","tensor(83716.8438, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(11992.2725, device='cuda:0')","tensor(864372.6875, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1333.9647, device='cuda:0')","tensor(98046.1719, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(10548.8047, device='cuda:0')","tensor(848798.3750, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(917.3181, device='cuda:0')","tensor(45923.8789, device='cuda:0')","tensor(0.0181, device='cuda:0')"
"tensor(12896.2607, device='cuda:0')","tensor(810454.5000, device='cuda:0')","tensor(0.0081, device='cuda:0')"
"tensor(1925.8267, device='cuda:0')","tensor(334325.9375, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(21877.6914, device='cuda:0')","tensor(2918292., device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(41.4176, device='cuda:0')","tensor(9373.6553, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(54352.1875, device='cuda:0')","tensor(21889030., device='cuda:0')","tensor(0.0237, device='cuda:0')"
"tensor(61592.6836, device='cuda:0')","tensor(30911582., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(12833.7158, device='cuda:0')","tensor(11543324., device='cuda:0')","tensor(0.0232, device='cuda:0')"
"tensor(41205.6133, device='cuda:0')","tensor(13444064., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(7086.8589, device='cuda:0')","tensor(3453486.5000, device='cuda:0')","tensor(0.0228, device='cuda:0')"
"tensor(33776.4023, device='cuda:0')","tensor(8680621., device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(7752.4888, device='cuda:0')","tensor(4040786.5000, device='cuda:0')","tensor(0.0223, device='cuda:0')"
"tensor(19420.8730, device='cuda:0')","tensor(3427477., device='cuda:0')","tensor(0.0030, device='cuda:0')"
"tensor(4476.2920, device='cuda:0')","tensor(1302417., device='cuda:0')","tensor(0.0216, device='cuda:0')"
"tensor(14597.4912, device='cuda:0')","tensor(1991603.5000, device='cuda:0')","tensor(0.0031, device='cuda:0')"
"tensor(3145.0388, device='cuda:0')","tensor(607777.2500, device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(11881.1143, device='cuda:0')","tensor(1508531.5000, device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(2231.2688, device='cuda:0')","tensor(295467.7500, device='cuda:0')","tensor(0.0197, device='cuda:0')"
"tensor(11518.6523, device='cuda:0')","tensor(757173.5625, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1022.2901, device='cuda:0')","tensor(59047.7812, device='cuda:0')","tensor(0.0187, device='cuda:0')"
"tensor(11340.8818, device='cuda:0')","tensor(731708.1250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1124.4415, device='cuda:0')","tensor(69020.2031, device='cuda:0')","tensor(0.0181, device='cuda:0')"
"tensor(11195.1182, device='cuda:0')","tensor(712070.1250, device='cuda:0')","tensor(0.0019, device='cuda:0')"
"tensor(1252.0122, device='cuda:0')","tensor(83573.0391, device='cuda:0')","tensor(0.0177, device='cuda:0')"
"tensor(10064.8184, device='cuda:0')","tensor(696698.7500, device='cuda:0')","tensor(0.0023, device='cuda:0')"
"tensor(841.5409, device='cuda:0')","tensor(37257.3828, device='cuda:0')","tensor(0.0174, device='cuda:0')"
"tensor(12092.6934, device='cuda:0')","tensor(665499.6250, device='cuda:0')","tensor(0.0075, device='cuda:0')"
"tensor(1733.5828, device='cuda:0')","tensor(270994.4375, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(19908.6816, device='cuda:0')","tensor(2417387.2500, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(37.2581, device='cuda:0')","tensor(7585.4570, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(58398.7930, device='cuda:0')","tensor(26243250., device='cuda:0')","tensor(0.0246, device='cuda:0')"
"tensor(67160.4688, device='cuda:0')","tensor(37316928., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(13879.9531, device='cuda:0')","tensor(14043352., device='cuda:0')","tensor(0.0242, device='cuda:0')"
"tensor(44219.8633, device='cuda:0')","tensor(16116228., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(7685.2104, device='cuda:0')","tensor(4222440.5000, device='cuda:0')","tensor(0.0237, device='cuda:0')"
"tensor(36087.9805, device='cuda:0')","tensor(10415249., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(8257.8340, device='cuda:0')","tensor(4747505., device='cuda:0')","tensor(0.0231, device='cuda:0')"
"tensor(20803.1406, device='cuda:0')","tensor(4161754.2500, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(4789.5132, device='cuda:0')","tensor(1548542.8750, device='cuda:0')","tensor(0.0224, device='cuda:0')"
"tensor(15767.6025, device='cuda:0')","tensor(2502821., device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(3445.0518, device='cuda:0')","tensor(753225.3125, device='cuda:0')","tensor(0.0210, device='cuda:0')"
"tensor(12849.7568, device='cuda:0')","tensor(1863127., device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(2415.6187, device='cuda:0')","tensor(358364.2500, device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(12514.7861, device='cuda:0')","tensor(942784.8125, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1116.3362, device='cuda:0')","tensor(73033.0391, device='cuda:0')","tensor(0.0194, device='cuda:0')"
"tensor(12194.4443, device='cuda:0')","tensor(912800.8750, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1280.9529, device='cuda:0')","tensor(92945.8281, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(12077.3643, device='cuda:0')","tensor(888198.9375, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1422.7272, device='cuda:0')","tensor(111207.5938, device='cuda:0')","tensor(0.0182, device='cuda:0')"
"tensor(11025.6006, device='cuda:0')","tensor(865691.2500, device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(957.4247, device='cuda:0')","tensor(49484.1094, device='cuda:0')","tensor(0.0179, device='cuda:0')"
"tensor(13224.0361, device='cuda:0')","tensor(825137.5000, device='cuda:0')","tensor(0.0078, device='cuda:0')"
"tensor(1916.9119, device='cuda:0')","tensor(331423.8125, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(22024.5801, device='cuda:0')","tensor(2959270.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(39.0225, device='cuda:0')","tensor(8320.9102, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(59009.7891, device='cuda:0')","tensor(28286282., device='cuda:0')","tensor(0.0260, device='cuda:0')"
"tensor(67663.9531, device='cuda:0')","tensor(40019548., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(13965.2051, device='cuda:0')","tensor(14981704., device='cuda:0')","tensor(0.0255, device='cuda:0')"
"tensor(44826.6953, device='cuda:0')","tensor(17366348., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(7733.2866, device='cuda:0')","tensor(4498263., device='cuda:0')","tensor(0.0249, device='cuda:0')"
"tensor(36529.4492, device='cuda:0')","tensor(11197239., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(8415.7822, device='cuda:0')","tensor(5175754., device='cuda:0')","tensor(0.0242, device='cuda:0')"
"tensor(20715.2734, device='cuda:0')","tensor(4395092., device='cuda:0')","tensor(0.0034, device='cuda:0')"
"tensor(4839.8896, device='cuda:0')","tensor(1658075., device='cuda:0')","tensor(0.0235, device='cuda:0')"
"tensor(15776.7227, device='cuda:0')","tensor(2603789., device='cuda:0')","tensor(0.0035, device='cuda:0')"
"tensor(3454.6772, device='cuda:0')","tensor(789044.6250, device='cuda:0')","tensor(0.0219, device='cuda:0')"
"tensor(12862.6582, device='cuda:0')","tensor(1948384.1250, device='cuda:0')","tensor(0.0039, device='cuda:0')"
"tensor(2459.1304, device='cuda:0')","tensor(386199.2500, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(12390.9131, device='cuda:0')","tensor(985129.5625, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1121.0751, device='cuda:0')","tensor(76279.0156, device='cuda:0')","tensor(0.0201, device='cuda:0')"
"tensor(11965.3652, device='cuda:0')","tensor(952003.5625, device='cuda:0')","tensor(0.0022, device='cuda:0')"
"tensor(1247.8367, device='cuda:0')","tensor(90638.9922, device='cuda:0')","tensor(0.0193, device='cuda:0')"
"tensor(12117.4219, device='cuda:0')","tensor(930835.5000, device='cuda:0')","tensor(0.0021, device='cuda:0')"
"tensor(1411.7001, device='cuda:0')","tensor(111949.4062, device='cuda:0')","tensor(0.0186, device='cuda:0')"
"tensor(11007.7998, device='cuda:0')","tensor(913467.0625, device='cuda:0')","tensor(0.0025, device='cuda:0')"
"tensor(953.0082, device='cuda:0')","tensor(50272.7500, device='cuda:0')","tensor(0.0184, device='cuda:0')"
"tensor(13290.2510, device='cuda:0')","tensor(872473.8125, device='cuda:0')","tensor(0.0082, device='cuda:0')"
"tensor(1985.5461, device='cuda:0')","tensor(355634.3125, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(22598.1777, device='cuda:0')","tensor(3115878.5000, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(41.7776, device='cuda:0')","tensor(9537.3213, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(58902.6094, device='cuda:0')","tensor(26783856., device='cuda:0')","tensor(0.0247, device='cuda:0')"
"tensor(67460.3984, device='cuda:0')","tensor(38044136., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(13955.9355, device='cuda:0')","tensor(14227903., device='cuda:0')","tensor(0.0242, device='cuda:0')"
"tensor(44756.0742, device='cuda:0')","tensor(16482238., device='cuda:0')","tensor(0.0027, device='cuda:0')"
"tensor(7717.2402, device='cuda:0')","tensor(4268281., device='cuda:0')","tensor(0.0238, device='cuda:0')"
"tensor(36444.9375, device='cuda:0')","tensor(10597319., device='cuda:0')","tensor(0.0026, device='cuda:0')"
"tensor(8410.9219, device='cuda:0')","tensor(4943679., device='cuda:0')","tensor(0.0232, device='cuda:0')"
"tensor(20471.6348, device='cuda:0')","tensor(4131908.5000, device='cuda:0')","tensor(0.0033, device='cuda:0')"
"tensor(4824.8066, device='cuda:0')","tensor(1577241., device='cuda:0')","tensor(0.0225, device='cuda:0')"
"tensor(15799.2549, device='cuda:0')","tensor(2427629.5000, device='cuda:0')","tensor(0.0032, device='cuda:0')"
"tensor(3391.2224, device='cuda:0')","tensor(733924.4375, device='cuda:0')","tensor(0.0212, device='cuda:0')"
"tensor(12833.4023, device='cuda:0')","tensor(1815123.5000, device='cuda:0')","tensor(0.0037, device='cuda:0')"
"tensor(2398.7964, device='cuda:0')","tensor(354778.2500, device='cuda:0')","tensor(0.0204, device='cuda:0')"
"tensor(12242.0479, device='cuda:0')","tensor(917018.6875, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1094.1414, device='cuda:0')","tensor(70280.6641, device='cuda:0')","tensor(0.0195, device='cuda:0')"
"tensor(12225.5186, device='cuda:0')","tensor(886904.8750, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1204.6814, device='cuda:0')","tensor(82206.1484, device='cuda:0')","tensor(0.0188, device='cuda:0')"
"tensor(12003.7715, device='cuda:0')","tensor(869421.5000, device='cuda:0')","tensor(0.0020, device='cuda:0')"
"tensor(1358.4077, device='cuda:0')","tensor(101605.9922, device='cuda:0')","tensor(0.0183, device='cuda:0')"
"tensor(10802.0215, device='cuda:0')","tensor(854878., device='cuda:0')","tensor(0.0024, device='cuda:0')"
"tensor(920.4300, device='cuda:0')","tensor(45947.9062, device='cuda:0')","tensor(0.0180, device='cuda:0')"
"tensor(12996.0537, device='cuda:0')","tensor(817241.3750, device='cuda:0')","tensor(0.0080, device='cuda:0')"
"tensor(1918.4409, device='cuda:0')","tensor(332030.0312, device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(22018.1152, device='cuda:0')","tensor(2958222., device='cuda:0')","tensor(0.0300, device='cuda:0')"
"tensor(43.0941, device='cuda:0')","tensor(10147.8936, device='cuda:0')","tensor(4.9026, device='cuda:0')"
"tensor(51075.8789, device='cuda:0')","tensor(20755660., device='cuda:0')","tensor(0.0255, device='cuda:0')"
"tensor(58387.4766, device='cuda:0')","tensor(29377568., device='cuda:0')","tensor(0.0029, device='cuda:0')"
"tensor(12068.2119, device='cuda:0')","tensor(10954446., device='cuda:0')","tensor(0.0249, device='cuda:0')"
"tensor(38757.6992, device='cuda:0')","tensor(12791487., device='cuda:0')","tensor(0.0028, device='cuda:0')"
"tensor(6689.3999, device='cuda:0')","tensor(3293491.5000, device='cuda:0')","tensor(0.0244, device='cuda:0')"
