iteration,original_grad_norm,regularized_grad_norm
2049,"tensor(4.7036, device='cuda:0')","tensor(14.5464, device='cuda:0')"
2050,"tensor(6.3305, device='cuda:0')","tensor(14.0541, device='cuda:0')"
2051,"tensor(5.7982, device='cuda:0')","tensor(9.7128, device='cuda:0')"
2052,"tensor(5.7538, device='cuda:0')","tensor(10.2903, device='cuda:0')"
2053,"tensor(5.4668, device='cuda:0')","tensor(9.8194, device='cuda:0')"
2054,"tensor(6.6007, device='cuda:0')","tensor(11.6943, device='cuda:0')"
2055,"tensor(6.3900, device='cuda:0')","tensor(11.5614, device='cuda:0')"
2056,"tensor(5.9549, device='cuda:0')","tensor(11.8744, device='cuda:0')"
2057,"tensor(6.7158, device='cuda:0')","tensor(13.9780, device='cuda:0')"
2058,"tensor(3.8925, device='cuda:0')","tensor(23.8436, device='cuda:0')"
2059,"tensor(2.4225, device='cuda:0')","tensor(17.2297, device='cuda:0')"
2060,"tensor(2.9399, device='cuda:0')","tensor(16.0777, device='cuda:0')"
2061,"tensor(3.5950, device='cuda:0')","tensor(6.9273, device='cuda:0')"
2062,"tensor(3.5553, device='cuda:0')","tensor(8.1932, device='cuda:0')"
2063,"tensor(5.7016, device='cuda:0')","tensor(9.9659, device='cuda:0')"
2064,"tensor(5.0947, device='cuda:0')","tensor(9.9197, device='cuda:0')"
2065,"tensor(7.3821, device='cuda:0')","tensor(13.1300, device='cuda:0')"
2066,"tensor(5.3184, device='cuda:0')","tensor(15.8396, device='cuda:0')"
2067,"tensor(5.5139, device='cuda:0')","tensor(15.6043, device='cuda:0')"
2068,"tensor(4.2559, device='cuda:0')","tensor(15.7797, device='cuda:0')"
2069,"tensor(4.1664, device='cuda:0')","tensor(15.5215, device='cuda:0')"
2070,"tensor(3.0371, device='cuda:0')","tensor(14.7388, device='cuda:0')"
2071,"tensor(3.7667, device='cuda:0')","tensor(6.9949, device='cuda:0')"
2072,"tensor(3.6138, device='cuda:0')","tensor(7.2855, device='cuda:0')"
2073,"tensor(4.2239, device='cuda:0')","tensor(8.1270, device='cuda:0')"
2074,"tensor(5.2300, device='cuda:0')","tensor(9.8177, device='cuda:0')"
2075,"tensor(4.9115, device='cuda:0')","tensor(10.6204, device='cuda:0')"
2076,"tensor(4.2431, device='cuda:0')","tensor(10.9218, device='cuda:0')"
2077,"tensor(3.2470, device='cuda:0')","tensor(10.5164, device='cuda:0')"
2078,"tensor(4.1347, device='cuda:0')","tensor(11.2769, device='cuda:0')"
2079,"tensor(2.4709, device='cuda:0')","tensor(9.2563, device='cuda:0')"
2080,"tensor(2.7164, device='cuda:0')","tensor(9.0699, device='cuda:0')"
2081,"tensor(3.2976, device='cuda:0')","tensor(5.6791, device='cuda:0')"
2082,"tensor(5.2297, device='cuda:0')","tensor(18.5372, device='cuda:0')"
2083,"tensor(3.3956, device='cuda:0')","tensor(12.7765, device='cuda:0')"
2084,"tensor(3.1966, device='cuda:0')","tensor(14.9013, device='cuda:0')"
2085,"tensor(4.8908, device='cuda:0')","tensor(17.1774, device='cuda:0')"
2086,"tensor(4.5431, device='cuda:0')","tensor(16.2177, device='cuda:0')"
2087,"tensor(4.3466, device='cuda:0')","tensor(15.7392, device='cuda:0')"
2088,"tensor(2.6666, device='cuda:0')","tensor(14.2224, device='cuda:0')"
2089,"tensor(4.4197, device='cuda:0')","tensor(17.0804, device='cuda:0')"
2090,"tensor(2.4712, device='cuda:0')","tensor(12.5270, device='cuda:0')"
2091,"tensor(2.1985, device='cuda:0')","tensor(7.6818, device='cuda:0')"
2092,"tensor(3.1996, device='cuda:0')","tensor(8.7335, device='cuda:0')"
2093,"tensor(2.3859, device='cuda:0')","tensor(8.5568, device='cuda:0')"
2094,"tensor(3.6243, device='cuda:0')","tensor(8.8820, device='cuda:0')"
2095,"tensor(2.6683, device='cuda:0')","tensor(8.6849, device='cuda:0')"
2096,"tensor(2.8255, device='cuda:0')","tensor(10.5990, device='cuda:0')"
2097,"tensor(2.7202, device='cuda:0')","tensor(11.4369, device='cuda:0')"
2098,"tensor(2.4872, device='cuda:0')","tensor(10.6500, device='cuda:0')"
2099,"tensor(1.5671, device='cuda:0')","tensor(10.0410, device='cuda:0')"
2100,"tensor(2.2858, device='cuda:0')","tensor(13.5855, device='cuda:0')"
2101,"tensor(2.1362, device='cuda:0')","tensor(4.6031, device='cuda:0')"
2102,"tensor(2.3521, device='cuda:0')","tensor(5.7918, device='cuda:0')"
2103,"tensor(3.5196, device='cuda:0')","tensor(7.9632, device='cuda:0')"
2104,"tensor(3.1379, device='cuda:0')","tensor(9.3074, device='cuda:0')"
2105,"tensor(3.9033, device='cuda:0')","tensor(10.9553, device='cuda:0')"
2106,"tensor(2.6709, device='cuda:0')","tensor(20.2536, device='cuda:0')"
2107,"tensor(2.7857, device='cuda:0')","tensor(18.2347, device='cuda:0')"
2108,"tensor(2.9778, device='cuda:0')","tensor(16.4603, device='cuda:0')"
2109,"tensor(2.4381, device='cuda:0')","tensor(18.7711, device='cuda:0')"
2110,"tensor(4.5983, device='cuda:0')","tensor(18.4954, device='cuda:0')"
2111,"tensor(4.6747, device='cuda:0')","tensor(5.6717, device='cuda:0')"
2112,"tensor(4.8410, device='cuda:0')","tensor(6.9198, device='cuda:0')"
2113,"tensor(4.7320, device='cuda:0')","tensor(10.2977, device='cuda:0')"
2114,"tensor(3.2776, device='cuda:0')","tensor(8.4943, device='cuda:0')"
2115,"tensor(3.3171, device='cuda:0')","tensor(9.0707, device='cuda:0')"
2116,"tensor(5.2523, device='cuda:0')","tensor(11.2012, device='cuda:0')"
2117,"tensor(5.1122, device='cuda:0')","tensor(11.8620, device='cuda:0')"
2118,"tensor(5.2343, device='cuda:0')","tensor(13.3342, device='cuda:0')"
2119,"tensor(6.5246, device='cuda:0')","tensor(13.8294, device='cuda:0')"
2120,"tensor(6.4226, device='cuda:0')","tensor(15.2872, device='cuda:0')"
2121,"tensor(5.0333, device='cuda:0')","tensor(8.8059, device='cuda:0')"
2122,"tensor(3.5177, device='cuda:0')","tensor(9.3338, device='cuda:0')"
2123,"tensor(4.2232, device='cuda:0')","tensor(9.3581, device='cuda:0')"
2124,"tensor(3.3901, device='cuda:0')","tensor(9.4934, device='cuda:0')"
2125,"tensor(3.0740, device='cuda:0')","tensor(10.1712, device='cuda:0')"
2126,"tensor(2.8802, device='cuda:0')","tensor(10.1768, device='cuda:0')"
2127,"tensor(3.0485, device='cuda:0')","tensor(11.2269, device='cuda:0')"
2128,"tensor(3.5608, device='cuda:0')","tensor(12.3658, device='cuda:0')"
2129,"tensor(3.0960, device='cuda:0')","tensor(13.2999, device='cuda:0')"
2130,"tensor(2.8050, device='cuda:0')","tensor(9.4042, device='cuda:0')"
2131,"tensor(2.5921, device='cuda:0')","tensor(6.8433, device='cuda:0')"
2132,"tensor(3.4959, device='cuda:0')","tensor(8.8562, device='cuda:0')"
2133,"tensor(4.5763, device='cuda:0')","tensor(9.7812, device='cuda:0')"
2134,"tensor(3.6676, device='cuda:0')","tensor(11.0149, device='cuda:0')"
2135,"tensor(3.6034, device='cuda:0')","tensor(11.4996, device='cuda:0')"
2136,"tensor(5.4297, device='cuda:0')","tensor(16.4323, device='cuda:0')"
2137,"tensor(5.9397, device='cuda:0')","tensor(18.0820, device='cuda:0')"
2138,"tensor(4.2000, device='cuda:0')","tensor(21.9083, device='cuda:0')"
2139,"tensor(3.8012, device='cuda:0')","tensor(20.5384, device='cuda:0')"
2140,"tensor(4.3533, device='cuda:0')","tensor(22.3445, device='cuda:0')"
2141,"tensor(2.8465, device='cuda:0')","tensor(5.6407, device='cuda:0')"
2142,"tensor(3.4023, device='cuda:0')","tensor(7.1466, device='cuda:0')"
2143,"tensor(3.0327, device='cuda:0')","tensor(6.6510, device='cuda:0')"
2144,"tensor(3.6501, device='cuda:0')","tensor(7.0862, device='cuda:0')"
2145,"tensor(3.8715, device='cuda:0')","tensor(7.5433, device='cuda:0')"
2146,"tensor(5.8098, device='cuda:0')","tensor(8.3315, device='cuda:0')"
2147,"tensor(3.9248, device='cuda:0')","tensor(8.2804, device='cuda:0')"
2148,"tensor(4.1213, device='cuda:0')","tensor(8.0374, device='cuda:0')"
2149,"tensor(4.6795, device='cuda:0')","tensor(8.6332, device='cuda:0')"
2150,"tensor(4.9515, device='cuda:0')","tensor(8.4123, device='cuda:0')"
2151,"tensor(3.1287, device='cuda:0')","tensor(7.9944, device='cuda:0')"
2152,"tensor(2.8835, device='cuda:0')","tensor(8.7815, device='cuda:0')"
2153,"tensor(3.3443, device='cuda:0')","tensor(9.6678, device='cuda:0')"
2154,"tensor(3.9336, device='cuda:0')","tensor(16.4917, device='cuda:0')"
2155,"tensor(2.3773, device='cuda:0')","tensor(12.7418, device='cuda:0')"
2156,"tensor(2.2028, device='cuda:0')","tensor(12.7043, device='cuda:0')"
2157,"tensor(2.5085, device='cuda:0')","tensor(13.1252, device='cuda:0')"
2158,"tensor(3.2698, device='cuda:0')","tensor(15.7022, device='cuda:0')"
2159,"tensor(4.2055, device='cuda:0')","tensor(16.1956, device='cuda:0')"
2160,"tensor(3.7108, device='cuda:0')","tensor(16.4335, device='cuda:0')"
2161,"tensor(5.5947, device='cuda:0')","tensor(7.6658, device='cuda:0')"
2162,"tensor(4.1583, device='cuda:0')","tensor(12.2607, device='cuda:0')"
2163,"tensor(4.8696, device='cuda:0')","tensor(16.0729, device='cuda:0')"
2164,"tensor(3.8267, device='cuda:0')","tensor(14.0184, device='cuda:0')"
2165,"tensor(4.2203, device='cuda:0')","tensor(17.1396, device='cuda:0')"
2166,"tensor(5.7304, device='cuda:0')","tensor(19.9201, device='cuda:0')"
2167,"tensor(4.1581, device='cuda:0')","tensor(17.6667, device='cuda:0')"
2168,"tensor(3.4907, device='cuda:0')","tensor(15.9559, device='cuda:0')"
2169,"tensor(4.2360, device='cuda:0')","tensor(18.8996, device='cuda:0')"
2170,"tensor(4.1282, device='cuda:0')","tensor(14.0855, device='cuda:0')"
2171,"tensor(3.5650, device='cuda:0')","tensor(7.4156, device='cuda:0')"
2172,"tensor(4.2264, device='cuda:0')","tensor(8.8422, device='cuda:0')"
2173,"tensor(5.0869, device='cuda:0')","tensor(10.8208, device='cuda:0')"
2174,"tensor(3.4644, device='cuda:0')","tensor(10.5817, device='cuda:0')"
2175,"tensor(3.8664, device='cuda:0')","tensor(12.8370, device='cuda:0')"
2176,"tensor(4.6085, device='cuda:0')","tensor(15.0585, device='cuda:0')"
2177,"tensor(4.8966, device='cuda:0')","tensor(17.0648, device='cuda:0')"
2178,"tensor(4.3044, device='cuda:0')","tensor(16.3574, device='cuda:0')"
2179,"tensor(3.9011, device='cuda:0')","tensor(14.9281, device='cuda:0')"
2180,"tensor(3.0709, device='cuda:0')","tensor(13.6598, device='cuda:0')"
2181,"tensor(3.8799, device='cuda:0')","tensor(6.4591, device='cuda:0')"
2182,"tensor(3.2891, device='cuda:0')","tensor(7.3415, device='cuda:0')"
2183,"tensor(4.0991, device='cuda:0')","tensor(8.0650, device='cuda:0')"
2184,"tensor(5.0230, device='cuda:0')","tensor(9.7397, device='cuda:0')"
2185,"tensor(3.9482, device='cuda:0')","tensor(8.7883, device='cuda:0')"
2186,"tensor(6.0113, device='cuda:0')","tensor(14.4315, device='cuda:0')"
2187,"tensor(3.4119, device='cuda:0')","tensor(8.8677, device='cuda:0')"
2188,"tensor(2.3944, device='cuda:0')","tensor(7.4958, device='cuda:0')"
2189,"tensor(3.6300, device='cuda:0')","tensor(8.8687, device='cuda:0')"
2190,"tensor(4.1756, device='cuda:0')","tensor(9.7040, device='cuda:0')"
2191,"tensor(2.8477, device='cuda:0')","tensor(5.3692, device='cuda:0')"
2192,"tensor(2.9227, device='cuda:0')","tensor(6.0895, device='cuda:0')"
2193,"tensor(3.8940, device='cuda:0')","tensor(6.8046, device='cuda:0')"
2194,"tensor(2.0823, device='cuda:0')","tensor(7.2956, device='cuda:0')"
2195,"tensor(2.2213, device='cuda:0')","tensor(7.7769, device='cuda:0')"
2196,"tensor(2.5370, device='cuda:0')","tensor(9.8484, device='cuda:0')"
2197,"tensor(3.1811, device='cuda:0')","tensor(10.8941, device='cuda:0')"
2198,"tensor(2.2080, device='cuda:0')","tensor(10.5559, device='cuda:0')"
2199,"tensor(3.7685, device='cuda:0')","tensor(14.5590, device='cuda:0')"
2200,"tensor(4.7665, device='cuda:0')","tensor(16.9370, device='cuda:0')"
2201,"tensor(4.4383, device='cuda:0')","tensor(7.6622, device='cuda:0')"
2202,"tensor(3.6623, device='cuda:0')","tensor(19.8178, device='cuda:0')"
2203,"tensor(3.2137, device='cuda:0')","tensor(15.1957, device='cuda:0')"
2204,"tensor(3.6840, device='cuda:0')","tensor(15.7064, device='cuda:0')"
2205,"tensor(4.8286, device='cuda:0')","tensor(20.1863, device='cuda:0')"
2206,"tensor(4.2046, device='cuda:0')","tensor(15.3806, device='cuda:0')"
2207,"tensor(4.5495, device='cuda:0')","tensor(14.5729, device='cuda:0')"
2208,"tensor(2.6656, device='cuda:0')","tensor(13.9228, device='cuda:0')"
2209,"tensor(4.3507, device='cuda:0')","tensor(12.3869, device='cuda:0')"
2210,"tensor(3.4649, device='cuda:0')","tensor(15.0842, device='cuda:0')"
2211,"tensor(3.8531, device='cuda:0')","tensor(5.6069, device='cuda:0')"
2212,"tensor(3.2695, device='cuda:0')","tensor(5.6679, device='cuda:0')"
2213,"tensor(4.4264, device='cuda:0')","tensor(6.2220, device='cuda:0')"
2214,"tensor(4.2311, device='cuda:0')","tensor(6.7274, device='cuda:0')"
2215,"tensor(4.2257, device='cuda:0')","tensor(6.9249, device='cuda:0')"
2216,"tensor(3.9948, device='cuda:0')","tensor(7.9013, device='cuda:0')"
2217,"tensor(4.7209, device='cuda:0')","tensor(7.9616, device='cuda:0')"
2218,"tensor(3.0847, device='cuda:0')","tensor(8.6558, device='cuda:0')"
2219,"tensor(4.0615, device='cuda:0')","tensor(9.7593, device='cuda:0')"
2220,"tensor(3.4076, device='cuda:0')","tensor(9.8246, device='cuda:0')"
2221,"tensor(3.7644, device='cuda:0')","tensor(7.0416, device='cuda:0')"
2222,"tensor(6.1489, device='cuda:0')","tensor(8.9305, device='cuda:0')"
2223,"tensor(6.5964, device='cuda:0')","tensor(9.6473, device='cuda:0')"
2224,"tensor(6.9421, device='cuda:0')","tensor(12.0503, device='cuda:0')"
2225,"tensor(6.1648, device='cuda:0')","tensor(13.9861, device='cuda:0')"
2226,"tensor(11.2367, device='cuda:0')","tensor(12.7290, device='cuda:0')"
2227,"tensor(8.8628, device='cuda:0')","tensor(10.2569, device='cuda:0')"
2228,"tensor(7.8762, device='cuda:0')","tensor(10.3403, device='cuda:0')"
2229,"tensor(3.3749, device='cuda:0')","tensor(9.0378, device='cuda:0')"
2230,"tensor(4.9495, device='cuda:0')","tensor(10.9412, device='cuda:0')"
2231,"tensor(3.9742, device='cuda:0')","tensor(8.6164, device='cuda:0')"
2232,"tensor(4.3086, device='cuda:0')","tensor(10.6995, device='cuda:0')"
2233,"tensor(5.0965, device='cuda:0')","tensor(11.3872, device='cuda:0')"
2234,"tensor(5.8580, device='cuda:0')","tensor(20.7071, device='cuda:0')"
2235,"tensor(5.6714, device='cuda:0')","tensor(18.8340, device='cuda:0')"
2236,"tensor(5.2444, device='cuda:0')","tensor(17.9155, device='cuda:0')"
2237,"tensor(5.3224, device='cuda:0')","tensor(19.2938, device='cuda:0')"
2238,"tensor(5.2092, device='cuda:0')","tensor(19.9518, device='cuda:0')"
2239,"tensor(4.7007, device='cuda:0')","tensor(21.0645, device='cuda:0')"
2240,"tensor(4.3225, device='cuda:0')","tensor(22.7097, device='cuda:0')"
2241,"tensor(4.4989, device='cuda:0')","tensor(8.6236, device='cuda:0')"
2242,"tensor(6.5125, device='cuda:0')","tensor(14.0584, device='cuda:0')"
2243,"tensor(6.1326, device='cuda:0')","tensor(15.8503, device='cuda:0')"
2244,"tensor(7.4995, device='cuda:0')","tensor(19.6344, device='cuda:0')"
2245,"tensor(7.4940, device='cuda:0')","tensor(20.9402, device='cuda:0')"
2246,"tensor(6.8322, device='cuda:0')","tensor(19.8828, device='cuda:0')"
2247,"tensor(6.4735, device='cuda:0')","tensor(20.0311, device='cuda:0')"
2248,"tensor(6.9701, device='cuda:0')","tensor(20.7957, device='cuda:0')"
2249,"tensor(7.0946, device='cuda:0')","tensor(22.7016, device='cuda:0')"
2250,"tensor(8.6552, device='cuda:0')","tensor(23.2685, device='cuda:0')"
2251,"tensor(7.7189, device='cuda:0')","tensor(9.8995, device='cuda:0')"
2252,"tensor(6.5328, device='cuda:0')","tensor(11.1031, device='cuda:0')"
2253,"tensor(6.3788, device='cuda:0')","tensor(10.9344, device='cuda:0')"
2254,"tensor(5.3418, device='cuda:0')","tensor(11.7520, device='cuda:0')"
2255,"tensor(5.6344, device='cuda:0')","tensor(11.5335, device='cuda:0')"
2256,"tensor(6.6116, device='cuda:0')","tensor(12.6761, device='cuda:0')"
2257,"tensor(7.6029, device='cuda:0')","tensor(14.4215, device='cuda:0')"
2258,"tensor(8.3772, device='cuda:0')","tensor(19.7848, device='cuda:0')"
2259,"tensor(5.7576, device='cuda:0')","tensor(18.0185, device='cuda:0')"
2260,"tensor(5.6621, device='cuda:0')","tensor(18.1024, device='cuda:0')"
2261,"tensor(6.6410, device='cuda:0')","tensor(6.5277, device='cuda:0')"
2262,"tensor(5.4787, device='cuda:0')","tensor(8.8843, device='cuda:0')"
2263,"tensor(6.2283, device='cuda:0')","tensor(9.5606, device='cuda:0')"
2264,"tensor(9.6827, device='cuda:0')","tensor(20.7090, device='cuda:0')"
2265,"tensor(14.2119, device='cuda:0')","tensor(40.5438, device='cuda:0')"
2266,"tensor(9.6227, device='cuda:0')","tensor(34.2196, device='cuda:0')"
2267,"tensor(6.3971, device='cuda:0')","tensor(25.0386, device='cuda:0')"
2268,"tensor(3.4449, device='cuda:0')","tensor(18.7521, device='cuda:0')"
2269,"tensor(4.2186, device='cuda:0')","tensor(20.1446, device='cuda:0')"
2270,"tensor(3.9715, device='cuda:0')","tensor(22.9695, device='cuda:0')"
2271,"tensor(3.8803, device='cuda:0')","tensor(5.1688, device='cuda:0')"
2272,"tensor(3.9106, device='cuda:0')","tensor(6.1416, device='cuda:0')"
2273,"tensor(5.5824, device='cuda:0')","tensor(7.7195, device='cuda:0')"
2274,"tensor(3.5254, device='cuda:0')","tensor(20.8032, device='cuda:0')"
2275,"tensor(2.8750, device='cuda:0')","tensor(16.8491, device='cuda:0')"
2276,"tensor(3.1986, device='cuda:0')","tensor(18.5634, device='cuda:0')"
2277,"tensor(2.5028, device='cuda:0')","tensor(17.6459, device='cuda:0')"
2278,"tensor(3.8724, device='cuda:0')","tensor(17.6190, device='cuda:0')"
2279,"tensor(3.8356, device='cuda:0')","tensor(19.5530, device='cuda:0')"
2280,"tensor(3.6082, device='cuda:0')","tensor(16.8179, device='cuda:0')"
2281,"tensor(3.3803, device='cuda:0')","tensor(5.0794, device='cuda:0')"
2282,"tensor(6.1886, device='cuda:0')","tensor(10.2299, device='cuda:0')"
2283,"tensor(6.9950, device='cuda:0')","tensor(11.1552, device='cuda:0')"
2284,"tensor(6.7353, device='cuda:0')","tensor(11.1671, device='cuda:0')"
2285,"tensor(7.0212, device='cuda:0')","tensor(12.6703, device='cuda:0')"
2286,"tensor(6.6710, device='cuda:0')","tensor(13.2244, device='cuda:0')"
2287,"tensor(6.7791, device='cuda:0')","tensor(13.5370, device='cuda:0')"
2288,"tensor(6.6349, device='cuda:0')","tensor(14.2379, device='cuda:0')"
2289,"tensor(7.0823, device='cuda:0')","tensor(16.0077, device='cuda:0')"
2290,"tensor(6.4973, device='cuda:0')","tensor(18.2105, device='cuda:0')"
2291,"tensor(6.6790, device='cuda:0')","tensor(8.6373, device='cuda:0')"
2292,"tensor(9.3739, device='cuda:0')","tensor(11.6826, device='cuda:0')"
2293,"tensor(9.6859, device='cuda:0')","tensor(14.3347, device='cuda:0')"
2294,"tensor(11.9378, device='cuda:0')","tensor(18.3470, device='cuda:0')"
2295,"tensor(12.6592, device='cuda:0')","tensor(21.3270, device='cuda:0')"
2296,"tensor(11.8286, device='cuda:0')","tensor(23.6650, device='cuda:0')"
2297,"tensor(10.8926, device='cuda:0')","tensor(27.0966, device='cuda:0')"
2298,"tensor(17.8744, device='cuda:0')","tensor(39.0782, device='cuda:0')"
2299,"tensor(16.3175, device='cuda:0')","tensor(34.1469, device='cuda:0')"
2300,"tensor(16.0169, device='cuda:0')","tensor(31.1485, device='cuda:0')"
2301,"tensor(14.8709, device='cuda:0')","tensor(14.6550, device='cuda:0')"
2302,"tensor(14.8352, device='cuda:0')","tensor(17.2066, device='cuda:0')"
2303,"tensor(17.2282, device='cuda:0')","tensor(16.8656, device='cuda:0')"
2304,"tensor(16.3124, device='cuda:0')","tensor(18.0049, device='cuda:0')"
2305,"tensor(16.3066, device='cuda:0')","tensor(19.7501, device='cuda:0')"
2306,"tensor(19.1141, device='cuda:0')","tensor(25.5440, device='cuda:0')"
2307,"tensor(14.5337, device='cuda:0')","tensor(24.6983, device='cuda:0')"
2308,"tensor(12.4427, device='cuda:0')","tensor(24.6319, device='cuda:0')"
2309,"tensor(9.8500, device='cuda:0')","tensor(23.8748, device='cuda:0')"
2310,"tensor(13.5884, device='cuda:0')","tensor(25.7230, device='cuda:0')"
2311,"tensor(9.1457, device='cuda:0')","tensor(11.4776, device='cuda:0')"
2312,"tensor(9.9503, device='cuda:0')","tensor(14.7287, device='cuda:0')"
2313,"tensor(7.6333, device='cuda:0')","tensor(19.1569, device='cuda:0')"
2314,"tensor(5.7188, device='cuda:0')","tensor(28.4263, device='cuda:0')"
2315,"tensor(6.2238, device='cuda:0')","tensor(32.8793, device='cuda:0')"
2316,"tensor(5.7880, device='cuda:0')","tensor(34.6708, device='cuda:0')"
2317,"tensor(8.4416, device='cuda:0')","tensor(38.2679, device='cuda:0')"
2318,"tensor(8.7583, device='cuda:0')","tensor(37.6043, device='cuda:0')"
2319,"tensor(6.0479, device='cuda:0')","tensor(35.0415, device='cuda:0')"
2320,"tensor(7.4558, device='cuda:0')","tensor(36.1556, device='cuda:0')"
2321,"tensor(8.2726, device='cuda:0')","tensor(13.5743, device='cuda:0')"
2322,"tensor(12.0551, device='cuda:0')","tensor(36.9287, device='cuda:0')"
2323,"tensor(7.8252, device='cuda:0')","tensor(26.9523, device='cuda:0')"
2324,"tensor(8.1882, device='cuda:0')","tensor(27.2340, device='cuda:0')"
2325,"tensor(7.3683, device='cuda:0')","tensor(27.6701, device='cuda:0')"
2326,"tensor(6.7419, device='cuda:0')","tensor(25.0328, device='cuda:0')"
2327,"tensor(6.0967, device='cuda:0')","tensor(24.8460, device='cuda:0')"
2328,"tensor(5.8100, device='cuda:0')","tensor(25.1028, device='cuda:0')"
2329,"tensor(7.4811, device='cuda:0')","tensor(26.3952, device='cuda:0')"
2330,"tensor(8.6578, device='cuda:0')","tensor(30.7144, device='cuda:0')"
2331,"tensor(8.6906, device='cuda:0')","tensor(9.0993, device='cuda:0')"
2332,"tensor(8.8453, device='cuda:0')","tensor(10.0359, device='cuda:0')"
2333,"tensor(7.1756, device='cuda:0')","tensor(8.7521, device='cuda:0')"
2334,"tensor(7.1130, device='cuda:0')","tensor(12.4588, device='cuda:0')"
2335,"tensor(7.1693, device='cuda:0')","tensor(11.6866, device='cuda:0')"
2336,"tensor(7.1465, device='cuda:0')","tensor(10.5379, device='cuda:0')"
2337,"tensor(7.5450, device='cuda:0')","tensor(11.7076, device='cuda:0')"
2338,"tensor(8.1725, device='cuda:0')","tensor(11.7075, device='cuda:0')"
2339,"tensor(7.5510, device='cuda:0')","tensor(12.5691, device='cuda:0')"
2340,"tensor(7.7377, device='cuda:0')","tensor(11.9293, device='cuda:0')"
2341,"tensor(6.8102, device='cuda:0')","tensor(7.9481, device='cuda:0')"
2342,"tensor(7.0917, device='cuda:0')","tensor(9.4877, device='cuda:0')"
2343,"tensor(7.1130, device='cuda:0')","tensor(10.3627, device='cuda:0')"
2344,"tensor(5.5836, device='cuda:0')","tensor(8.3156, device='cuda:0')"
2345,"tensor(6.2005, device='cuda:0')","tensor(9.7738, device='cuda:0')"
2346,"tensor(8.3615, device='cuda:0')","tensor(36.0966, device='cuda:0')"
2347,"tensor(5.4179, device='cuda:0')","tensor(25.9859, device='cuda:0')"
2348,"tensor(3.1328, device='cuda:0')","tensor(17.7950, device='cuda:0')"
2349,"tensor(3.4596, device='cuda:0')","tensor(18.1726, device='cuda:0')"
2350,"tensor(3.0968, device='cuda:0')","tensor(18.6053, device='cuda:0')"
2351,"tensor(4.3569, device='cuda:0')","tensor(7.9260, device='cuda:0')"
2352,"tensor(4.7300, device='cuda:0')","tensor(8.7438, device='cuda:0')"
2353,"tensor(6.6582, device='cuda:0')","tensor(11.0644, device='cuda:0')"
2354,"tensor(5.7593, device='cuda:0')","tensor(11.8465, device='cuda:0')"
2355,"tensor(5.2497, device='cuda:0')","tensor(12.2617, device='cuda:0')"
2356,"tensor(6.1389, device='cuda:0')","tensor(14.8656, device='cuda:0')"
2357,"tensor(6.6663, device='cuda:0')","tensor(13.7681, device='cuda:0')"
2358,"tensor(6.7197, device='cuda:0')","tensor(15.3811, device='cuda:0')"
2359,"tensor(6.0533, device='cuda:0')","tensor(14.1258, device='cuda:0')"
2360,"tensor(6.7560, device='cuda:0')","tensor(14.9337, device='cuda:0')"
2361,"tensor(6.3558, device='cuda:0')","tensor(9.5653, device='cuda:0')"
2362,"tensor(8.0430, device='cuda:0')","tensor(13.6525, device='cuda:0')"
2363,"tensor(8.4388, device='cuda:0')","tensor(14.4798, device='cuda:0')"
2364,"tensor(9.5923, device='cuda:0')","tensor(17.3055, device='cuda:0')"
2365,"tensor(6.5506, device='cuda:0')","tensor(13.8100, device='cuda:0')"
2366,"tensor(5.7003, device='cuda:0')","tensor(12.9091, device='cuda:0')"
2367,"tensor(6.7120, device='cuda:0')","tensor(16.0233, device='cuda:0')"
2368,"tensor(5.8442, device='cuda:0')","tensor(14.8341, device='cuda:0')"
2369,"tensor(6.8449, device='cuda:0')","tensor(17.7358, device='cuda:0')"
2370,"tensor(8.4625, device='cuda:0')","tensor(31.8886, device='cuda:0')"
2371,"tensor(6.7832, device='cuda:0')","tensor(9.0479, device='cuda:0')"
2372,"tensor(6.0093, device='cuda:0')","tensor(9.6538, device='cuda:0')"
2373,"tensor(5.9630, device='cuda:0')","tensor(9.4767, device='cuda:0')"
2374,"tensor(5.5515, device='cuda:0')","tensor(10.6615, device='cuda:0')"
2375,"tensor(4.5849, device='cuda:0')","tensor(9.1008, device='cuda:0')"
2376,"tensor(4.7606, device='cuda:0')","tensor(9.3853, device='cuda:0')"
2377,"tensor(4.4003, device='cuda:0')","tensor(10.0911, device='cuda:0')"
2378,"tensor(4.1199, device='cuda:0')","tensor(12.2486, device='cuda:0')"
2379,"tensor(6.6226, device='cuda:0')","tensor(13.7038, device='cuda:0')"
2380,"tensor(9.3111, device='cuda:0')","tensor(16.7668, device='cuda:0')"
2381,"tensor(5.0657, device='cuda:0')","tensor(7.8095, device='cuda:0')"
2382,"tensor(2.9618, device='cuda:0')","tensor(8.3404, device='cuda:0')"
2383,"tensor(3.8252, device='cuda:0')","tensor(8.6175, device='cuda:0')"
2384,"tensor(2.5288, device='cuda:0')","tensor(8.3547, device='cuda:0')"
2385,"tensor(2.7908, device='cuda:0')","tensor(8.9079, device='cuda:0')"
2386,"tensor(4.7198, device='cuda:0')","tensor(9.9862, device='cuda:0')"
2387,"tensor(4.0571, device='cuda:0')","tensor(10.0362, device='cuda:0')"
2388,"tensor(5.5429, device='cuda:0')","tensor(12.1934, device='cuda:0')"
