iteration,original_grad_norm,regularized_grad_norm
4181,"tensor(15.8447, device='cuda:0')","tensor(9.7746, device='cuda:0')"
4182,"tensor(15.0641, device='cuda:0')","tensor(10.7987, device='cuda:0')"
4183,"tensor(18.8950, device='cuda:0')","tensor(12.4908, device='cuda:0')"
4184,"tensor(18.7609, device='cuda:0')","tensor(16.9169, device='cuda:0')"
4185,"tensor(16.9873, device='cuda:0')","tensor(15.9495, device='cuda:0')"
4186,"tensor(16.2107, device='cuda:0')","tensor(19.3183, device='cuda:0')"
4187,"tensor(14.6096, device='cuda:0')","tensor(19.1943, device='cuda:0')"
4188,"tensor(14.5849, device='cuda:0')","tensor(19.6209, device='cuda:0')"
4189,"tensor(13.9419, device='cuda:0')","tensor(19.8688, device='cuda:0')"
4190,"tensor(9.6275, device='cuda:0')","tensor(19.3086, device='cuda:0')"
4191,"tensor(10.2211, device='cuda:0')","tensor(12.3141, device='cuda:0')"
4192,"tensor(11.3411, device='cuda:0')","tensor(14.0104, device='cuda:0')"
4193,"tensor(15.1150, device='cuda:0')","tensor(16.2653, device='cuda:0')"
4194,"tensor(28.7296, device='cuda:0')","tensor(40.2956, device='cuda:0')"
4195,"tensor(23.3604, device='cuda:0')","tensor(32.2338, device='cuda:0')"
4196,"tensor(13.5649, device='cuda:0')","tensor(22.4845, device='cuda:0')"
4197,"tensor(13.3707, device='cuda:0')","tensor(23.4011, device='cuda:0')"
4198,"tensor(9.1829, device='cuda:0')","tensor(21.8034, device='cuda:0')"
4199,"tensor(8.5664, device='cuda:0')","tensor(21.8638, device='cuda:0')"
4200,"tensor(6.6086, device='cuda:0')","tensor(20.8946, device='cuda:0')"
4201,"tensor(7.6800, device='cuda:0')","tensor(10.6021, device='cuda:0')"
4202,"tensor(8.0627, device='cuda:0')","tensor(15.2646, device='cuda:0')"
4203,"tensor(9.6662, device='cuda:0')","tensor(14.7297, device='cuda:0')"
4204,"tensor(9.8729, device='cuda:0')","tensor(15.4284, device='cuda:0')"
4205,"tensor(12.4413, device='cuda:0')","tensor(17.1862, device='cuda:0')"
4206,"tensor(12.4689, device='cuda:0')","tensor(19.2676, device='cuda:0')"
4207,"tensor(11.6015, device='cuda:0')","tensor(23.0651, device='cuda:0')"
4208,"tensor(11.5485, device='cuda:0')","tensor(23.2371, device='cuda:0')"
4209,"tensor(11.2193, device='cuda:0')","tensor(25.4503, device='cuda:0')"
4210,"tensor(16.9170, device='cuda:0')","tensor(22.2553, device='cuda:0')"
4211,"tensor(13.5049, device='cuda:0')","tensor(12.5321, device='cuda:0')"
4212,"tensor(14.4255, device='cuda:0')","tensor(14.3123, device='cuda:0')"
4213,"tensor(11.7644, device='cuda:0')","tensor(14.6216, device='cuda:0')"
4214,"tensor(8.7442, device='cuda:0')","tensor(18.7917, device='cuda:0')"
4215,"tensor(7.5005, device='cuda:0')","tensor(20.0444, device='cuda:0')"
4216,"tensor(8.9501, device='cuda:0')","tensor(21.5639, device='cuda:0')"
4217,"tensor(9.7351, device='cuda:0')","tensor(21.8053, device='cuda:0')"
4218,"tensor(19.0464, device='cuda:0')","tensor(39.2160, device='cuda:0')"
4219,"tensor(11.9976, device='cuda:0')","tensor(26.1525, device='cuda:0')"
4220,"tensor(7.3541, device='cuda:0')","tensor(20.9764, device='cuda:0')"
4221,"tensor(7.4794, device='cuda:0')","tensor(6.8008, device='cuda:0')"
4222,"tensor(6.5610, device='cuda:0')","tensor(8.6822, device='cuda:0')"
4223,"tensor(7.6062, device='cuda:0')","tensor(9.4076, device='cuda:0')"
4224,"tensor(7.4455, device='cuda:0')","tensor(9.3076, device='cuda:0')"
4225,"tensor(8.3599, device='cuda:0')","tensor(10.4484, device='cuda:0')"
4226,"tensor(8.8077, device='cuda:0')","tensor(12.8477, device='cuda:0')"
4227,"tensor(9.7755, device='cuda:0')","tensor(14.4511, device='cuda:0')"
4228,"tensor(7.7341, device='cuda:0')","tensor(11.2411, device='cuda:0')"
4229,"tensor(5.5064, device='cuda:0')","tensor(8.8816, device='cuda:0')"
4230,"tensor(4.9788, device='cuda:0')","tensor(9.3329, device='cuda:0')"
4231,"tensor(5.2613, device='cuda:0')","tensor(6.3411, device='cuda:0')"
4232,"tensor(8.2252, device='cuda:0')","tensor(7.3172, device='cuda:0')"
4233,"tensor(11.4187, device='cuda:0')","tensor(8.7270, device='cuda:0')"
4234,"tensor(12.7440, device='cuda:0')","tensor(11.6178, device='cuda:0')"
4235,"tensor(13.7658, device='cuda:0')","tensor(12.6195, device='cuda:0')"
4236,"tensor(10.2792, device='cuda:0')","tensor(11.3934, device='cuda:0')"
4237,"tensor(9.4708, device='cuda:0')","tensor(10.4603, device='cuda:0')"
4238,"tensor(10.6736, device='cuda:0')","tensor(10.6111, device='cuda:0')"
4239,"tensor(6.6173, device='cuda:0')","tensor(10.3896, device='cuda:0')"
4240,"tensor(7.4356, device='cuda:0')","tensor(10.6893, device='cuda:0')"
4241,"tensor(7.3789, device='cuda:0')","tensor(6.2006, device='cuda:0')"
4242,"tensor(9.6471, device='cuda:0')","tensor(32.7053, device='cuda:0')"
4243,"tensor(5.3051, device='cuda:0')","tensor(17.9992, device='cuda:0')"
4244,"tensor(5.5107, device='cuda:0')","tensor(19.0797, device='cuda:0')"
4245,"tensor(4.5752, device='cuda:0')","tensor(24.4239, device='cuda:0')"
4246,"tensor(3.8178, device='cuda:0')","tensor(17.6893, device='cuda:0')"
4247,"tensor(5.1946, device='cuda:0')","tensor(22.1937, device='cuda:0')"
4248,"tensor(5.4447, device='cuda:0')","tensor(21.8158, device='cuda:0')"
4249,"tensor(4.7450, device='cuda:0')","tensor(18.4732, device='cuda:0')"
4250,"tensor(4.8879, device='cuda:0')","tensor(16.2741, device='cuda:0')"
4251,"tensor(5.5340, device='cuda:0')","tensor(5.3385, device='cuda:0')"
4252,"tensor(5.6793, device='cuda:0')","tensor(6.1193, device='cuda:0')"
4253,"tensor(7.5521, device='cuda:0')","tensor(6.4604, device='cuda:0')"
4254,"tensor(6.4381, device='cuda:0')","tensor(8.1475, device='cuda:0')"
4255,"tensor(6.9093, device='cuda:0')","tensor(8.6705, device='cuda:0')"
4256,"tensor(7.7303, device='cuda:0')","tensor(8.8203, device='cuda:0')"
4257,"tensor(8.3387, device='cuda:0')","tensor(10.5006, device='cuda:0')"
4258,"tensor(11.8207, device='cuda:0')","tensor(13.1156, device='cuda:0')"
4259,"tensor(12.7263, device='cuda:0')","tensor(13.4600, device='cuda:0')"
4260,"tensor(8.6042, device='cuda:0')","tensor(12.2414, device='cuda:0')"
4261,"tensor(8.8662, device='cuda:0')","tensor(5.4175, device='cuda:0')"
4262,"tensor(9.7687, device='cuda:0')","tensor(6.0472, device='cuda:0')"
4263,"tensor(13.3701, device='cuda:0')","tensor(8.0491, device='cuda:0')"
4264,"tensor(11.4614, device='cuda:0')","tensor(8.2224, device='cuda:0')"
4265,"tensor(12.0868, device='cuda:0')","tensor(10.0664, device='cuda:0')"
4266,"tensor(19.6982, device='cuda:0')","tensor(52.2512, device='cuda:0')"
4267,"tensor(15.5021, device='cuda:0')","tensor(43.7049, device='cuda:0')"
4268,"tensor(7.5851, device='cuda:0')","tensor(21.5164, device='cuda:0')"
4269,"tensor(4.4999, device='cuda:0')","tensor(16.2745, device='cuda:0')"
4270,"tensor(5.0018, device='cuda:0')","tensor(16.2386, device='cuda:0')"
4271,"tensor(5.0116, device='cuda:0')","tensor(5.7472, device='cuda:0')"
4272,"tensor(4.7185, device='cuda:0')","tensor(6.0616, device='cuda:0')"
4273,"tensor(5.1042, device='cuda:0')","tensor(6.6642, device='cuda:0')"
4274,"tensor(5.4256, device='cuda:0')","tensor(8.8240, device='cuda:0')"
4275,"tensor(6.6352, device='cuda:0')","tensor(10.6924, device='cuda:0')"
4276,"tensor(3.9264, device='cuda:0')","tensor(9.8167, device='cuda:0')"
4277,"tensor(5.8530, device='cuda:0')","tensor(10.8425, device='cuda:0')"
4278,"tensor(4.1350, device='cuda:0')","tensor(11.4498, device='cuda:0')"
4279,"tensor(4.8956, device='cuda:0')","tensor(11.7601, device='cuda:0')"
4280,"tensor(6.4279, device='cuda:0')","tensor(13.8729, device='cuda:0')"
4281,"tensor(4.8038, device='cuda:0')","tensor(5.4495, device='cuda:0')"
4282,"tensor(4.2851, device='cuda:0')","tensor(7.3137, device='cuda:0')"
4283,"tensor(4.3423, device='cuda:0')","tensor(9.7107, device='cuda:0')"
4284,"tensor(4.4205, device='cuda:0')","tensor(8.0803, device='cuda:0')"
4285,"tensor(3.8832, device='cuda:0')","tensor(9.2752, device='cuda:0')"
4286,"tensor(4.8410, device='cuda:0')","tensor(10.0731, device='cuda:0')"
4287,"tensor(4.7018, device='cuda:0')","tensor(9.7553, device='cuda:0')"
4288,"tensor(3.9274, device='cuda:0')","tensor(9.4473, device='cuda:0')"
4289,"tensor(6.0047, device='cuda:0')","tensor(12.3503, device='cuda:0')"
4290,"tensor(10.6658, device='cuda:0')","tensor(15.8304, device='cuda:0')"
4291,"tensor(9.7034, device='cuda:0')","tensor(6.4028, device='cuda:0')"
4292,"tensor(12.7421, device='cuda:0')","tensor(8.0440, device='cuda:0')"
4293,"tensor(8.7355, device='cuda:0')","tensor(8.0237, device='cuda:0')"
4294,"tensor(7.1802, device='cuda:0')","tensor(8.1996, device='cuda:0')"
4295,"tensor(6.2313, device='cuda:0')","tensor(7.8187, device='cuda:0')"
4296,"tensor(4.9996, device='cuda:0')","tensor(7.9500, device='cuda:0')"
4297,"tensor(4.6262, device='cuda:0')","tensor(6.9142, device='cuda:0')"
4298,"tensor(5.3502, device='cuda:0')","tensor(9.6871, device='cuda:0')"
4299,"tensor(4.7985, device='cuda:0')","tensor(9.5564, device='cuda:0')"
4300,"tensor(4.9639, device='cuda:0')","tensor(9.8608, device='cuda:0')"
4301,"tensor(4.4131, device='cuda:0')","tensor(5.8937, device='cuda:0')"
4302,"tensor(4.6920, device='cuda:0')","tensor(6.4308, device='cuda:0')"
4303,"tensor(5.0526, device='cuda:0')","tensor(6.2825, device='cuda:0')"
4304,"tensor(3.9483, device='cuda:0')","tensor(7.6599, device='cuda:0')"
4305,"tensor(5.5767, device='cuda:0')","tensor(10.6766, device='cuda:0')"
4306,"tensor(7.0562, device='cuda:0')","tensor(9.6664, device='cuda:0')"
4307,"tensor(6.2447, device='cuda:0')","tensor(9.3801, device='cuda:0')"
4308,"tensor(6.3104, device='cuda:0')","tensor(9.3455, device='cuda:0')"
4309,"tensor(5.9093, device='cuda:0')","tensor(9.9526, device='cuda:0')"
4310,"tensor(7.7159, device='cuda:0')","tensor(9.8537, device='cuda:0')"
4311,"tensor(6.6362, device='cuda:0')","tensor(5.7957, device='cuda:0')"
4312,"tensor(7.4164, device='cuda:0')","tensor(7.1070, device='cuda:0')"
4313,"tensor(6.5994, device='cuda:0')","tensor(8.6449, device='cuda:0')"
4314,"tensor(6.1409, device='cuda:0')","tensor(25.4416, device='cuda:0')"
4315,"tensor(5.1167, device='cuda:0')","tensor(21.6241, device='cuda:0')"
4316,"tensor(5.5088, device='cuda:0')","tensor(19.3506, device='cuda:0')"
4317,"tensor(4.2726, device='cuda:0')","tensor(18.2702, device='cuda:0')"
4318,"tensor(3.6018, device='cuda:0')","tensor(21.9495, device='cuda:0')"
4319,"tensor(3.3045, device='cuda:0')","tensor(16.5248, device='cuda:0')"
4320,"tensor(3.5827, device='cuda:0')","tensor(16.3631, device='cuda:0')"
4321,"tensor(2.9642, device='cuda:0')","tensor(3.7141, device='cuda:0')"
4322,"tensor(7.1771, device='cuda:0')","tensor(6.7245, device='cuda:0')"
4323,"tensor(7.2176, device='cuda:0')","tensor(6.3918, device='cuda:0')"
4324,"tensor(6.1753, device='cuda:0')","tensor(6.2938, device='cuda:0')"
4325,"tensor(7.4314, device='cuda:0')","tensor(7.1313, device='cuda:0')"
4326,"tensor(11.7997, device='cuda:0')","tensor(7.8732, device='cuda:0')"
4327,"tensor(11.1355, device='cuda:0')","tensor(9.1574, device='cuda:0')"
4328,"tensor(11.6002, device='cuda:0')","tensor(10.2595, device='cuda:0')"
4329,"tensor(12.2076, device='cuda:0')","tensor(11.1578, device='cuda:0')"
4330,"tensor(13.5864, device='cuda:0')","tensor(14.8972, device='cuda:0')"
4331,"tensor(12.8209, device='cuda:0')","tensor(7.1680, device='cuda:0')"
4332,"tensor(11.6435, device='cuda:0')","tensor(7.2340, device='cuda:0')"
4333,"tensor(9.8267, device='cuda:0')","tensor(7.8350, device='cuda:0')"
4334,"tensor(10.4984, device='cuda:0')","tensor(8.9880, device='cuda:0')"
4335,"tensor(11.8087, device='cuda:0')","tensor(10.3979, device='cuda:0')"
4336,"tensor(12.5323, device='cuda:0')","tensor(11.7555, device='cuda:0')"
4337,"tensor(14.2099, device='cuda:0')","tensor(13.6140, device='cuda:0')"
4338,"tensor(10.1636, device='cuda:0')","tensor(34.5878, device='cuda:0')"
4339,"tensor(9.5011, device='cuda:0')","tensor(22.1473, device='cuda:0')"
4340,"tensor(13.3615, device='cuda:0')","tensor(21.5684, device='cuda:0')"
4341,"tensor(10.0549, device='cuda:0')","tensor(5.7794, device='cuda:0')"
4342,"tensor(10.3899, device='cuda:0')","tensor(7.9461, device='cuda:0')"
4343,"tensor(10.1863, device='cuda:0')","tensor(7.8337, device='cuda:0')"
4344,"tensor(10.1673, device='cuda:0')","tensor(7.5184, device='cuda:0')"
4345,"tensor(9.5697, device='cuda:0')","tensor(7.5492, device='cuda:0')"
4346,"tensor(9.4835, device='cuda:0')","tensor(11.1113, device='cuda:0')"
4347,"tensor(7.8539, device='cuda:0')","tensor(10.5518, device='cuda:0')"
4348,"tensor(7.9426, device='cuda:0')","tensor(12.4115, device='cuda:0')"
4349,"tensor(7.7438, device='cuda:0')","tensor(10.7111, device='cuda:0')"
4350,"tensor(6.9121, device='cuda:0')","tensor(12.0847, device='cuda:0')"
4351,"tensor(7.0737, device='cuda:0')","tensor(5.4111, device='cuda:0')"
4352,"tensor(5.9170, device='cuda:0')","tensor(5.6806, device='cuda:0')"
4353,"tensor(6.7004, device='cuda:0')","tensor(7.4357, device='cuda:0')"
4354,"tensor(8.2380, device='cuda:0')","tensor(10.1625, device='cuda:0')"
4355,"tensor(9.5403, device='cuda:0')","tensor(10.0898, device='cuda:0')"
4356,"tensor(11.8203, device='cuda:0')","tensor(10.8673, device='cuda:0')"
4357,"tensor(9.8731, device='cuda:0')","tensor(10.3564, device='cuda:0')"
4358,"tensor(7.9001, device='cuda:0')","tensor(10.8215, device='cuda:0')"
4359,"tensor(6.2317, device='cuda:0')","tensor(11.1327, device='cuda:0')"
4360,"tensor(5.3177, device='cuda:0')","tensor(11.7664, device='cuda:0')"
4361,"tensor(3.7703, device='cuda:0')","tensor(6.3305, device='cuda:0')"
4362,"tensor(16.4988, device='cuda:0')","tensor(37.5863, device='cuda:0')"
4363,"tensor(5.0685, device='cuda:0')","tensor(14.6614, device='cuda:0')"
4364,"tensor(7.4212, device='cuda:0')","tensor(15.6677, device='cuda:0')"
4365,"tensor(4.2679, device='cuda:0')","tensor(13.1090, device='cuda:0')"
4366,"tensor(2.9562, device='cuda:0')","tensor(11.6949, device='cuda:0')"
4367,"tensor(3.9371, device='cuda:0')","tensor(11.5527, device='cuda:0')"
4368,"tensor(3.9805, device='cuda:0')","tensor(11.4378, device='cuda:0')"
4369,"tensor(4.0439, device='cuda:0')","tensor(11.0580, device='cuda:0')"
4370,"tensor(4.6255, device='cuda:0')","tensor(12.9595, device='cuda:0')"
4371,"tensor(3.9962, device='cuda:0')","tensor(3.8902, device='cuda:0')"
4372,"tensor(3.6824, device='cuda:0')","tensor(4.9498, device='cuda:0')"
4373,"tensor(5.1186, device='cuda:0')","tensor(5.1712, device='cuda:0')"
4374,"tensor(7.5368, device='cuda:0')","tensor(5.6647, device='cuda:0')"
4375,"tensor(9.8895, device='cuda:0')","tensor(6.1984, device='cuda:0')"
4376,"tensor(10.4535, device='cuda:0')","tensor(6.4054, device='cuda:0')"
4377,"tensor(11.8986, device='cuda:0')","tensor(7.5060, device='cuda:0')"
4378,"tensor(13.1045, device='cuda:0')","tensor(9.4428, device='cuda:0')"
4379,"tensor(11.9868, device='cuda:0')","tensor(10.9404, device='cuda:0')"
4380,"tensor(10.4285, device='cuda:0')","tensor(10.7851, device='cuda:0')"
4381,"tensor(10.8724, device='cuda:0')","tensor(5.2009, device='cuda:0')"
4382,"tensor(10.8339, device='cuda:0')","tensor(6.3282, device='cuda:0')"
4383,"tensor(11.6181, device='cuda:0')","tensor(6.5220, device='cuda:0')"
4384,"tensor(13.0060, device='cuda:0')","tensor(7.5993, device='cuda:0')"
4385,"tensor(11.2639, device='cuda:0')","tensor(8.4967, device='cuda:0')"
4386,"tensor(15.4049, device='cuda:0')","tensor(41.7590, device='cuda:0')"
4387,"tensor(9.7521, device='cuda:0')","tensor(27.9139, device='cuda:0')"
4388,"tensor(5.6394, device='cuda:0')","tensor(20.8035, device='cuda:0')"
4389,"tensor(4.4266, device='cuda:0')","tensor(18.9177, device='cuda:0')"
4390,"tensor(5.6127, device='cuda:0')","tensor(20.8026, device='cuda:0')"
4391,"tensor(5.2725, device='cuda:0')","tensor(7.0823, device='cuda:0')"
4392,"tensor(5.1721, device='cuda:0')","tensor(7.3580, device='cuda:0')"
4393,"tensor(5.8444, device='cuda:0')","tensor(7.5964, device='cuda:0')"
4394,"tensor(5.8327, device='cuda:0')","tensor(11.0292, device='cuda:0')"
4395,"tensor(5.6763, device='cuda:0')","tensor(11.6175, device='cuda:0')"
4396,"tensor(4.9570, device='cuda:0')","tensor(10.8162, device='cuda:0')"
4397,"tensor(4.1480, device='cuda:0')","tensor(10.7745, device='cuda:0')"
4398,"tensor(5.6697, device='cuda:0')","tensor(12.6311, device='cuda:0')"
4399,"tensor(4.6411, device='cuda:0')","tensor(10.9613, device='cuda:0')"
4400,"tensor(4.3731, device='cuda:0')","tensor(9.9268, device='cuda:0')"
4401,"tensor(5.7026, device='cuda:0')","tensor(4.6140, device='cuda:0')"
4402,"tensor(5.5306, device='cuda:0')","tensor(8.0078, device='cuda:0')"
4403,"tensor(5.1431, device='cuda:0')","tensor(7.5418, device='cuda:0')"
4404,"tensor(6.9973, device='cuda:0')","tensor(8.3193, device='cuda:0')"
4405,"tensor(4.1835, device='cuda:0')","tensor(8.1662, device='cuda:0')"
4406,"tensor(5.0524, device='cuda:0')","tensor(7.6516, device='cuda:0')"
4407,"tensor(4.2656, device='cuda:0')","tensor(9.0332, device='cuda:0')"
4408,"tensor(5.7353, device='cuda:0')","tensor(10.0000, device='cuda:0')"
4409,"tensor(5.8233, device='cuda:0')","tensor(11.4904, device='cuda:0')"
4410,"tensor(14.8712, device='cuda:0')","tensor(17.9437, device='cuda:0')"
4411,"tensor(10.6017, device='cuda:0')","tensor(6.7403, device='cuda:0')"
4412,"tensor(10.4358, device='cuda:0')","tensor(8.3409, device='cuda:0')"
4413,"tensor(7.2714, device='cuda:0')","tensor(7.3724, device='cuda:0')"
4414,"tensor(6.2975, device='cuda:0')","tensor(9.1192, device='cuda:0')"
4415,"tensor(5.4247, device='cuda:0')","tensor(8.3497, device='cuda:0')"
4416,"tensor(4.5020, device='cuda:0')","tensor(7.9361, device='cuda:0')"
4417,"tensor(4.3998, device='cuda:0')","tensor(8.1213, device='cuda:0')"
4418,"tensor(6.4720, device='cuda:0')","tensor(10.9172, device='cuda:0')"
4419,"tensor(6.5292, device='cuda:0')","tensor(11.3726, device='cuda:0')"
4420,"tensor(4.2003, device='cuda:0')","tensor(8.7109, device='cuda:0')"
4421,"tensor(5.1027, device='cuda:0')","tensor(5.3552, device='cuda:0')"
4422,"tensor(7.9218, device='cuda:0')","tensor(7.3019, device='cuda:0')"
4423,"tensor(7.2258, device='cuda:0')","tensor(6.0837, device='cuda:0')"
4424,"tensor(7.7115, device='cuda:0')","tensor(7.7998, device='cuda:0')"
4425,"tensor(13.1940, device='cuda:0')","tensor(12.1965, device='cuda:0')"
4426,"tensor(11.7816, device='cuda:0')","tensor(14.1273, device='cuda:0')"
4427,"tensor(11.5637, device='cuda:0')","tensor(15.7656, device='cuda:0')"
4428,"tensor(10.3001, device='cuda:0')","tensor(16.1542, device='cuda:0')"
4429,"tensor(6.8406, device='cuda:0')","tensor(13.8005, device='cuda:0')"
4430,"tensor(7.6930, device='cuda:0')","tensor(15.3555, device='cuda:0')"
4431,"tensor(3.2061, device='cuda:0')","tensor(5.1409, device='cuda:0')"
4432,"tensor(5.3258, device='cuda:0')","tensor(6.6137, device='cuda:0')"
4433,"tensor(5.2696, device='cuda:0')","tensor(7.5916, device='cuda:0')"
4434,"tensor(6.5921, device='cuda:0')","tensor(16.1207, device='cuda:0')"
4435,"tensor(4.8918, device='cuda:0')","tensor(15.6945, device='cuda:0')"
4436,"tensor(5.8363, device='cuda:0')","tensor(16.9087, device='cuda:0')"
4437,"tensor(6.1886, device='cuda:0')","tensor(15.2272, device='cuda:0')"
4438,"tensor(7.2457, device='cuda:0')","tensor(18.3462, device='cuda:0')"
4439,"tensor(6.9301, device='cuda:0')","tensor(16.6687, device='cuda:0')"
4440,"tensor(5.8503, device='cuda:0')","tensor(15.4682, device='cuda:0')"
4441,"tensor(5.1136, device='cuda:0')","tensor(5.6678, device='cuda:0')"
4442,"tensor(7.4239, device='cuda:0')","tensor(9.4569, device='cuda:0')"
4443,"tensor(7.4301, device='cuda:0')","tensor(8.8985, device='cuda:0')"
4444,"tensor(8.9042, device='cuda:0')","tensor(9.1804, device='cuda:0')"
4445,"tensor(9.7011, device='cuda:0')","tensor(10.2232, device='cuda:0')"
4446,"tensor(11.5028, device='cuda:0')","tensor(11.3553, device='cuda:0')"
4447,"tensor(12.4799, device='cuda:0')","tensor(12.8480, device='cuda:0')"
4448,"tensor(11.1143, device='cuda:0')","tensor(16.6560, device='cuda:0')"
4449,"tensor(9.6405, device='cuda:0')","tensor(16.1781, device='cuda:0')"
4450,"tensor(8.8325, device='cuda:0')","tensor(16.4207, device='cuda:0')"
4451,"tensor(8.3032, device='cuda:0')","tensor(12.1388, device='cuda:0')"
4452,"tensor(8.1250, device='cuda:0')","tensor(12.6948, device='cuda:0')"
4453,"tensor(7.9312, device='cuda:0')","tensor(13.9728, device='cuda:0')"
4454,"tensor(8.2543, device='cuda:0')","tensor(15.9330, device='cuda:0')"
4455,"tensor(10.2386, device='cuda:0')","tensor(18.5065, device='cuda:0')"
4456,"tensor(7.2456, device='cuda:0')","tensor(21.0040, device='cuda:0')"
4457,"tensor(10.3379, device='cuda:0')","tensor(25.9088, device='cuda:0')"
4458,"tensor(10.8983, device='cuda:0')","tensor(36.6006, device='cuda:0')"
4459,"tensor(8.1774, device='cuda:0')","tensor(25.4760, device='cuda:0')"
4460,"tensor(7.6669, device='cuda:0')","tensor(22.2429, device='cuda:0')"
4461,"tensor(4.7406, device='cuda:0')","tensor(8.7485, device='cuda:0')"
4462,"tensor(6.0128, device='cuda:0')","tensor(10.5540, device='cuda:0')"
4463,"tensor(6.5214, device='cuda:0')","tensor(12.5702, device='cuda:0')"
4464,"tensor(6.2843, device='cuda:0')","tensor(10.9335, device='cuda:0')"
4465,"tensor(8.5953, device='cuda:0')","tensor(11.5291, device='cuda:0')"
4466,"tensor(5.0662, device='cuda:0')","tensor(11.4361, device='cuda:0')"
4467,"tensor(10.0655, device='cuda:0')","tensor(13.6140, device='cuda:0')"
4468,"tensor(6.3125, device='cuda:0')","tensor(14.8095, device='cuda:0')"
4469,"tensor(8.2713, device='cuda:0')","tensor(15.3731, device='cuda:0')"
4470,"tensor(11.8075, device='cuda:0')","tensor(19.4324, device='cuda:0')"
4471,"tensor(11.0711, device='cuda:0')","tensor(6.8061, device='cuda:0')"
4472,"tensor(19.5359, device='cuda:0')","tensor(9.2143, device='cuda:0')"
4473,"tensor(18.2782, device='cuda:0')","tensor(9.1371, device='cuda:0')"
4474,"tensor(16.1558, device='cuda:0')","tensor(7.7473, device='cuda:0')"
4475,"tensor(15.5734, device='cuda:0')","tensor(7.6213, device='cuda:0')"
4476,"tensor(14.4029, device='cuda:0')","tensor(7.4987, device='cuda:0')"
4477,"tensor(13.2053, device='cuda:0')","tensor(8.0714, device='cuda:0')"
4478,"tensor(12.6918, device='cuda:0')","tensor(9.3200, device='cuda:0')"
4479,"tensor(12.9025, device='cuda:0')","tensor(10.2911, device='cuda:0')"
4480,"tensor(13.2637, device='cuda:0')","tensor(12.4252, device='cuda:0')"
4481,"tensor(10.9592, device='cuda:0')","tensor(8.5255, device='cuda:0')"
4482,"tensor(16.8085, device='cuda:0')","tensor(32.4362, device='cuda:0')"
4483,"tensor(11.0419, device='cuda:0')","tensor(21.7836, device='cuda:0')"
4484,"tensor(7.3932, device='cuda:0')","tensor(18.1162, device='cuda:0')"
4485,"tensor(7.4766, device='cuda:0')","tensor(15.5556, device='cuda:0')"
4486,"tensor(6.1597, device='cuda:0')","tensor(14.0682, device='cuda:0')"
4487,"tensor(6.0199, device='cuda:0')","tensor(12.6410, device='cuda:0')"
4488,"tensor(5.2961, device='cuda:0')","tensor(13.4427, device='cuda:0')"
4489,"tensor(5.2763, device='cuda:0')","tensor(10.3726, device='cuda:0')"
4490,"tensor(5.3112, device='cuda:0')","tensor(11.6472, device='cuda:0')"
4491,"tensor(6.7395, device='cuda:0')","tensor(5.8244, device='cuda:0')"
4492,"tensor(7.4343, device='cuda:0')","tensor(6.6324, device='cuda:0')"
4493,"tensor(6.2061, device='cuda:0')","tensor(5.9205, device='cuda:0')"
4494,"tensor(6.1220, device='cuda:0')","tensor(6.6274, device='cuda:0')"
4495,"tensor(5.5226, device='cuda:0')","tensor(6.6023, device='cuda:0')"
4496,"tensor(6.1366, device='cuda:0')","tensor(7.2090, device='cuda:0')"
4497,"tensor(7.1903, device='cuda:0')","tensor(8.0014, device='cuda:0')"
4498,"tensor(8.7644, device='cuda:0')","tensor(7.5831, device='cuda:0')"
4499,"tensor(7.9259, device='cuda:0')","tensor(7.6108, device='cuda:0')"
4500,"tensor(8.8181, device='cuda:0')","tensor(8.1483, device='cuda:0')"
4501,"tensor(6.6412, device='cuda:0')","tensor(4.7021, device='cuda:0')"
4502,"tensor(7.6134, device='cuda:0')","tensor(5.9282, device='cuda:0')"
4503,"tensor(7.9768, device='cuda:0')","tensor(6.7107, device='cuda:0')"
4504,"tensor(7.8390, device='cuda:0')","tensor(8.9068, device='cuda:0')"
4505,"tensor(8.3739, device='cuda:0')","tensor(10.7326, device='cuda:0')"
4506,"tensor(10.6520, device='cuda:0')","tensor(16.9645, device='cuda:0')"
4507,"tensor(7.9806, device='cuda:0')","tensor(16.3718, device='cuda:0')"
4508,"tensor(6.9519, device='cuda:0')","tensor(18.1209, device='cuda:0')"
4509,"tensor(4.9522, device='cuda:0')","tensor(8.8464, device='cuda:0')"
4510,"tensor(4.7361, device='cuda:0')","tensor(12.2635, device='cuda:0')"
4511,"tensor(7.3427, device='cuda:0')","tensor(4.9090, device='cuda:0')"
4512,"tensor(5.4889, device='cuda:0')","tensor(4.6177, device='cuda:0')"
4513,"tensor(4.5621, device='cuda:0')","tensor(4.9065, device='cuda:0')"
4514,"tensor(5.6392, device='cuda:0')","tensor(6.0666, device='cuda:0')"
4515,"tensor(4.6992, device='cuda:0')","tensor(5.6034, device='cuda:0')"
4516,"tensor(5.9538, device='cuda:0')","tensor(5.4205, device='cuda:0')"
4517,"tensor(4.0518, device='cuda:0')","tensor(5.5515, device='cuda:0')"
4518,"tensor(6.2588, device='cuda:0')","tensor(6.9700, device='cuda:0')"
4519,"tensor(8.6844, device='cuda:0')","tensor(7.4709, device='cuda:0')"
4520,"tensor(7.3682, device='cuda:0')","tensor(7.3581, device='cuda:0')"
