iteration,original_grad_norm,regularized_grad_norm
982,"tensor(6.5881, device='cuda:0')","tensor(37.6301, device='cuda:0')"
983,"tensor(6.8371, device='cuda:0')","tensor(41.8323, device='cuda:0')"
984,"tensor(7.6623, device='cuda:0')","tensor(47.1216, device='cuda:0')"
985,"tensor(7.6106, device='cuda:0')","tensor(55.1941, device='cuda:0')"
986,"tensor(9.5123, device='cuda:0')","tensor(70.9161, device='cuda:0')"
987,"tensor(6.2800, device='cuda:0')","tensor(54.4109, device='cuda:0')"
988,"tensor(9.2980, device='cuda:0')","tensor(61.5357, device='cuda:0')"
989,"tensor(5.4814, device='cuda:0')","tensor(52.1779, device='cuda:0')"
990,"tensor(6.7692, device='cuda:0')","tensor(50.5710, device='cuda:0')"
991,"tensor(8.5152, device='cuda:0')","tensor(24.1642, device='cuda:0')"
992,"tensor(11.4520, device='cuda:0')","tensor(28.3238, device='cuda:0')"
993,"tensor(12.7013, device='cuda:0')","tensor(31.3475, device='cuda:0')"
994,"tensor(12.2110, device='cuda:0')","tensor(41.7736, device='cuda:0')"
995,"tensor(10.7615, device='cuda:0')","tensor(43.9354, device='cuda:0')"
996,"tensor(7.5886, device='cuda:0')","tensor(36.6135, device='cuda:0')"
997,"tensor(8.3892, device='cuda:0')","tensor(40.1623, device='cuda:0')"
998,"tensor(10.3830, device='cuda:0')","tensor(48.5263, device='cuda:0')"
999,"tensor(13.4739, device='cuda:0')","tensor(48.2056, device='cuda:0')"
1000,"tensor(9.7064, device='cuda:0')","tensor(52.4376, device='cuda:0')"
1001,"tensor(8.7149, device='cuda:0')","tensor(24.2310, device='cuda:0')"
1002,"tensor(15.7800, device='cuda:0')","tensor(59.1134, device='cuda:0')"
1003,"tensor(13.7915, device='cuda:0')","tensor(52.4349, device='cuda:0')"
1004,"tensor(11.7432, device='cuda:0')","tensor(48.4597, device='cuda:0')"
1005,"tensor(13.5209, device='cuda:0')","tensor(44.9591, device='cuda:0')"
1006,"tensor(15.3256, device='cuda:0')","tensor(58.7656, device='cuda:0')"
1007,"tensor(17.5043, device='cuda:0')","tensor(55.9088, device='cuda:0')"
1008,"tensor(13.1352, device='cuda:0')","tensor(48.7381, device='cuda:0')"
1009,"tensor(10.7096, device='cuda:0')","tensor(44.7804, device='cuda:0')"
1010,"tensor(12.6915, device='cuda:0')","tensor(63.3752, device='cuda:0')"
1011,"tensor(14.4236, device='cuda:0')","tensor(40.8212, device='cuda:0')"
1012,"tensor(12.2157, device='cuda:0')","tensor(50.8420, device='cuda:0')"
1013,"tensor(10.5554, device='cuda:0')","tensor(56.1844, device='cuda:0')"
1014,"tensor(17.1940, device='cuda:0')","tensor(58.9136, device='cuda:0')"
1015,"tensor(9.5622, device='cuda:0')","tensor(58.2459, device='cuda:0')"
1016,"tensor(7.4979, device='cuda:0')","tensor(58.2409, device='cuda:0')"
1017,"tensor(6.8879, device='cuda:0')","tensor(61.7694, device='cuda:0')"
1018,"tensor(7.8952, device='cuda:0')","tensor(58.0999, device='cuda:0')"
1019,"tensor(11.7611, device='cuda:0')","tensor(59.8834, device='cuda:0')"
1020,"tensor(8.8801, device='cuda:0')","tensor(52.5238, device='cuda:0')"
1021,"tensor(9.6423, device='cuda:0')","tensor(22.2866, device='cuda:0')"
1022,"tensor(10.6195, device='cuda:0')","tensor(29.5693, device='cuda:0')"
1023,"tensor(11.5148, device='cuda:0')","tensor(37.7745, device='cuda:0')"
1024,"tensor(12.1630, device='cuda:0')","tensor(41.9818, device='cuda:0')"
1025,"tensor(11.4031, device='cuda:0')","tensor(51.1848, device='cuda:0')"
1026,"tensor(10.6506, device='cuda:0')","tensor(44.8762, device='cuda:0')"
1027,"tensor(10.0112, device='cuda:0')","tensor(50.4126, device='cuda:0')"
1028,"tensor(9.4843, device='cuda:0')","tensor(44.1511, device='cuda:0')"
1029,"tensor(6.2285, device='cuda:0')","tensor(35.3876, device='cuda:0')"
1030,"tensor(8.4737, device='cuda:0')","tensor(38.3119, device='cuda:0')"
1031,"tensor(6.0669, device='cuda:0')","tensor(18.0793, device='cuda:0')"
1032,"tensor(5.2791, device='cuda:0')","tensor(17.8255, device='cuda:0')"
1033,"tensor(7.8892, device='cuda:0')","tensor(20.4848, device='cuda:0')"
1034,"tensor(9.6272, device='cuda:0')","tensor(27.9770, device='cuda:0')"
1035,"tensor(10.8820, device='cuda:0')","tensor(26.4643, device='cuda:0')"
1036,"tensor(7.9509, device='cuda:0')","tensor(24.5242, device='cuda:0')"
1037,"tensor(5.3158, device='cuda:0')","tensor(23.0759, device='cuda:0')"
1038,"tensor(5.2693, device='cuda:0')","tensor(24.7876, device='cuda:0')"
1039,"tensor(5.2598, device='cuda:0')","tensor(26.8687, device='cuda:0')"
1040,"tensor(7.6485, device='cuda:0')","tensor(29.8706, device='cuda:0')"
1041,"tensor(7.7893, device='cuda:0')","tensor(19.7093, device='cuda:0')"
1042,"tensor(10.9000, device='cuda:0')","tensor(27.0331, device='cuda:0')"
1043,"tensor(8.4321, device='cuda:0')","tensor(25.8760, device='cuda:0')"
1044,"tensor(7.2379, device='cuda:0')","tensor(29.2507, device='cuda:0')"
1045,"tensor(4.9047, device='cuda:0')","tensor(25.5638, device='cuda:0')"
1046,"tensor(5.8623, device='cuda:0')","tensor(33.0224, device='cuda:0')"
1047,"tensor(4.6100, device='cuda:0')","tensor(29.6362, device='cuda:0')"
1048,"tensor(5.1482, device='cuda:0')","tensor(30.9181, device='cuda:0')"
1049,"tensor(8.3382, device='cuda:0')","tensor(47.5507, device='cuda:0')"
1050,"tensor(9.1415, device='cuda:0')","tensor(50.3195, device='cuda:0')"
1051,"tensor(8.1519, device='cuda:0')","tensor(24.4635, device='cuda:0')"
1052,"tensor(10.0204, device='cuda:0')","tensor(30.3268, device='cuda:0')"
1053,"tensor(11.1528, device='cuda:0')","tensor(29.7430, device='cuda:0')"
1054,"tensor(15.8562, device='cuda:0')","tensor(44.8066, device='cuda:0')"
1055,"tensor(10.4098, device='cuda:0')","tensor(33.1960, device='cuda:0')"
1056,"tensor(5.1483, device='cuda:0')","tensor(26.9727, device='cuda:0')"
1057,"tensor(6.9086, device='cuda:0')","tensor(30.7585, device='cuda:0')"
1058,"tensor(9.3959, device='cuda:0')","tensor(38.9943, device='cuda:0')"
1059,"tensor(6.1924, device='cuda:0')","tensor(34.6414, device='cuda:0')"
1060,"tensor(7.4082, device='cuda:0')","tensor(34.7739, device='cuda:0')"
1061,"tensor(8.1168, device='cuda:0')","tensor(16.2408, device='cuda:0')"
1062,"tensor(10.9723, device='cuda:0')","tensor(21.5913, device='cuda:0')"
1063,"tensor(13.0125, device='cuda:0')","tensor(25.9468, device='cuda:0')"
1064,"tensor(10.1519, device='cuda:0')","tensor(23.9384, device='cuda:0')"
1065,"tensor(6.0386, device='cuda:0')","tensor(21.0333, device='cuda:0')"
1066,"tensor(10.0497, device='cuda:0')","tensor(27.9878, device='cuda:0')"
1067,"tensor(14.3150, device='cuda:0')","tensor(33.9295, device='cuda:0')"
1068,"tensor(13.0067, device='cuda:0')","tensor(33.3470, device='cuda:0')"
1069,"tensor(13.3822, device='cuda:0')","tensor(36.1119, device='cuda:0')"
1070,"tensor(12.4104, device='cuda:0')","tensor(38.3414, device='cuda:0')"
1071,"tensor(7.6751, device='cuda:0')","tensor(15.2215, device='cuda:0')"
1072,"tensor(11.4253, device='cuda:0')","tensor(23.1074, device='cuda:0')"
1073,"tensor(8.1692, device='cuda:0')","tensor(24.5838, device='cuda:0')"
1074,"tensor(15.7506, device='cuda:0')","tensor(75.3238, device='cuda:0')"
1075,"tensor(13.7446, device='cuda:0')","tensor(53.3913, device='cuda:0')"
1076,"tensor(12.0577, device='cuda:0')","tensor(42.6216, device='cuda:0')"
1077,"tensor(12.8514, device='cuda:0')","tensor(50.9663, device='cuda:0')"
1078,"tensor(12.3209, device='cuda:0')","tensor(49.8949, device='cuda:0')"
1079,"tensor(8.1651, device='cuda:0')","tensor(44.3143, device='cuda:0')"
1080,"tensor(9.9877, device='cuda:0')","tensor(49.7003, device='cuda:0')"
1081,"tensor(10.3759, device='cuda:0')","tensor(20.1357, device='cuda:0')"
1082,"tensor(15.2736, device='cuda:0')","tensor(29.8548, device='cuda:0')"
1083,"tensor(16.0436, device='cuda:0')","tensor(35.4142, device='cuda:0')"
1084,"tensor(11.1208, device='cuda:0')","tensor(28.1125, device='cuda:0')"
1085,"tensor(12.0881, device='cuda:0')","tensor(27.9829, device='cuda:0')"
1086,"tensor(11.7104, device='cuda:0')","tensor(35.5508, device='cuda:0')"
1087,"tensor(10.7368, device='cuda:0')","tensor(37.5713, device='cuda:0')"
1088,"tensor(12.6706, device='cuda:0')","tensor(40.2006, device='cuda:0')"
1089,"tensor(10.2912, device='cuda:0')","tensor(37.5644, device='cuda:0')"
1090,"tensor(9.4259, device='cuda:0')","tensor(40.7733, device='cuda:0')"
1091,"tensor(10.9926, device='cuda:0')","tensor(21.9783, device='cuda:0')"
1092,"tensor(7.4444, device='cuda:0')","tensor(21.7147, device='cuda:0')"
1093,"tensor(6.8930, device='cuda:0')","tensor(25.2340, device='cuda:0')"
1094,"tensor(5.2983, device='cuda:0')","tensor(25.7555, device='cuda:0')"
1095,"tensor(8.7374, device='cuda:0')","tensor(28.5814, device='cuda:0')"
1096,"tensor(8.0414, device='cuda:0')","tensor(32.2180, device='cuda:0')"
1097,"tensor(10.8767, device='cuda:0')","tensor(38.9341, device='cuda:0')"
1098,"tensor(15.3962, device='cuda:0')","tensor(52.7532, device='cuda:0')"
1099,"tensor(10.6247, device='cuda:0')","tensor(38.6672, device='cuda:0')"
1100,"tensor(8.6714, device='cuda:0')","tensor(37.0082, device='cuda:0')"
1101,"tensor(12.1216, device='cuda:0')","tensor(28.5965, device='cuda:0')"
1102,"tensor(10.1660, device='cuda:0')","tensor(34.1446, device='cuda:0')"
1103,"tensor(6.5525, device='cuda:0')","tensor(31.4948, device='cuda:0')"
1104,"tensor(6.9924, device='cuda:0')","tensor(32.0800, device='cuda:0')"
1105,"tensor(7.7653, device='cuda:0')","tensor(32.9267, device='cuda:0')"
1106,"tensor(9.5640, device='cuda:0')","tensor(48.5757, device='cuda:0')"
1107,"tensor(7.7466, device='cuda:0')","tensor(46.3429, device='cuda:0')"
1108,"tensor(6.0831, device='cuda:0')","tensor(39.8171, device='cuda:0')"
1109,"tensor(7.8846, device='cuda:0')","tensor(39.5817, device='cuda:0')"
1110,"tensor(6.9506, device='cuda:0')","tensor(42.6109, device='cuda:0')"
1111,"tensor(8.0088, device='cuda:0')","tensor(18.8901, device='cuda:0')"
1112,"tensor(8.5095, device='cuda:0')","tensor(18.4125, device='cuda:0')"
1113,"tensor(12.7466, device='cuda:0')","tensor(21.8899, device='cuda:0')"
1114,"tensor(15.7963, device='cuda:0')","tensor(34.7986, device='cuda:0')"
1115,"tensor(14.9082, device='cuda:0')","tensor(37.2854, device='cuda:0')"
1116,"tensor(13.9004, device='cuda:0')","tensor(38.5751, device='cuda:0')"
1117,"tensor(10.4734, device='cuda:0')","tensor(43.0748, device='cuda:0')"
1118,"tensor(11.8076, device='cuda:0')","tensor(54.7413, device='cuda:0')"
1119,"tensor(7.7710, device='cuda:0')","tensor(55.3162, device='cuda:0')"
1120,"tensor(7.7833, device='cuda:0')","tensor(51.6212, device='cuda:0')"
1121,"tensor(7.9850, device='cuda:0')","tensor(20.5728, device='cuda:0')"
1122,"tensor(24.7555, device='cuda:0')","tensor(259.0486, device='cuda:0')"
1123,"tensor(9.3796, device='cuda:0')","tensor(140.9071, device='cuda:0')"
1124,"tensor(8.7323, device='cuda:0')","tensor(78.0303, device='cuda:0')"
1125,"tensor(5.9899, device='cuda:0')","tensor(61.3690, device='cuda:0')"
1126,"tensor(8.3773, device='cuda:0')","tensor(106.0381, device='cuda:0')"
1127,"tensor(7.3328, device='cuda:0')","tensor(71.4516, device='cuda:0')"
1128,"tensor(5.4698, device='cuda:0')","tensor(66.8147, device='cuda:0')"
1129,"tensor(8.0870, device='cuda:0')","tensor(88.0149, device='cuda:0')"
1130,"tensor(14.8222, device='cuda:0')","tensor(142.4001, device='cuda:0')"
1131,"tensor(11.6757, device='cuda:0')","tensor(22.5826, device='cuda:0')"
1132,"tensor(9.1881, device='cuda:0')","tensor(28.6582, device='cuda:0')"
1133,"tensor(10.4599, device='cuda:0')","tensor(32.4729, device='cuda:0')"
1134,"tensor(7.8142, device='cuda:0')","tensor(33.9155, device='cuda:0')"
1135,"tensor(8.3909, device='cuda:0')","tensor(42.4419, device='cuda:0')"
1136,"tensor(14.5553, device='cuda:0')","tensor(65.2283, device='cuda:0')"
1137,"tensor(10.1977, device='cuda:0')","tensor(49.5679, device='cuda:0')"
1138,"tensor(17.3591, device='cuda:0')","tensor(143.3530, device='cuda:0')"
1139,"tensor(7.2347, device='cuda:0')","tensor(56.7247, device='cuda:0')"
1140,"tensor(7.0768, device='cuda:0')","tensor(55.9695, device='cuda:0')"
1141,"tensor(8.6584, device='cuda:0')","tensor(21.0048, device='cuda:0')"
1142,"tensor(6.8424, device='cuda:0')","tensor(25.5246, device='cuda:0')"
1143,"tensor(9.8938, device='cuda:0')","tensor(29.8740, device='cuda:0')"
1144,"tensor(6.6611, device='cuda:0')","tensor(29.7170, device='cuda:0')"
1145,"tensor(11.3899, device='cuda:0')","tensor(48.0345, device='cuda:0')"
1146,"tensor(27.1127, device='cuda:0')","tensor(201.7087, device='cuda:0')"
1147,"tensor(8.0687, device='cuda:0')","tensor(46.4399, device='cuda:0')"
1148,"tensor(10.0226, device='cuda:0')","tensor(55.1931, device='cuda:0')"
1149,"tensor(7.9609, device='cuda:0')","tensor(54.7898, device='cuda:0')"
1150,"tensor(4.4861, device='cuda:0')","tensor(36.2510, device='cuda:0')"
1151,"tensor(6.1015, device='cuda:0')","tensor(17.4822, device='cuda:0')"
1152,"tensor(4.0283, device='cuda:0')","tensor(19.7150, device='cuda:0')"
1153,"tensor(7.7552, device='cuda:0')","tensor(21.3742, device='cuda:0')"
1154,"tensor(12.8420, device='cuda:0')","tensor(96.9085, device='cuda:0')"
1155,"tensor(6.2917, device='cuda:0')","tensor(41.9667, device='cuda:0')"
1156,"tensor(3.6919, device='cuda:0')","tensor(28.8507, device='cuda:0')"
1157,"tensor(4.0606, device='cuda:0')","tensor(28.7320, device='cuda:0')"
1158,"tensor(3.8963, device='cuda:0')","tensor(27.1410, device='cuda:0')"
1159,"tensor(4.5463, device='cuda:0')","tensor(32.2829, device='cuda:0')"
1160,"tensor(5.3590, device='cuda:0')","tensor(34.0449, device='cuda:0')"
1161,"tensor(6.7593, device='cuda:0')","tensor(18.2105, device='cuda:0')"
1162,"tensor(10.2668, device='cuda:0')","tensor(30.9908, device='cuda:0')"
1163,"tensor(10.2553, device='cuda:0')","tensor(34.8285, device='cuda:0')"
1164,"tensor(8.6495, device='cuda:0')","tensor(36.0438, device='cuda:0')"
1165,"tensor(8.6435, device='cuda:0')","tensor(40.4411, device='cuda:0')"
1166,"tensor(4.3753, device='cuda:0')","tensor(30.9772, device='cuda:0')"
1167,"tensor(3.8697, device='cuda:0')","tensor(32.1131, device='cuda:0')"
1168,"tensor(4.4230, device='cuda:0')","tensor(35.1082, device='cuda:0')"
1169,"tensor(6.3759, device='cuda:0')","tensor(43.2944, device='cuda:0')"
1170,"tensor(10.4094, device='cuda:0')","tensor(61.5573, device='cuda:0')"
1171,"tensor(8.0992, device='cuda:0')","tensor(19.8641, device='cuda:0')"
1172,"tensor(5.9379, device='cuda:0')","tensor(21.2849, device='cuda:0')"
1173,"tensor(5.0808, device='cuda:0')","tensor(20.1214, device='cuda:0')"
1174,"tensor(7.4394, device='cuda:0')","tensor(27.6946, device='cuda:0')"
1175,"tensor(5.0836, device='cuda:0')","tensor(24.4486, device='cuda:0')"
1176,"tensor(5.3091, device='cuda:0')","tensor(26.5283, device='cuda:0')"
1177,"tensor(6.4358, device='cuda:0')","tensor(32.1509, device='cuda:0')"
1178,"tensor(8.8190, device='cuda:0')","tensor(37.1235, device='cuda:0')"
1179,"tensor(5.3877, device='cuda:0')","tensor(29.7810, device='cuda:0')"
1180,"tensor(4.5482, device='cuda:0')","tensor(28.0354, device='cuda:0')"
1181,"tensor(4.7321, device='cuda:0')","tensor(20.3969, device='cuda:0')"
1182,"tensor(5.2966, device='cuda:0')","tensor(24.7671, device='cuda:0')"
1183,"tensor(5.8427, device='cuda:0')","tensor(28.1518, device='cuda:0')"
1184,"tensor(7.5169, device='cuda:0')","tensor(32.8668, device='cuda:0')"
1185,"tensor(5.5730, device='cuda:0')","tensor(30.1729, device='cuda:0')"
1186,"tensor(6.2720, device='cuda:0')","tensor(37.8323, device='cuda:0')"
1187,"tensor(6.4989, device='cuda:0')","tensor(36.2263, device='cuda:0')"
1188,"tensor(8.1251, device='cuda:0')","tensor(41.5725, device='cuda:0')"
1189,"tensor(4.7169, device='cuda:0')","tensor(35.8775, device='cuda:0')"
1190,"tensor(6.4513, device='cuda:0')","tensor(48.2337, device='cuda:0')"
1191,"tensor(5.6079, device='cuda:0')","tensor(20.0676, device='cuda:0')"
1192,"tensor(9.6841, device='cuda:0')","tensor(25.0473, device='cuda:0')"
1193,"tensor(9.9342, device='cuda:0')","tensor(30.6759, device='cuda:0')"
1194,"tensor(7.2382, device='cuda:0')","tensor(46.7647, device='cuda:0')"
1195,"tensor(6.5145, device='cuda:0')","tensor(43.4822, device='cuda:0')"
1196,"tensor(5.0941, device='cuda:0')","tensor(37.5172, device='cuda:0')"
1197,"tensor(4.1700, device='cuda:0')","tensor(33.5835, device='cuda:0')"
1198,"tensor(4.5016, device='cuda:0')","tensor(36.6012, device='cuda:0')"
1199,"tensor(5.1476, device='cuda:0')","tensor(35.6322, device='cuda:0')"
1200,"tensor(4.5984, device='cuda:0')","tensor(38.2642, device='cuda:0')"
1201,"tensor(14.1848, device='cuda:0')","tensor(27.6567, device='cuda:0')"
1202,"tensor(13.6292, device='cuda:0')","tensor(40.3923, device='cuda:0')"
1203,"tensor(8.8648, device='cuda:0')","tensor(34.7438, device='cuda:0')"
1204,"tensor(8.4501, device='cuda:0')","tensor(32.7845, device='cuda:0')"
1205,"tensor(6.5788, device='cuda:0')","tensor(32.4730, device='cuda:0')"
1206,"tensor(5.5636, device='cuda:0')","tensor(31.6692, device='cuda:0')"
1207,"tensor(6.4250, device='cuda:0')","tensor(31.6391, device='cuda:0')"
1208,"tensor(6.9852, device='cuda:0')","tensor(38.0952, device='cuda:0')"
1209,"tensor(6.7228, device='cuda:0')","tensor(36.1766, device='cuda:0')"
1210,"tensor(4.4307, device='cuda:0')","tensor(39.9571, device='cuda:0')"
1211,"tensor(5.4486, device='cuda:0')","tensor(19.5558, device='cuda:0')"
1212,"tensor(5.8883, device='cuda:0')","tensor(21.0664, device='cuda:0')"
1213,"tensor(6.5753, device='cuda:0')","tensor(25.6061, device='cuda:0')"
1214,"tensor(5.7415, device='cuda:0')","tensor(29.2406, device='cuda:0')"
1215,"tensor(4.6980, device='cuda:0')","tensor(31.4743, device='cuda:0')"
1216,"tensor(5.3967, device='cuda:0')","tensor(34.9963, device='cuda:0')"
1217,"tensor(3.7229, device='cuda:0')","tensor(36.0200, device='cuda:0')"
1218,"tensor(12.0361, device='cuda:0')","tensor(54.6003, device='cuda:0')"
1219,"tensor(7.4206, device='cuda:0')","tensor(40.7081, device='cuda:0')"
1220,"tensor(5.4214, device='cuda:0')","tensor(36.1270, device='cuda:0')"
1221,"tensor(5.8977, device='cuda:0')","tensor(18.4908, device='cuda:0')"
1222,"tensor(7.1396, device='cuda:0')","tensor(22.4054, device='cuda:0')"
1223,"tensor(8.9059, device='cuda:0')","tensor(25.7129, device='cuda:0')"
1224,"tensor(8.2646, device='cuda:0')","tensor(26.1474, device='cuda:0')"
1225,"tensor(10.2910, device='cuda:0')","tensor(37.4778, device='cuda:0')"
1226,"tensor(10.1314, device='cuda:0')","tensor(58.5098, device='cuda:0')"
1227,"tensor(6.9970, device='cuda:0')","tensor(51.0568, device='cuda:0')"
1228,"tensor(4.7401, device='cuda:0')","tensor(40.9737, device='cuda:0')"
1229,"tensor(4.3939, device='cuda:0')","tensor(40.5917, device='cuda:0')"
1230,"tensor(3.0551, device='cuda:0')","tensor(38.5754, device='cuda:0')"
1231,"tensor(6.3624, device='cuda:0')","tensor(11.6855, device='cuda:0')"
1232,"tensor(3.4466, device='cuda:0')","tensor(15.4778, device='cuda:0')"
1233,"tensor(4.6648, device='cuda:0')","tensor(16.7788, device='cuda:0')"
1234,"tensor(5.3220, device='cuda:0')","tensor(22.8162, device='cuda:0')"
1235,"tensor(6.2117, device='cuda:0')","tensor(26.2086, device='cuda:0')"
1236,"tensor(5.4425, device='cuda:0')","tensor(28.4367, device='cuda:0')"
1237,"tensor(4.7075, device='cuda:0')","tensor(28.1284, device='cuda:0')"
1238,"tensor(4.9123, device='cuda:0')","tensor(30.8081, device='cuda:0')"
1239,"tensor(4.7829, device='cuda:0')","tensor(31.7824, device='cuda:0')"
1240,"tensor(3.4333, device='cuda:0')","tensor(32.6868, device='cuda:0')"
1241,"tensor(3.1843, device='cuda:0')","tensor(13.5145, device='cuda:0')"
1242,"tensor(11.2794, device='cuda:0')","tensor(40.6807, device='cuda:0')"
1243,"tensor(7.4492, device='cuda:0')","tensor(31.4707, device='cuda:0')"
1244,"tensor(4.8442, device='cuda:0')","tensor(22.0287, device='cuda:0')"
1245,"tensor(5.1636, device='cuda:0')","tensor(23.7224, device='cuda:0')"
1246,"tensor(6.8382, device='cuda:0')","tensor(25.3243, device='cuda:0')"
1247,"tensor(4.6013, device='cuda:0')","tensor(18.9403, device='cuda:0')"
1248,"tensor(6.3105, device='cuda:0')","tensor(24.0572, device='cuda:0')"
1249,"tensor(8.5823, device='cuda:0')","tensor(39.7565, device='cuda:0')"
1250,"tensor(6.0213, device='cuda:0')","tensor(33.3265, device='cuda:0')"
1251,"tensor(5.4155, device='cuda:0')","tensor(15.6301, device='cuda:0')"
1252,"tensor(8.9673, device='cuda:0')","tensor(25.5355, device='cuda:0')"
1253,"tensor(6.9406, device='cuda:0')","tensor(17.8731, device='cuda:0')"
1254,"tensor(4.2027, device='cuda:0')","tensor(16.3319, device='cuda:0')"
1255,"tensor(3.0734, device='cuda:0')","tensor(17.4429, device='cuda:0')"
1256,"tensor(5.6018, device='cuda:0')","tensor(23.7506, device='cuda:0')"
1257,"tensor(3.3561, device='cuda:0')","tensor(22.7459, device='cuda:0')"
1258,"tensor(3.7406, device='cuda:0')","tensor(20.9356, device='cuda:0')"
1259,"tensor(3.6095, device='cuda:0')","tensor(21.6625, device='cuda:0')"
1260,"tensor(6.1443, device='cuda:0')","tensor(26.9285, device='cuda:0')"
1261,"tensor(3.0654, device='cuda:0')","tensor(9.1006, device='cuda:0')"
1262,"tensor(8.7846, device='cuda:0')","tensor(14.4725, device='cuda:0')"
1263,"tensor(5.6335, device='cuda:0')","tensor(14.8017, device='cuda:0')"
1264,"tensor(6.9080, device='cuda:0')","tensor(16.2905, device='cuda:0')"
1265,"tensor(6.1470, device='cuda:0')","tensor(17.1808, device='cuda:0')"
1266,"tensor(10.6637, device='cuda:0')","tensor(68.7215, device='cuda:0')"
1267,"tensor(5.0685, device='cuda:0')","tensor(41.2814, device='cuda:0')"
1268,"tensor(4.8482, device='cuda:0')","tensor(44.9980, device='cuda:0')"
1269,"tensor(3.5565, device='cuda:0')","tensor(31.8427, device='cuda:0')"
1270,"tensor(4.2866, device='cuda:0')","tensor(45.0995, device='cuda:0')"
1271,"tensor(4.5644, device='cuda:0')","tensor(14.0338, device='cuda:0')"
1272,"tensor(4.4571, device='cuda:0')","tensor(17.0592, device='cuda:0')"
1273,"tensor(8.5026, device='cuda:0')","tensor(27.7430, device='cuda:0')"
1274,"tensor(5.2466, device='cuda:0')","tensor(31.1964, device='cuda:0')"
1275,"tensor(4.5414, device='cuda:0')","tensor(27.4436, device='cuda:0')"
1276,"tensor(4.4015, device='cuda:0')","tensor(30.1614, device='cuda:0')"
1277,"tensor(5.5880, device='cuda:0')","tensor(33.1815, device='cuda:0')"
1278,"tensor(3.8495, device='cuda:0')","tensor(38.2023, device='cuda:0')"
1279,"tensor(5.2708, device='cuda:0')","tensor(40.9512, device='cuda:0')"
1280,"tensor(4.1756, device='cuda:0')","tensor(38.7152, device='cuda:0')"
1281,"tensor(4.0816, device='cuda:0')","tensor(13.6802, device='cuda:0')"
1282,"tensor(7.0489, device='cuda:0')","tensor(18.1899, device='cuda:0')"
1283,"tensor(5.9863, device='cuda:0')","tensor(17.3130, device='cuda:0')"
1284,"tensor(6.3733, device='cuda:0')","tensor(19.3345, device='cuda:0')"
1285,"tensor(5.5455, device='cuda:0')","tensor(22.1830, device='cuda:0')"
1286,"tensor(8.4877, device='cuda:0')","tensor(27.5361, device='cuda:0')"
1287,"tensor(8.2337, device='cuda:0')","tensor(29.9691, device='cuda:0')"
1288,"tensor(5.0042, device='cuda:0')","tensor(30.1739, device='cuda:0')"
1289,"tensor(4.1909, device='cuda:0')","tensor(30.2375, device='cuda:0')"
1290,"tensor(6.9787, device='cuda:0')","tensor(46.7055, device='cuda:0')"
1291,"tensor(7.3725, device='cuda:0')","tensor(18.3740, device='cuda:0')"
1292,"tensor(7.8165, device='cuda:0')","tensor(27.0630, device='cuda:0')"
1293,"tensor(7.6316, device='cuda:0')","tensor(28.9349, device='cuda:0')"
1294,"tensor(9.6858, device='cuda:0')","tensor(39.4804, device='cuda:0')"
1295,"tensor(5.0208, device='cuda:0')","tensor(35.0055, device='cuda:0')"
1296,"tensor(7.6329, device='cuda:0')","tensor(43.0680, device='cuda:0')"
1297,"tensor(11.3302, device='cuda:0')","tensor(55.7782, device='cuda:0')"
1298,"tensor(10.3795, device='cuda:0')","tensor(65.3280, device='cuda:0')"
1299,"tensor(10.9219, device='cuda:0')","tensor(69.7317, device='cuda:0')"
1300,"tensor(8.1046, device='cuda:0')","tensor(64.0144, device='cuda:0')"
1301,"tensor(12.6335, device='cuda:0')","tensor(20.7262, device='cuda:0')"
1302,"tensor(19.2484, device='cuda:0')","tensor(31.3481, device='cuda:0')"
1303,"tensor(24.8996, device='cuda:0')","tensor(43.2980, device='cuda:0')"
1304,"tensor(24.8116, device='cuda:0')","tensor(55.7914, device='cuda:0')"
1305,"tensor(18.1015, device='cuda:0')","tensor(65.2314, device='cuda:0')"
1306,"tensor(13.0758, device='cuda:0')","tensor(79.3375, device='cuda:0')"
1307,"tensor(13.0596, device='cuda:0')","tensor(89.7442, device='cuda:0')"
1308,"tensor(14.7051, device='cuda:0')","tensor(100.9565, device='cuda:0')"
1309,"tensor(11.2078, device='cuda:0')","tensor(96.3476, device='cuda:0')"
1310,"tensor(17.7993, device='cuda:0')","tensor(129.6258, device='cuda:0')"
1311,"tensor(26.4831, device='cuda:0')","tensor(31.3784, device='cuda:0')"
1312,"tensor(25.1046, device='cuda:0')","tensor(38.4113, device='cuda:0')"
1313,"tensor(28.2355, device='cuda:0')","tensor(58.4218, device='cuda:0')"
1314,"tensor(35.3551, device='cuda:0')","tensor(224.3804, device='cuda:0')"
1315,"tensor(25.2186, device='cuda:0')","tensor(167.9239, device='cuda:0')"
1316,"tensor(20.7870, device='cuda:0')","tensor(168.5808, device='cuda:0')"
1317,"tensor(13.9004, device='cuda:0')","tensor(104.9722, device='cuda:0')"
1318,"tensor(10.6729, device='cuda:0')","tensor(100.3248, device='cuda:0')"
1319,"tensor(8.7248, device='cuda:0')","tensor(82.2163, device='cuda:0')"
1320,"tensor(10.9986, device='cuda:0')","tensor(100.6633, device='cuda:0')"
1321,"tensor(8.6622, device='cuda:0')","tensor(24.2181, device='cuda:0')"
1322,"tensor(26.3519, device='cuda:0')","tensor(74.9356, device='cuda:0')"
