iteration,original_grad_norm,regularized_grad_norm,target_norm,input_norm,new_input_norm,old_input_norm,bound_norm,scale,regul,deg_f
947,3.4241673946380615,30.294349670410156,3.2258665561676025,0.40502825379371643,0.40502825379371643,0.0,415.6921938165305,0.1,0.001,5.0
948,0.08336855471134186,0.7679641246795654,6954.1279296875,1.689526081085205,1.689526081085205,0.0,415.6921938165305,0.1,0.001,5.0
949,0.0032737015280872583,0.028680164366960526,157366.328125,1.0366779565811157,1.0366779565811157,0.0,415.6921938165305,0.1,0.001,5.0
950,0.022561190649867058,0.042628102004528046,46862.51953125,72.40348052978516,72.40348052978516,0.0,415.6921938165305,0.1,0.001,5.0
951,1.2936983108520508,13.322333335876465,73.69621276855469,4.7227678298950195,4.7227678298950195,0.0,415.6921938165305,0.1,0.001,5.0
952,576.2847900390625,6.4680609703063965,665.3549194335938,40045.89453125,40045.89453125,0.0,415.6921938165305,0.1,0.001,5.0
953,8.66947078704834,13.979183197021484,185.60153198242188,196.79588317871094,196.79588317871094,0.0,415.6921938165305,0.1,0.001,5.0
954,41.57210922241211,22.66403579711914,75.23441314697266,944.5519409179688,944.5519409179688,0.0,415.6921938165305,0.1,0.001,5.0
955,4.165094375610352,25.456485748291016,0.8448362946510315,4.702407360076904,4.702407360076904,0.0,415.6921938165305,0.1,0.001,5.0
956,3.54201340675354,22.631895065307617,0.3393801748752594,2.763075113296509,2.763075113296509,0.0,415.6921938165305,0.1,0.001,5.0
957,0.9724727272987366,0.457250714302063,19978.033203125,740.9944458007812,740.9944458007812,0.0,415.6921938165305,0.1,0.001,5.0
958,13.299211502075195,39.26100540161133,0.49658551812171936,48.81235885620117,48.81235885620117,0.0,415.6921938165305,0.1,0.001,5.0
959,3.838660717010498,5.574667453765869,695.6358032226562,116.55461883544922,116.55461883544922,0.0,415.6921938165305,0.1,0.001,5.0
960,0.9307445287704468,1.2099645137786865,12485.3115234375,120.14199829101562,120.14199829101562,0.0,415.6921938165305,0.1,0.001,5.0
961,230.8016357421875,0.9722853302955627,26135.775390625,148017.25,148017.25,0.0,415.6921938165305,0.1,0.001,5.0
962,117.27069091796875,10.61208724975586,110.64604187011719,5836.89111328125,5836.89111328125,0.0,415.6921938165305,0.1,0.001,5.0
963,101.73152923583984,14.973590850830078,0.1957719326019287,4337.8271484375,4337.8271484375,0.0,415.6921938165305,0.1,0.001,5.0
964,176.2277069091797,0.4863448739051819,1.892942190170288,258805.640625,258805.640625,0.0,415.6921938165305,0.1,0.001,5.0
965,110.29761505126953,0.7355040311813354,11404.076171875,91489.4921875,91489.4921875,0.0,415.6921938165305,0.1,0.001,5.0
966,286.76068115234375,7.213136672973633,7.022676467895508,21166.47265625,21166.47265625,0.0,415.6921938165305,0.1,0.001,5.0
967,1.4420521259307861,12.700366973876953,65.0210189819336,7.192447662353516,7.192447662353516,0.0,415.6921938165305,0.1,0.001,5.0
968,197.92759704589844,1.3705105781555176,88.64717102050781,41463.08203125,41463.08203125,0.0,415.6921938165305,0.1,0.001,5.0
969,337.7402038574219,4.9900407791137695,22.501630783081055,134986.390625,134986.390625,0.0,415.6921938165305,0.1,0.001,5.0
970,3.8627450466156006,0.9883661866188049,127284.890625,1700.6593017578125,1700.6593017578125,0.0,415.6921938165305,0.1,0.001,5.0
971,76.05550384521484,9.683442115783691,0.34557902812957764,2418.304931640625,2418.304931640625,0.0,415.6921938165305,0.1,0.001,5.0
972,24.384246826171875,37.33586502075195,16.787708282470703,201.73280334472656,201.73280334472656,0.0,415.6921938165305,0.1,0.001,5.0
973,46.420135498046875,14.545296669006348,8.344775199890137,524.5463256835938,524.5463256835938,0.0,415.6921938165305,0.1,0.001,5.0
974,0.23217859864234924,2.263108491897583,1696.7506103515625,1.8335086107254028,1.8335086107254028,0.0,415.6921938165305,0.1,0.001,5.0
975,4.5056681632995605,0.5158329606056213,28713.501953125,4200.92626953125,4200.92626953125,0.0,415.6921938165305,0.1,0.001,5.0
976,0.07204031944274902,0.6402345895767212,11196.919921875,2.0571770668029785,2.0571770668029785,0.0,415.6921938165305,0.1,0.001,5.0
977,91.31915283203125,0.6958785653114319,1325.7261962890625,30572.541015625,30572.541015625,0.0,415.6921938165305,0.1,0.001,5.0
978,2.9497976303100586,25.83321762084961,6.224265098571777,5.651397705078125,5.651397705078125,0.0,415.6921938165305,0.1,0.001,5.0
979,3.8583993911743164,10.846498489379883,301.2849426269531,110.19642639160156,110.19642639160156,0.0,415.6921938165305,0.1,0.001,5.0
980,19.519643783569336,19.473854064941406,109.6884994506836,249.2826690673828,249.2826690673828,0.0,415.6921938165305,0.1,0.001,5.0
981,242.5221710205078,1.6616318225860596,28014.017578125,37495.69921875,37495.69921875,0.0,415.6921938165305,0.1,0.001,5.0
982,63.179412841796875,1.0838207006454468,28783.921875,27203.03125,27203.03125,0.0,415.6921938165305,0.1,0.001,5.0
983,0.321364164352417,0.13864129781723022,103817.9140625,912.3148803710938,912.3148803710938,0.0,415.6921938165305,0.1,0.001,5.0
984,37.50508499145508,7.903916835784912,725.370849609375,1499.021728515625,1499.021728515625,0.0,415.6921938165305,0.1,0.001,5.0
985,0.6666219234466553,3.544450521469116,1932.7481689453125,28.252458572387695,28.252458572387695,0.0,415.6921938165305,0.1,0.001,5.0
986,3.79018497467041,28.32515525817871,1.1382509469985962,0.6834830045700073,0.6834830045700073,0.0,415.6921938165305,0.1,0.001,5.0
987,0.4178698658943176,3.8770265579223633,1381.349853515625,2.0402588844299316,2.0402588844299316,0.0,415.6921938165305,0.1,0.001,5.0
988,2.265812873840332,25.880277633666992,18.090394973754883,3.6971561908721924,3.6971561908721924,0.0,415.6921938165305,0.1,0.001,5.0
989,3.0845937728881836,21.37207794189453,4.2933783531188965,0.6108453273773193,0.6108453273773193,0.0,415.6921938165305,0.1,0.001,5.0
990,99.21699523925781,0.4982883036136627,189.0686492919922,213613.875,213613.875,0.0,415.6921938165305,0.1,0.001,5.0
991,0.6720346212387085,5.367194652557373,220.26271057128906,2.827608585357666,2.827608585357666,0.0,415.6921938165305,0.1,0.001,5.0
992,694.5419311523438,3.166224718093872,26935.404296875,158610.921875,158610.921875,0.0,415.6921938165305,0.1,0.001,5.0
993,12.334918022155762,39.091400146484375,8.352091789245605,75.99097442626953,75.99097442626953,0.0,415.6921938165305,0.1,0.001,5.0
994,195.83523559570312,5.7524566650390625,4.630462646484375,12771.0009765625,12771.0009765625,0.0,415.6921938165305,0.1,0.001,5.0
995,5.121293544769287,32.91138458251953,0.526047945022583,11.051087379455566,11.051087379455566,0.0,415.6921938165305,0.1,0.001,5.0
996,998.3250732421875,7.413207530975342,82.88897705078125,50346.66796875,50346.66796875,0.0,415.6921938165305,0.1,0.001,5.0
997,4.373791694641113,3.001243829727173,4632.72705078125,771.5098266601562,771.5098266601562,0.0,415.6921938165305,0.1,0.001,5.0
998,128.99864196777344,1.3887991905212402,77.95909881591797,20330.76171875,20330.76171875,0.0,415.6921938165305,0.1,0.001,5.0
999,0.04470324143767357,0.37567347288131714,15219.1611328125,4.345609664916992,4.345609664916992,0.0,415.6921938165305,0.1,0.001,5.0
1000,0.013823126442730427,0.772826075553894,81797.6015625,0.5068844556808472,0.5068844556808472,0.0,415.6921938165305,1.0,0.001,5.0
1001,1.6388686895370483,3.0420949459075928,29405.083984375,969.7752685546875,969.7752685546875,0.0,415.6921938165305,1.0,0.001,5.0
1002,24.70296287536621,36.399208068847656,5.2378716468811035,1520.35986328125,1520.35986328125,0.0,415.6921938165305,1.0,0.001,5.0
1003,0.39207449555397034,13.137876510620117,261.9822998046875,20.60535430908203,20.60535430908203,0.0,415.6921938165305,1.0,0.001,5.0
1004,153.40187072753906,5.467789173126221,2.0490238666534424,199269.75,199269.75,0.0,415.6921938165305,1.0,0.001,5.0
1005,11.509669303894043,35.31732940673828,18.652484893798828,385.0777893066406,385.0777893066406,0.0,415.6921938165305,1.0,0.001,5.0
1006,17.243444442749023,3.947854995727539,12007.9423828125,13581.845703125,13581.845703125,0.0,415.6921938165305,1.0,0.001,5.0
1007,2.8225114345550537,25.38601303100586,2.937901496887207,117.48069763183594,117.48069763183594,0.0,415.6921938165305,1.0,0.001,5.0
1008,0.08689405769109726,3.606893539428711,2.646545886993408,0.854051411151886,0.854051411151886,0.0,415.6921938165305,1.0,0.001,5.0
1009,0.1362665891647339,6.533834934234619,657.0556030273438,14.33493423461914,14.33493423461914,0.0,415.6921938165305,1.0,0.001,5.0
1010,131.70436096191406,4.491034030914307,0.9598838686943054,59751.11328125,59751.11328125,0.0,415.6921938165305,1.0,0.001,5.0
1011,155.01361083984375,2.3799386024475098,2109.025634765625,188614.90625,188614.90625,0.0,415.6921938165305,1.0,0.001,5.0
1012,10.861552238464355,6.182165622711182,137858.296875,9371.041015625,9371.041015625,0.0,415.6921938165305,1.0,0.001,5.0
1013,1.4147659540176392,18.777542114257812,261.54742431640625,105.82695007324219,105.82695007324219,0.0,415.6921938165305,1.0,0.001,5.0
1014,35.30312728881836,28.897090911865234,204.22711181640625,4104.423828125,4104.423828125,0.0,415.6921938165305,1.0,0.001,5.0
1015,0.19904771447181702,6.673680782318115,0.7651762962341309,21.1042423248291,21.1042423248291,0.0,415.6921938165305,1.0,0.001,5.0
1016,0.0644545778632164,3.1544365882873535,6404.97509765625,17.15162467956543,17.15162467956543,0.0,415.6921938165305,1.0,0.001,5.0
1017,3.091196298599243,3.5866708755493164,11635.9169921875,2474.555908203125,2474.555908203125,0.0,415.6921938165305,1.0,0.001,5.0
1018,12.683226585388184,31.854623794555664,4.329331874847412,424.2258605957031,424.2258605957031,0.0,415.6921938165305,1.0,0.001,5.0
1019,33.124393463134766,24.78656005859375,10.858957290649414,2052.947998046875,2052.947998046875,0.0,415.6921938165305,1.0,0.001,5.0
1020,0.013689923100173473,0.798851728439331,41976.921875,0.4991035461425781,0.4991035461425781,0.0,415.6921938165305,1.0,0.001,5.0
1021,1.9105786085128784,22.638525009155273,59.815433502197266,112.33712005615234,112.33712005615234,0.0,415.6921938165305,1.0,0.001,5.0
1022,16.07988166809082,7.77250862121582,83605.828125,9602.33203125,9602.33203125,0.0,415.6921938165305,1.0,0.001,5.0
1023,0.07604636251926422,3.5740718841552734,1.8323276042938232,0.9337247610092163,0.9337247610092163,0.0,415.6921938165305,1.0,0.001,5.0
1024,0.33173415064811707,10.758337020874023,5.60851526260376,30.062036514282227,30.062036514282227,0.0,415.6921938165305,1.0,0.001,5.0
1025,0.7983558177947998,3.505523204803467,14257.9677734375,327.46563720703125,327.46563720703125,0.0,415.6921938165305,1.0,0.001,5.0
1026,108.45255279541016,7.583067417144775,612.539306640625,46434.3359375,46434.3359375,0.0,415.6921938165305,1.0,0.001,5.0
1027,0.12383467704057693,5.672280311584473,2.1664390563964844,9.17638874053955,9.17638874053955,0.0,415.6921938165305,1.0,0.001,5.0
1028,54.829864501953125,32.21573257446289,4.6454057693481445,9946.5654296875,9946.5654296875,0.0,415.6921938165305,1.0,0.001,5.0
1029,1.086282730102539,4.187342643737793,4933.259765625,588.8848266601562,588.8848266601562,0.0,415.6921938165305,1.0,0.001,5.0
1030,0.11121722310781479,4.485450267791748,1.9181873798370361,7.982555866241455,7.982555866241455,0.0,415.6921938165305,1.0,0.001,5.0
1031,0.07023748755455017,3.3903234004974365,1.2900772094726562,0.5697606801986694,0.5697606801986694,0.0,415.6921938165305,1.0,0.001,5.0
1032,113.74143981933594,11.925870895385742,0.7421321868896484,42724.0234375,42724.0234375,0.0,415.6921938165305,1.0,0.001,5.0
1033,0.08775687217712402,3.848215341567993,0.2446177899837494,7.625522136688232,7.625522136688232,0.0,415.6921938165305,1.0,0.001,5.0
1034,37.68570327758789,22.514423370361328,4.093351364135742,3829.4794921875,3829.4794921875,0.0,415.6921938165305,1.0,0.001,5.0
1035,3.4243268966674805,28.492420196533203,1.0982483625411987,100.4354476928711,100.4354476928711,0.0,415.6921938165305,1.0,0.001,5.0
1036,1.5725657939910889,23.116832733154297,56.10905075073242,63.736610412597656,63.736610412597656,0.0,415.6921938165305,1.0,0.001,5.0
1037,6.354212284088135,31.665924072265625,57.90163803100586,230.50057983398438,230.50057983398438,0.0,415.6921938165305,1.0,0.001,5.0
1038,0.04251093789935112,2.2267580032348633,7755.59619140625,1.38307523727417,1.38307523727417,0.0,415.6921938165305,1.0,0.001,5.0
1039,0.27030131220817566,17.989139556884766,60.18486785888672,2.1848905086517334,2.1848905086517334,0.0,415.6921938165305,1.0,0.001,5.0
1040,0.23964527249336243,10.143259048461914,11.248257637023926,14.5285062789917,14.5285062789917,0.0,415.6921938165305,1.0,0.001,5.0
1041,31.235076904296875,18.888307571411133,225.0280303955078,3563.616943359375,3563.616943359375,0.0,415.6921938165305,1.0,0.001,5.0
1042,0.2761414349079132,13.650867462158203,107.84007263183594,4.691893577575684,4.691893577575684,0.0,415.6921938165305,1.0,0.001,5.0
1043,0.1384201943874359,4.08602237701416,2771.456787109375,35.03702926635742,35.03702926635742,0.0,415.6921938165305,1.0,0.001,5.0
1044,0.027351196855306625,1.6515530347824097,20588.66796875,7.613290786743164,7.613290786743164,0.0,415.6921938165305,1.0,0.001,5.0
1045,14.160459518432617,26.584259033203125,174.60842895507812,484.5030212402344,484.5030212402344,0.0,415.6921938165305,1.0,0.001,5.0
1046,0.09882739186286926,4.843491554260254,2.054537773132324,11.219900131225586,11.219900131225586,0.0,415.6921938165305,1.0,0.001,5.0
1047,0.06293109059333801,0.31841009855270386,130784.5859375,232.294189453125,232.294189453125,0.0,415.6921938165305,1.0,0.001,5.0
1048,0.16144420206546783,9.027626037597656,9.17518424987793,2.145188808441162,2.145188808441162,0.0,415.6921938165305,1.0,0.001,5.0
1049,65.42964172363281,14.821662902832031,1546.1109619140625,21377.541015625,21377.541015625,0.0,415.6921938165305,1.0,0.001,5.0
1050,0.2507275938987732,12.647507667541504,13.484427452087402,15.913349151611328,15.913349151611328,0.0,415.6921938165305,1.0,0.001,5.0
1051,1.1589125394821167,11.323532104492188,710.3811645507812,113.48318481445312,113.48318481445312,0.0,415.6921938165305,1.0,0.001,5.0
1052,17.646127700805664,9.994260787963867,22579.73828125,6788.845703125,6788.845703125,0.0,415.6921938165305,1.0,0.001,5.0
1053,43.71172332763672,17.1247615814209,4.3532795906066895,4277.7685546875,4277.7685546875,0.0,415.6921938165305,1.0,0.001,5.0
1054,174.4449462890625,2.8237123489379883,8031.72119140625,123378.109375,123378.109375,0.0,415.6921938165305,1.0,0.001,5.0
1055,0.3001440167427063,12.978131294250488,11.640811920166016,23.33179473876953,23.33179473876953,0.0,415.6921938165305,1.0,0.001,5.0
1056,88.52518463134766,4.986117362976074,0.9767570495605469,63724.08203125,63724.08203125,0.0,415.6921938165305,1.0,0.001,5.0
1057,25.442121505737305,51.383201599121094,7.952042579650879,2198.752685546875,2198.752685546875,0.0,415.6921938165305,1.0,0.001,5.0
1058,112.83493041992188,14.855895042419434,25.726160049438477,31123.353515625,31123.353515625,0.0,415.6921938165305,1.0,0.001,5.0
1059,55.376426696777344,15.882209777832031,2.32211971282959,8484.1982421875,8484.1982421875,0.0,415.6921938165305,1.0,0.001,5.0
1060,0.5432116389274597,2.507261276245117,12113.15234375,264.4698486328125,264.4698486328125,0.0,415.6921938165305,1.0,0.001,5.0
1061,1.9005646705627441,17.99105453491211,1.572591781616211,83.27881622314453,83.27881622314453,0.0,415.6921938165305,1.0,0.001,5.0
1062,9.522873878479004,8.342143058776855,5041.6533203125,2624.84814453125,2624.84814453125,0.0,415.6921938165305,1.0,0.001,5.0
1063,0.3082978129386902,18.867149353027344,86.14933013916016,16.446243286132812,16.446243286132812,0.0,415.6921938165305,1.0,0.001,5.0
1064,37.941795349121094,1.3526955842971802,27711.71484375,89893.125,89893.125,0.0,415.6921938165305,1.0,0.001,5.0
1065,42.257713317871094,17.294540405273438,604.2301025390625,5961.28173828125,5961.28173828125,0.0,415.6921938165305,1.0,0.001,5.0
1066,34.19062423706055,4.535228252410889,47483.515625,27063.59375,27063.59375,0.0,415.6921938165305,1.0,0.001,5.0
1067,0.28338903188705444,14.462665557861328,41.3538818359375,0.3560083210468292,0.3560083210468292,0.0,415.6921938165305,1.0,0.001,5.0
1068,2.7723453044891357,6.85982084274292,4512.2626953125,778.1405639648438,778.1405639648438,0.0,415.6921938165305,1.0,0.001,5.0
1069,0.26102834939956665,16.52536392211914,42.244110107421875,1.1209948062896729,1.1209948062896729,0.0,415.6921938165305,1.0,0.001,5.0
1070,0.4089753031730652,17.30675506591797,62.49308776855469,16.82522201538086,16.82522201538086,0.0,415.6921938165305,1.0,0.001,5.0
1071,1.9793004989624023,9.303443908691406,1456.22119140625,324.3693542480469,324.3693542480469,0.0,415.6921938165305,1.0,0.001,5.0
1072,1.8508299589157104,11.887263298034668,937.5867309570312,317.7396545410156,317.7396545410156,0.0,415.6921938165305,1.0,0.001,5.0
1073,16.78899574279785,37.55276107788086,61.79423522949219,1038.4832763671875,1038.4832763671875,0.0,415.6921938165305,1.0,0.001,5.0
1074,0.07464899867773056,3.8002140522003174,2.4791207313537598,0.3523810803890228,0.3523810803890228,0.0,415.6921938165305,1.0,0.001,5.0
1075,0.33102378249168396,9.563173294067383,1.3690738677978516,27.93391227722168,27.93391227722168,0.0,415.6921938165305,1.0,0.001,5.0
1076,12.650771141052246,14.695240020751953,834.4295654296875,1346.8060302734375,1346.8060302734375,0.0,415.6921938165305,1.0,0.001,5.0
1077,11.350616455078125,33.52403259277344,14.042404174804688,331.39373779296875,331.39373779296875,0.0,415.6921938165305,1.0,0.001,5.0
1078,32.28766632080078,24.10491180419922,2.659404993057251,2821.55712890625,2821.55712890625,0.0,415.6921938165305,1.0,0.001,5.0
1079,0.058886751532554626,3.00476336479187,4383.8642578125,0.37030625343322754,0.37030625343322754,0.0,415.6921938165305,1.0,0.001,5.0
1080,0.943564236164093,7.042891979217529,2564.144775390625,149.55540466308594,149.55540466308594,0.0,415.6921938165305,1.0,0.001,5.0
1081,0.08283384889364243,3.0662994384765625,0.3896704316139221,4.411412715911865,4.411412715911865,0.0,415.6921938165305,1.0,0.001,5.0
1082,0.18083839118480682,5.489716053009033,2465.291259765625,63.509620666503906,63.509620666503906,0.0,415.6921938165305,1.0,0.001,5.0
1083,0.07709299027919769,3.497502088546753,2.3611583709716797,1.3940393924713135,1.3940393924713135,0.0,415.6921938165305,1.0,0.001,5.0
1084,1.5746041536331177,11.404019355773926,903.3760375976562,181.08819580078125,181.08819580078125,0.0,415.6921938165305,1.0,0.001,5.0
1085,65.13568878173828,11.871223449707031,0.7588726282119751,10749.189453125,10749.189453125,0.0,415.6921938165305,1.0,0.001,5.0
1086,25.50682830810547,23.43437957763672,34.10030746459961,1877.94580078125,1877.94580078125,0.0,415.6921938165305,1.0,0.001,5.0
1087,40.54574203491211,27.108800888061523,2.802417039871216,3454.88818359375,3454.88818359375,0.0,415.6921938165305,1.0,0.001,5.0
1088,15.702105522155762,38.02130126953125,1.835214376449585,499.2676086425781,499.2676086425781,0.0,415.6921938165305,1.0,0.001,5.0
1089,0.24281159043312073,11.666687965393066,143.0357208251953,0.44677984714508057,0.44677984714508057,0.0,415.6921938165305,1.0,0.001,5.0
1090,0.10289646685123444,5.157368183135986,1056.08203125,4.333505153656006,4.333505153656006,0.0,415.6921938165305,1.0,0.001,5.0
1091,1.5100706815719604,4.0883564949035645,7772.3486328125,560.3811645507812,560.3811645507812,0.0,415.6921938165305,1.0,0.001,5.0
1092,0.025344805791974068,0.4211769998073578,135522.828125,76.7713851928711,76.7713851928711,0.0,415.6921938165305,1.0,0.001,5.0
1093,8.214949607849121,21.336151123046875,134.9220428466797,409.7947998046875,409.7947998046875,0.0,415.6921938165305,1.0,0.001,5.0
1094,51.77978515625,11.010344505310059,458.7187805175781,10156.8037109375,10156.8037109375,0.0,415.6921938165305,1.0,0.001,5.0
1095,0.9747617840766907,19.642717361450195,145.90011596679688,50.01060104370117,50.01060104370117,0.0,415.6921938165305,1.0,0.001,5.0
1096,0.29184162616729736,15.966726303100586,37.05435562133789,4.689451217651367,4.689451217651367,0.0,415.6921938165305,1.0,0.001,5.0
1097,0.25157153606414795,14.007643699645996,105.2509994506836,0.5005555152893066,0.5005555152893066,0.0,415.6921938165305,1.0,0.001,5.0
1098,0.30064448714256287,12.081706047058105,236.35711669921875,15.35912036895752,15.35912036895752,0.0,415.6921938165305,1.0,0.001,5.0
1099,0.14889022707939148,8.309921264648438,363.60638427734375,0.5134533047676086,0.5134533047676086,0.0,415.6921938165305,1.0,0.001,5.0
1100,0.22884607315063477,9.285744667053223,456.29052734375,18.88324737548828,18.88324737548828,0.0,415.6921938165305,1.0,0.001,5.0
1101,45.574092864990234,16.079681396484375,70.06902313232422,8546.900390625,8546.900390625,0.0,415.6921938165305,1.0,0.001,5.0
1102,30.429977416992188,39.9222297668457,4.489407062530518,3185.047607421875,3185.047607421875,0.0,415.6921938165305,1.0,0.001,5.0
1103,258.4265441894531,1.9185450077056885,4.934309482574463,330195.0,330195.0,0.0,415.6921938165305,1.0,0.001,5.0
1104,412.28851318359375,6.420474529266357,3.5306339263916016,150525.921875,150525.921875,0.0,415.6921938165305,1.0,0.001,5.0
1105,0.8313005566596985,4.528408527374268,14728.7373046875,329.018310546875,329.018310546875,0.0,415.6921938165305,1.0,0.001,5.0
1106,34.77206039428711,16.529685974121094,2801.629638671875,6902.38671875,6902.38671875,0.0,415.6921938165305,1.0,0.001,5.0
1107,0.44893431663513184,4.968614101409912,5454.53173828125,144.13311767578125,144.13311767578125,0.0,415.6921938165305,1.0,0.001,5.0
1108,175.09188842773438,6.442729949951172,75.98625946044922,114910.421875,114910.421875,0.0,415.6921938165305,1.0,0.001,5.0
1109,13.946385383605957,39.3115234375,0.4225563406944275,487.2295227050781,487.2295227050781,0.0,415.6921938165305,1.0,0.001,5.0
1110,1.1325072050094604,17.986539840698242,113.07140350341797,74.61324310302734,74.61324310302734,0.0,415.6921938165305,1.0,0.001,5.0
1111,126.2898941040039,6.954133987426758,0.7566885352134705,78576.8984375,78576.8984375,0.0,415.6921938165305,1.0,0.001,5.0
1112,46.08222961425781,17.505495071411133,308.6724853515625,7956.3642578125,7956.3642578125,0.0,415.6921938165305,1.0,0.001,5.0
1113,20.574886322021484,29.50553321838379,0.2437441647052765,1460.1182861328125,1460.1182861328125,0.0,415.6921938165305,1.0,0.001,5.0
1114,0.14120866358280182,8.231529235839844,8.631558418273926,2.575719118118286,2.575719118118286,0.0,415.6921938165305,1.0,0.001,5.0
1115,0.0892743244767189,4.389132022857666,1641.4290771484375,0.37124958634376526,0.37124958634376526,0.0,415.6921938165305,1.0,0.001,5.0
1116,192.54983520507812,13.577606201171875,335.9897155761719,57594.328125,57594.328125,0.0,415.6921938165305,1.0,0.001,5.0
1117,4.011646270751953,12.884745597839355,860.4959106445312,617.3631591796875,617.3631591796875,0.0,415.6921938165305,1.0,0.001,5.0
1118,0.4533878564834595,20.658157348632812,27.204120635986328,21.817575454711914,21.817575454711914,0.0,415.6921938165305,1.0,0.001,5.0
1119,1.1302578449249268,3.8027186393737793,11799.849609375,945.3904418945312,945.3904418945312,0.0,415.6921938165305,1.0,0.001,5.0
1120,0.23462004959583282,11.87801742553711,14.84022331237793,5.482095241546631,5.482095241546631,0.0,415.6921938165305,1.0,0.001,5.0
1121,55.305091857910156,14.413118362426758,19.299453735351562,9942.337890625,9942.337890625,0.0,415.6921938165305,1.0,0.001,5.0
1122,0.06363401561975479,2.861271381378174,1.4970839023590088,0.653862714767456,0.653862714767456,0.0,415.6921938165305,1.0,0.001,5.0
1123,0.234441339969635,13.042922973632812,164.4833526611328,4.952136039733887,4.952136039733887,0.0,415.6921938165305,1.0,0.001,5.0
1124,5.282883167266846,3.4728763103485107,35440.7578125,2089.47119140625,2089.47119140625,0.0,415.6921938165305,1.0,0.001,5.0
1125,190.97982788085938,21.753459930419922,12.71137809753418,89592.6640625,89592.6640625,0.0,415.6921938165305,1.0,0.001,5.0
1126,66.47132110595703,13.669267654418945,8.503828048706055,10874.296875,10874.296875,0.0,415.6921938165305,1.0,0.001,5.0
1127,0.7548874020576477,15.608139038085938,8.61439323425293,52.06817626953125,52.06817626953125,0.0,415.6921938165305,1.0,0.001,5.0
1128,3.4883780479431152,23.713733673095703,3.1968657970428467,106.00847625732422,106.00847625732422,0.0,415.6921938165305,1.0,0.001,5.0
1129,0.2827760875225067,6.855287551879883,0.8620669841766357,27.77020835876465,27.77020835876465,0.0,415.6921938165305,1.0,0.001,5.0
1130,73.33106231689453,1.2814260721206665,196.7879638671875,203710.40625,203710.40625,0.0,415.6921938165305,1.0,0.001,5.0
1131,363.6426696777344,6.5667853355407715,5356.0615234375,114337.125,114337.125,0.0,415.6921938165305,1.0,0.001,5.0
1132,0.7675113677978516,5.592978000640869,5446.08154296875,190.57823181152344,190.57823181152344,0.0,415.6921938165305,1.0,0.001,5.0
1133,28.11983299255371,34.08407211303711,10.190896034240723,2006.4193115234375,2006.4193115234375,0.0,415.6921938165305,1.0,0.001,5.0
1134,2.120616912841797,6.4860734939575195,3244.171630859375,436.4990234375,436.4990234375,0.0,415.6921938165305,1.0,0.001,5.0
1135,0.3059975802898407,7.438689708709717,0.206513449549675,22.8538761138916,22.8538761138916,0.0,415.6921938165305,1.0,0.001,5.0
1136,0.0555129311978817,2.7839395999908447,10936.5185546875,13.175053596496582,13.175053596496582,0.0,415.6921938165305,1.0,0.001,5.0
1137,107.07170104980469,3.015834331512451,953.2907104492188,124907.546875,124907.546875,0.0,415.6921938165305,1.0,0.001,5.0
1138,0.042381200939416885,2.4618468284606934,6045.39697265625,2.1408751010894775,2.1408751010894775,0.0,415.6921938165305,1.0,0.001,5.0
1139,0.8688234090805054,4.930193901062012,5890.31005859375,470.107421875,470.107421875,0.0,415.6921938165305,1.0,0.001,5.0
1140,28.653072357177734,2.4168944358825684,81932.2265625,46774.75,46774.75,0.0,415.6921938165305,1.0,0.001,5.0
1141,4.19959831237793,3.753276824951172,21107.185546875,2902.215087890625,2902.215087890625,0.0,415.6921938165305,1.0,0.001,5.0
1142,32.451595306396484,8.124756813049316,3979.090576171875,9479.9912109375,9479.9912109375,0.0,415.6921938165305,1.0,0.001,5.0
1143,65.24845886230469,5.255172252655029,56544.41015625,46911.15234375,46911.15234375,0.0,415.6921938165305,1.0,0.001,5.0
1144,88.36589050292969,3.714372158050537,42.401302337646484,87691.671875,87691.671875,0.0,415.6921938165305,1.0,0.001,5.0
1145,0.02596113830804825,1.2654904127120972,16308.05078125,1.1113272905349731,1.1113272905349731,0.0,415.6921938165305,1.0,0.001,5.0
1146,6.946615219116211,23.13445281982422,316.7236633300781,589.1222534179688,589.1222534179688,0.0,415.6921938165305,1.0,0.001,5.0
1147,82.12664031982422,3.8902487754821777,0.2573719322681427,29063.890625,29063.890625,0.0,415.6921938165305,1.0,0.001,5.0
1148,158.7878875732422,11.871163368225098,0.2849782705307007,61731.76171875,61731.76171875,0.0,415.6921938165305,1.0,0.001,5.0
1149,36.45762252807617,12.924591064453125,604.6300048828125,4793.71435546875,4793.71435546875,0.0,415.6921938165305,1.0,0.001,5.0
1150,29.123321533203125,31.306676864624023,30.455224990844727,2490.909423828125,2490.909423828125,0.0,415.6921938165305,1.0,0.001,5.0
1151,0.2791668176651001,11.653938293457031,193.37570190429688,15.270926475524902,15.270926475524902,0.0,415.6921938165305,1.0,0.001,5.0
1152,213.8388214111328,27.077163696289062,428.53466796875,71868.9765625,71868.9765625,0.0,415.6921938165305,1.0,0.001,5.0
1153,32.00899124145508,27.994686126708984,74.06080627441406,3138.792724609375,3138.792724609375,0.0,415.6921938165305,1.0,0.001,5.0
1154,210.65756225585938,3.2755649089813232,5163.421875,231661.265625,231661.265625,0.0,415.6921938165305,1.0,0.001,5.0
