iteration,original_grad_norm,regularized_grad_norm,error_norm,input_norm,new_input_norm,old_input_norm,bound_norm
58,2.7492382526397705,4.851074695587158,106.01590728759766,192.56321716308594,192.56321716308594,0.0,415.6921938165305
59,4.69927453994751,3.8539364337921143,112.48322296142578,193.4359588623047,193.4359588623047,0.0,415.6921938165305
60,3.599994421005249,3.557065963745117,100.2649154663086,202.6634521484375,202.6634521484375,0.0,415.6921938165305
61,4.8365092277526855,4.151601791381836,103.95311737060547,202.2699432373047,202.2699432373047,0.0,415.6921938165305
62,3.6696274280548096,4.547572612762451,106.2341537475586,205.79563903808594,205.79563903808594,0.0,415.6921938165305
63,4.641218662261963,3.6660971641540527,121.17627716064453,207.42022705078125,207.42022705078125,0.0,415.6921938165305
64,3.391629934310913,3.9313952922821045,117.40945434570312,211.0300750732422,211.0300750732422,0.0,415.6921938165305
65,2.047008514404297,4.076516628265381,104.47637176513672,211.12301635742188,211.12301635742188,0.0,415.6921938165305
66,4.106225967407227,3.5279531478881836,123.74545288085938,220.8963165283203,220.8963165283203,0.0,415.6921938165305
67,3.28393292427063,4.661193370819092,118.77877807617188,214.68905639648438,214.68905639648438,0.0,415.6921938165305
68,2.4073193073272705,4.1559648513793945,114.82289123535156,230.61643981933594,230.61643981933594,0.0,415.6921938165305
69,6.074845314025879,3.0929129123687744,139.42953491210938,224.86170959472656,224.86170959472656,0.0,415.6921938165305
70,5.111486911773682,4.121931076049805,123.28150939941406,240.09371948242188,240.09371948242188,0.0,415.6921938165305
71,4.215398788452148,4.070941925048828,116.30926513671875,235.052734375,235.052734375,0.0,415.6921938165305
72,3.964223861694336,3.645108699798584,130.283935546875,239.55653381347656,239.55653381347656,0.0,415.6921938165305
73,3.750185966491699,3.9614627361297607,127.75899505615234,246.40798950195312,246.40798950195312,0.0,415.6921938165305
74,3.8003814220428467,3.8405025005340576,139.46664428710938,249.5986328125,249.5986328125,0.0,415.6921938165305
75,3.071197509765625,3.501962184906006,134.72914123535156,242.764404296875,242.764404296875,0.0,415.6921938165305
76,3.3639535903930664,3.651646852493286,137.0984344482422,253.1176300048828,253.1176300048828,0.0,415.6921938165305
77,2.997312545776367,3.6564624309539795,131.02488708496094,249.69789123535156,249.69789123535156,0.0,415.6921938165305
78,4.439586162567139,3.458761692047119,143.45448303222656,257.31121826171875,257.31121826171875,0.0,415.6921938165305
79,3.9169516563415527,3.6894941329956055,133.34092712402344,268.25079345703125,268.25079345703125,0.0,415.6921938165305
80,2.967789649963379,4.091859817504883,139.60690307617188,259.7913818359375,259.7913818359375,0.0,415.6921938165305
81,4.363419532775879,3.3758835792541504,151.1105194091797,272.8408203125,272.8408203125,0.0,415.6921938165305
82,3.55125093460083,3.3643083572387695,133.80712890625,282.2989196777344,282.2989196777344,0.0,415.6921938165305
83,3.506556987762451,3.0173192024230957,153.1243896484375,269.88763427734375,269.88763427734375,0.0,415.6921938165305
84,5.568383693695068,2.637336492538452,167.53604125976562,278.438720703125,278.438720703125,0.0,415.6921938165305
85,3.6475658416748047,3.381230354309082,159.5570526123047,290.0880432128906,290.0880432128906,0.0,415.6921938165305
86,4.356237411499023,3.5974864959716797,150.8284454345703,290.29296875,290.29296875,0.0,415.6921938165305
87,5.175169467926025,2.8461081981658936,152.54965209960938,291.5419006347656,291.5419006347656,0.0,415.6921938165305
88,4.665808200836182,2.9280316829681396,165.37205505371094,281.9880065917969,281.9880065917969,0.0,415.6921938165305
89,4.590216636657715,3.2734503746032715,158.51219177246094,302.0726318359375,302.0726318359375,0.0,415.6921938165305
90,4.102415084838867,3.203052043914795,166.1099853515625,297.8677062988281,297.8677062988281,0.0,415.6921938165305
91,4.693390846252441,2.7580766677856445,177.12469482421875,300.64263916015625,300.64263916015625,0.0,415.6921938165305
92,4.359809875488281,3.2042856216430664,164.95001220703125,297.841552734375,297.841552734375,0.0,415.6921938165305
93,4.546470642089844,3.307218074798584,157.3131103515625,299.6956787109375,299.6956787109375,0.0,415.6921938165305
94,2.864865779876709,3.67002272605896,166.69981384277344,315.9910888671875,315.9910888671875,0.0,415.6921938165305
95,4.530966758728027,2.658043384552002,170.3610382080078,311.5093688964844,311.5093688964844,0.0,415.6921938165305
96,5.077333450317383,3.4141762256622314,182.7181854248047,311.63067626953125,311.63067626953125,0.0,415.6921938165305
97,3.637193202972412,2.7903800010681152,161.9118194580078,327.7218933105469,327.7218933105469,0.0,415.6921938165305
98,5.004888534545898,3.177222728729248,170.7746124267578,332.4535827636719,332.4535827636719,0.0,415.6921938165305
99,3.1585183143615723,2.9360287189483643,171.7202606201172,328.1698303222656,328.1698303222656,0.0,415.6921938165305
100,3.9387333393096924,2.800682783126831,183.46771240234375,340.4498291015625,340.4498291015625,0.0,415.6921938165305
101,2.5340540409088135,3.1619036197662354,183.39382934570312,336.9543762207031,336.9543762207031,0.0,415.6921938165305
102,6.91724157333374,2.6918880939483643,197.74168395996094,327.2326354980469,327.2326354980469,0.0,415.6921938165305
103,3.5811073780059814,3.3913071155548096,158.1075897216797,332.6935729980469,332.6935729980469,0.0,415.6921938165305
104,5.877801895141602,2.5010759830474854,190.26834106445312,361.78826904296875,361.78826904296875,0.0,415.6921938165305
105,4.117728233337402,2.5340163707733154,180.3498077392578,351.3353576660156,351.3353576660156,0.0,415.6921938165305
106,6.669858455657959,2.3538951873779297,208.74786376953125,340.7908935546875,340.7908935546875,0.0,415.6921938165305
107,3.995337963104248,2.440067768096924,194.68612670898438,350.6091613769531,350.6091613769531,0.0,415.6921938165305
108,6.175347805023193,2.2098276615142822,207.39852905273438,367.1842041015625,367.1842041015625,0.0,415.6921938165305
109,4.306399822235107,3.0718986988067627,208.90611267089844,367.3414306640625,367.3414306640625,0.0,415.6921938165305
110,4.066205024719238,2.6344830989837646,193.55120849609375,374.07867431640625,374.07867431640625,0.0,415.6921938165305
111,7.074609756469727,2.346257209777832,237.3827362060547,377.1845397949219,377.1845397949219,0.0,415.6921938165305
112,3.010193347930908,2.8147664070129395,186.62733459472656,386.04193115234375,386.04193115234375,0.0,415.6921938165305
113,4.408865451812744,2.8747527599334717,209.3932342529297,375.8808898925781,375.8808898925781,0.0,415.6921938165305
114,4.3391289710998535,3.0552947521209717,196.86856079101562,377.0697937011719,377.0697937011719,0.0,415.6921938165305
115,5.026780128479004,2.368067979812622,201.1119842529297,400.2183837890625,400.2183837890625,0.0,415.6921938165305
116,5.987342834472656,2.649207353591919,196.83740234375,385.738037109375,385.738037109375,0.0,415.6921938165305
117,3.900883913040161,2.684617757797241,196.1758575439453,389.5255432128906,389.5255432128906,0.0,415.6921938165305
118,3.956740617752075,2.767025947570801,201.42274475097656,390.2757568359375,390.2757568359375,0.0,415.6921938165305
119,4.7700653076171875,2.27557110786438,206.71417236328125,393.4786682128906,393.4786682128906,0.0,415.6921938165305
120,6.307068347930908,2.1910505294799805,214.64498901367188,390.7567138671875,390.7567138671875,0.0,415.6921938165305
121,6.994478702545166,2.1927595138549805,242.82708740234375,406.8567199707031,406.8567199707031,0.0,415.6921938165305
122,3.2951760292053223,2.6200294494628906,194.87747192382812,404.169677734375,404.169677734375,0.0,415.6921938165305
123,5.7548112869262695,2.666778564453125,209.29852294921875,418.2269592285156,418.2269592285156,0.0,415.6921938165305
124,4.996405124664307,2.2338502407073975,217.44932556152344,439.6156921386719,439.6156921386719,0.0,415.6921938165305
125,4.753912925720215,2.691277503967285,224.28839111328125,417.2601013183594,417.2601013183594,0.0,415.6921938165305
126,5.571998119354248,2.4061336517333984,216.1378173828125,418.0746154785156,418.0746154785156,0.0,415.6921938165305
127,6.085292816162109,2.2531068325042725,222.77951049804688,423.8125305175781,423.8125305175781,0.0,415.6921938165305
128,7.224982261657715,2.603410005569458,227.2814178466797,432.49627685546875,432.49627685546875,0.0,415.6921938165305
129,4.9965314865112305,2.223851203918457,222.59091186523438,422.04412841796875,422.04412841796875,0.0,415.6921938165305
130,4.780242919921875,2.474472761154175,223.65110778808594,424.77362060546875,424.77362060546875,0.0,415.6921938165305
131,4.250484466552734,2.396394729614258,227.00765991210938,432.65771484375,432.65771484375,0.0,415.6921938165305
132,4.9264817237854,2.3410146236419678,233.0317840576172,437.21343994140625,437.21343994140625,0.0,415.6921938165305
133,5.4702630043029785,2.42146635055542,231.97642517089844,450.9825439453125,450.9825439453125,0.0,415.6921938165305
134,4.804322719573975,2.160508632659912,226.4379425048828,461.045166015625,461.045166015625,0.0,415.6921938165305
135,4.885061740875244,2.241245985031128,230.0037841796875,463.2762756347656,463.2762756347656,0.0,415.6921938165305
136,4.855839729309082,2.3716797828674316,256.4357604980469,471.7979431152344,471.7979431152344,0.0,415.6921938165305
137,3.8600690364837646,2.2246158123016357,245.37535095214844,461.1230163574219,461.1230163574219,0.0,415.6921938165305
138,4.645002365112305,2.215010643005371,241.74700927734375,443.7018737792969,443.7018737792969,0.0,415.6921938165305
139,5.560025691986084,2.3736732006073,247.19114685058594,467.5443115234375,467.5443115234375,0.0,415.6921938165305
140,5.088655948638916,2.3770945072174072,228.50540161132812,475.3220520019531,475.3220520019531,0.0,415.6921938165305
141,5.649979591369629,1.9732009172439575,254.1174774169922,493.4435119628906,493.4435119628906,0.0,415.6921938165305
142,5.318282604217529,2.6478724479675293,233.34986877441406,478.526123046875,478.526123046875,0.0,415.6921938165305
143,4.89677095413208,2.315236806869507,245.9966583251953,472.467529296875,472.467529296875,0.0,415.6921938165305
144,5.58662223815918,2.537626266479492,248.60891723632812,487.7864990234375,487.7864990234375,0.0,415.6921938165305
145,6.344895362854004,2.0054378509521484,288.9349365234375,501.93768310546875,501.93768310546875,0.0,415.6921938165305
146,3.9933810234069824,2.2574589252471924,262.4397888183594,488.57275390625,488.57275390625,0.0,415.6921938165305
147,7.122998237609863,1.420078158378601,266.0572814941406,486.8760681152344,486.8760681152344,0.0,415.6921938165305
148,7.945764064788818,2.0235331058502197,295.6759033203125,502.8040771484375,502.8040771484375,0.0,415.6921938165305
149,7.015133857727051,1.7066454887390137,273.0981750488281,505.6356506347656,505.6356506347656,0.0,415.6921938165305
150,4.760730743408203,1.9342937469482422,264.0445861816406,516.1563110351562,516.1563110351562,0.0,415.6921938165305
151,7.597479343414307,1.7701796293258667,281.9361877441406,503.4782409667969,503.4782409667969,0.0,415.6921938165305
152,6.090965747833252,2.074892997741699,268.08062744140625,523.5851440429688,523.5851440429688,0.0,415.6921938165305
153,5.187269687652588,2.0635547637939453,275.15557861328125,503.77313232421875,503.77313232421875,0.0,415.6921938165305
154,5.931693077087402,1.6722891330718994,306.3528747558594,499.1728820800781,499.1728820800781,0.0,415.6921938165305
155,7.1574296951293945,1.5950895547866821,284.5177307128906,526.177001953125,526.177001953125,0.0,415.6921938165305
156,6.485060214996338,1.9716538190841675,291.54791259765625,518.3109741210938,518.3109741210938,0.0,415.6921938165305
157,4.0985026359558105,2.4833710193634033,264.1963806152344,528.4461669921875,528.4461669921875,0.0,415.6921938165305
158,6.3315606117248535,2.1688315868377686,294.7427062988281,530.8857421875,530.8857421875,0.0,415.6921938165305
159,4.758743762969971,2.3053550720214844,265.1793212890625,529.2698974609375,529.2698974609375,0.0,415.6921938165305
160,6.098191261291504,1.6295307874679565,299.08465576171875,519.8856811523438,519.8856811523438,0.0,415.6921938165305
161,6.427024841308594,2.2047715187072754,274.53594970703125,535.3920288085938,535.3920288085938,0.0,415.6921938165305
162,5.431612014770508,2.437906503677368,287.5805969238281,525.865966796875,525.865966796875,0.0,415.6921938165305
163,6.318302154541016,2.051701784133911,290.4445495605469,542.688720703125,542.688720703125,0.0,415.6921938165305
164,6.3267951011657715,1.9046036005020142,268.52423095703125,556.18896484375,556.18896484375,0.0,415.6921938165305
165,6.954364776611328,1.6677639484405518,304.122314453125,548.8751831054688,548.8751831054688,0.0,415.6921938165305
166,5.236176013946533,2.2218661308288574,328.8343505859375,565.3116455078125,565.3116455078125,0.0,415.6921938165305
167,6.351231575012207,2.0022692680358887,290.0397644042969,557.461181640625,557.461181640625,0.0,415.6921938165305
168,7.746855735778809,1.5431877374649048,299.2666931152344,542.3513793945312,542.3513793945312,0.0,415.6921938165305
169,6.339411735534668,1.717953085899353,330.56732177734375,564.1517944335938,564.1517944335938,0.0,415.6921938165305
170,5.499265670776367,1.9258173704147339,297.0132751464844,564.7293090820312,564.7293090820312,0.0,415.6921938165305
171,5.981517314910889,1.7416218519210815,290.0689697265625,572.6758422851562,572.6758422851562,0.0,415.6921938165305
172,7.166639804840088,1.7299635410308838,322.47271728515625,571.6929321289062,571.6929321289062,0.0,415.6921938165305
173,6.502434253692627,1.601358413696289,329.5234680175781,573.3994140625,573.3994140625,0.0,415.6921938165305
174,7.921794891357422,1.5889785289764404,310.06317138671875,575.8056640625,575.8056640625,0.0,415.6921938165305
175,4.269547462463379,2.2320375442504883,326.7054138183594,584.9930419921875,584.9930419921875,0.0,415.6921938165305
176,7.574373722076416,1.688252568244934,320.10333251953125,609.362548828125,609.362548828125,0.0,415.6921938165305
177,7.650161266326904,1.8186544179916382,333.52838134765625,626.9938354492188,626.9938354492188,0.0,415.6921938165305
178,9.149269104003906,1.5892733335494995,352.5018310546875,599.8072509765625,599.8072509765625,0.0,415.6921938165305
179,4.590142250061035,2.0645298957824707,299.6013488769531,598.7609252929688,598.7609252929688,0.0,415.6921938165305
180,5.4126081466674805,1.8587149381637573,336.2702331542969,590.9216918945312,590.9216918945312,0.0,415.6921938165305
181,8.435602188110352,1.5604480504989624,341.5039978027344,589.009521484375,589.009521484375,0.0,415.6921938165305
182,4.402440547943115,1.9201164245605469,330.7520751953125,591.4613647460938,591.4613647460938,0.0,415.6921938165305
183,5.061511516571045,1.8289885520935059,320.33636474609375,597.0841674804688,597.0841674804688,0.0,415.6921938165305
184,6.73936653137207,1.6430906057357788,344.34149169921875,598.2662963867188,598.2662963867188,0.0,415.6921938165305
185,3.888579845428467,2.1748733520507812,349.2557067871094,616.7343139648438,616.7343139648438,0.0,415.6921938165305
186,5.513137340545654,1.7795318365097046,314.3461608886719,624.4498901367188,624.4498901367188,0.0,415.6921938165305
187,4.931389808654785,2.037325143814087,348.6441955566406,609.356689453125,609.356689453125,0.0,415.6921938165305
188,5.408482074737549,1.472701072692871,337.47998046875,609.3211059570312,609.3211059570312,0.0,415.6921938165305
189,8.8927583694458,1.6558125019073486,326.19927978515625,637.8118896484375,637.8118896484375,0.0,415.6921938165305
190,6.706270694732666,1.6539812088012695,321.81585693359375,635.4175415039062,635.4175415039062,0.0,415.6921938165305
191,6.04675817489624,1.486973762512207,352.0361328125,650.5001220703125,650.5001220703125,0.0,415.6921938165305
192,7.0058135986328125,1.688769817352295,347.8036804199219,665.4200439453125,665.4200439453125,0.0,415.6921938165305
193,5.556274890899658,1.6899724006652832,339.370361328125,648.641357421875,648.641357421875,0.0,415.6921938165305
194,4.831045627593994,1.7194725275039673,352.8390197753906,646.5654907226562,646.5654907226562,0.0,415.6921938165305
195,5.609607696533203,1.964480996131897,358.1893615722656,626.9794921875,626.9794921875,0.0,415.6921938165305
196,7.873381614685059,1.4358989000320435,381.0477600097656,671.4969482421875,671.4969482421875,0.0,415.6921938165305
197,6.350297451019287,1.6060503721237183,356.2876892089844,649.078125,649.078125,0.0,415.6921938165305
198,6.229518890380859,1.8770601749420166,337.39727783203125,655.9351196289062,655.9351196289062,0.0,415.6921938165305
199,7.461616039276123,1.7124439477920532,368.78045654296875,656.2391357421875,656.2391357421875,0.0,415.6921938165305
200,4.4406256675720215,1.9493707418441772,357.2117614746094,678.5340576171875,678.5340576171875,0.0,415.6921938165305
201,6.568958282470703,1.4928433895111084,341.7239990234375,698.1527099609375,698.1527099609375,0.0,415.6921938165305
202,6.021284580230713,1.6088848114013672,352.9711608886719,687.7667236328125,687.7667236328125,0.0,415.6921938165305
203,6.450479507446289,1.6633166074752808,349.88909912109375,684.2103271484375,684.2103271484375,0.0,415.6921938165305
204,6.0874762535095215,1.5571503639221191,354.1977844238281,674.1983642578125,674.1983642578125,0.0,415.6921938165305
205,8.006693840026855,1.4833389520645142,388.33282470703125,702.7484741210938,702.7484741210938,0.0,415.6921938165305
206,6.869901180267334,1.7554210424423218,324.79345703125,708.89892578125,708.89892578125,0.0,415.6921938165305
207,8.10084342956543,1.592099905014038,341.8602600097656,686.97314453125,686.97314453125,0.0,415.6921938165305
208,5.6889753341674805,1.5308865308761597,352.7164611816406,719.5363159179688,719.5363159179688,0.0,415.6921938165305
209,6.16477108001709,1.5727275609970093,399.39990234375,688.7427368164062,688.7427368164062,0.0,415.6921938165305
210,4.693044185638428,1.713610053062439,372.35638427734375,719.9200439453125,719.9200439453125,0.0,415.6921938165305
211,5.406060695648193,1.5265291929244995,368.8046569824219,683.2830810546875,683.2830810546875,0.0,415.6921938165305
212,7.812262058258057,1.4011272192001343,400.8998107910156,679.3877563476562,679.3877563476562,0.0,415.6921938165305
213,4.768874645233154,1.5201938152313232,414.65185546875,739.813232421875,739.813232421875,0.0,415.6921938165305
214,6.451742649078369,1.5467253923416138,379.9613037109375,749.79345703125,749.79345703125,0.0,415.6921938165305
215,7.101423263549805,1.4933269023895264,350.22564697265625,718.7907104492188,718.7907104492188,0.0,415.6921938165305
216,5.27415657043457,1.8634401559829712,365.9169006347656,726.1372680664062,726.1372680664062,0.0,415.6921938165305
217,7.498355865478516,1.401190996170044,396.843017578125,742.0777587890625,742.0777587890625,0.0,415.6921938165305
218,10.121960639953613,1.1900672912597656,406.53411865234375,755.1800537109375,755.1800537109375,0.0,415.6921938165305
219,7.706288814544678,1.4436908960342407,427.261962890625,736.3250732421875,736.3250732421875,0.0,415.6921938165305
220,9.185235023498535,1.1572786569595337,424.3777160644531,721.1171875,721.1171875,0.0,415.6921938165305
221,4.764748573303223,1.4957937002182007,385.8216552734375,727.7229614257812,727.7229614257812,0.0,415.6921938165305
222,9.184040069580078,1.2170506715774536,433.3370361328125,723.4877319335938,723.4877319335938,0.0,415.6921938165305
223,6.239687919616699,1.1100794076919556,396.6807861328125,738.0067138671875,738.0067138671875,0.0,415.6921938165305
224,6.676207542419434,1.4851062297821045,429.8451843261719,764.5184936523438,764.5184936523438,0.0,415.6921938165305
225,7.314027309417725,1.6938124895095825,396.27215576171875,747.7598876953125,747.7598876953125,0.0,415.6921938165305
226,9.186007499694824,1.2914777994155884,418.4847717285156,763.7732543945312,763.7732543945312,0.0,415.6921938165305
227,5.979867458343506,1.4177205562591553,423.0097351074219,782.570068359375,782.570068359375,0.0,415.6921938165305
228,6.0013227462768555,1.566493034362793,386.8112487792969,759.1442260742188,759.1442260742188,0.0,415.6921938165305
229,10.595830917358398,1.1103571653366089,426.31903076171875,781.9591674804688,781.9591674804688,0.0,415.6921938165305
230,5.754772186279297,1.2695951461791992,423.3381042480469,776.4022216796875,776.4022216796875,0.0,415.6921938165305
231,4.912713050842285,1.5110089778900146,421.0855407714844,745.314697265625,745.314697265625,0.0,415.6921938165305
232,8.643839836120605,1.1337096691131592,445.38433837890625,795.7137451171875,795.7137451171875,0.0,415.6921938165305
233,12.849854469299316,1.3117586374282837,460.69903564453125,792.1629638671875,792.1629638671875,0.0,415.6921938165305
234,6.278875350952148,1.522653341293335,386.08184814453125,791.5751953125,791.5751953125,0.0,415.6921938165305
235,7.428136825561523,1.2080340385437012,430.6800842285156,804.9799194335938,804.9799194335938,0.0,415.6921938165305
236,8.372161865234375,1.4162439107894897,461.9197082519531,793.354248046875,793.354248046875,0.0,415.6921938165305
237,7.556241035461426,1.3195080757141113,408.4881896972656,775.306640625,775.306640625,0.0,415.6921938165305
238,10.785707473754883,1.1293338537216187,415.4667053222656,806.4706420898438,806.4706420898438,0.0,415.6921938165305
239,7.946529388427734,1.1792742013931274,431.5675964355469,795.94140625,795.94140625,0.0,415.6921938165305
240,6.5919036865234375,1.4091492891311646,472.8931579589844,799.265625,799.265625,0.0,415.6921938165305
241,5.2157487869262695,1.6141409873962402,419.9036865234375,798.5676879882812,798.5676879882812,0.0,415.6921938165305
242,7.920968532562256,1.2589678764343262,415.90911865234375,835.3119506835938,835.3119506835938,0.0,415.6921938165305
243,7.31527042388916,1.1744787693023682,438.3493957519531,836.2211303710938,836.2211303710938,0.0,415.6921938165305
244,5.608704566955566,1.5541342496871948,424.7798767089844,808.8971557617188,808.8971557617188,0.0,415.6921938165305
245,5.259398460388184,1.4689456224441528,432.7906494140625,798.9990844726562,798.9990844726562,0.0,415.6921938165305
246,11.95335578918457,0.8625296950340271,517.537109375,851.8174438476562,851.8174438476562,0.0,415.6921938165305
247,9.247356414794922,1.31294584274292,469.82855224609375,799.52978515625,799.52978515625,0.0,415.6921938165305
248,4.307008743286133,1.5630276203155518,423.4309997558594,806.9855346679688,806.9855346679688,0.0,415.6921938165305
249,7.199827671051025,1.1416839361190796,430.4685363769531,816.9577026367188,816.9577026367188,0.0,415.6921938165305
250,8.999868392944336,1.3738762140274048,463.2229919433594,857.5379028320312,857.5379028320312,0.0,415.6921938165305
251,12.75174617767334,1.0569180250167847,494.35174560546875,832.5809936523438,832.5809936523438,0.0,415.6921938165305
252,6.056015968322754,1.3329194784164429,481.4510192871094,860.340087890625,860.340087890625,0.0,415.6921938165305
253,9.80221939086914,1.172668218612671,475.77545166015625,852.8626098632812,852.8626098632812,0.0,415.6921938165305
254,6.8940205574035645,1.240986943244934,468.9720153808594,859.0820922851562,859.0820922851562,0.0,415.6921938165305
