mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_alpha_ema,logdir
0.6356793910063098,1755341088,,False,1,024c4211,2025-08-16_12-44-48,569.3440737724304,569.3440737724304,30341,dl580-gpu3.unipi.it,131.114.142.6,569.3440737724304,1,0.0018528278118589668,0.3096509708795062,024c4211
0.5887055295710772,1755341070,,False,1,408aff6c,2025-08-16_12-44-30,549.0934660434723,549.0934660434723,30589,dl580-gpu3.unipi.it,131.114.142.6,549.0934660434723,1,0.0016940698302880823,0.2785279127133743,408aff6c
5.498162583996199e+18,1755341080,,False,1,f5abdf25,2025-08-16_12-44-40,555.7492485046387,555.7492485046387,30797,dl580-gpu3.unipi.it,131.114.142.6,555.7492485046387,1,0.07132212981416808,0.42052939425291125,f5abdf25
0.32764088705982647,1755341076,,False,1,d799d562,2025-08-16_12-44-36,548.9780564308167,548.9780564308167,30913,dl580-gpu3.unipi.it,131.114.142.6,548.9780564308167,1,0.0004861933747085834,0.19542108682761228,d799d562
2.110264662301661,1755341135,,False,1,71b70b3e,2025-08-16_12-45-35,544.4418659210205,544.4418659210205,33027,dl580-gpu3.unipi.it,131.114.142.6,544.4418659210205,1,0.006927271285596416,0.26150139013345286,71b70b3e
0.6515946322318363,1755341645,,False,1,5de70faa,2025-08-16_12-54-05,565.577271938324,565.577271938324,47667,dl580-gpu3.unipi.it,131.114.142.6,565.577271938324,1,0.0018417720301426644,0.44149517650121106,5de70faa
3.92912268207747e+20,1755341641,,False,1,9c4ff014,2025-08-16_12-54-01,556.3318419456482,556.3318419456482,47933,dl580-gpu3.unipi.it,131.114.142.6,556.3318419456482,1,0.056717966630939344,0.9227185219818761,9c4ff014
6.539542165828725e+18,1755341637,,False,1,338c8e58,2025-08-16_12-53-57,548.7273471355438,548.7273471355438,48196,dl580-gpu3.unipi.it,131.114.142.6,548.7273471355438,1,0.07231718913479651,0.5533159957549214,338c8e58
6.474621295780427e+18,1755341667,,False,1,0573e776,2025-08-16_12-54-27,570.4007985591888,570.4007985591888,48475,dl580-gpu3.unipi.it,131.114.142.6,570.4007985591888,1,0.0371844222200894,0.18260798282501045,0573e776
0.27777845487641506,1755341703,,False,1,25407117,2025-08-16_12-55-03,559.6947724819183,559.6947724819183,50034,dl580-gpu3.unipi.it,131.114.142.6,559.6947724819183,1,0.0001605086181444155,0.07382468560722677,25407117
0.2794098271347546,1755342195,,False,1,d2f49481,2025-08-16_13-03-15,549.7408320903778,549.7408320903778,65315,dl580-gpu3.unipi.it,131.114.142.6,549.7408320903778,1,0.00020518221635542974,0.6850531894113456,d2f49481
0.276433948418797,1755342224,,False,1,0bcf7d8e,2025-08-16_13-03-44,574.2939462661743,574.2939462661743,65505,dl580-gpu3.unipi.it,131.114.142.6,574.2939462661743,1,0.00026150873427762615,0.234003493810083,0bcf7d8e
2.353375647003012e+19,1755342214,,False,1,709bfabd,2025-08-16_13-03-34,557.8516526222229,557.8516526222229,65705,dl580-gpu3.unipi.it,131.114.142.6,557.8516526222229,1,0.05617008440419475,0.8795457301521221,709bfabd
0.3378095241892456,1755342228,,False,1,ee229e56,2025-08-16_13-03-48,552.6972625255585,552.6972625255585,66466,dl580-gpu3.unipi.it,131.114.142.6,552.6972625255585,1,0.0006142251319267783,0.0018911904679589364,ee229e56
2.018225226248004e+20,1755342259,,False,1,f4da6e7b,2025-08-16_13-04-19,546.9494202136993,546.9494202136993,67647,dl580-gpu3.unipi.it,131.114.142.6,546.9494202136993,1,0.015283690159197538,0.39599214730740084,f4da6e7b
0.27555488812256423,1755342762,,False,1,28e8a127,2025-08-16_13-12-42,556.9849090576172,556.9849090576172,82973,dl580-gpu3.unipi.it,131.114.142.6,556.9849090576172,1,0.00018245141867825844,0.6799525394065574,28e8a127
0.4895127137074325,1755342777,,False,1,c2f333a7,2025-08-16_13-12-57,554.6491258144379,554.6491258144379,83579,dl580-gpu3.unipi.it,131.114.142.6,554.6491258144379,1,0.0013158934229671028,0.02709651116963019,c2f333a7
0.5172133072747518,1755342784,,False,1,d8320fb9,2025-08-16_13-13-04,548.4638204574585,548.4638204574585,84082,dl580-gpu3.unipi.it,131.114.142.6,548.4638204574585,1,0.0013749014026305417,0.258044432682203,d8320fb9
1.0802513976177614e+21,1755342783,,False,1,81cd2d7d,2025-08-16_13-13-03,542.8361761569977,542.8361761569977,84272,dl580-gpu3.unipi.it,131.114.142.6,542.8361761569977,1,0.03789688440928912,0.01712204501473069,81cd2d7d
0.2756504647484226,1755342836,,False,1,d0c771d9,2025-08-16_13-13-56,567.9561643600464,567.9561643600464,85283,dl580-gpu3.unipi.it,131.114.142.6,567.9561643600464,1,0.00025956049227557603,0.6281685469709188,d0c771d9
0.2861931397231952,1755343328,,False,1,c2e4014b,2025-08-16_13-22-08,557.5874514579773,557.5874514579773,100749,dl580-gpu3.unipi.it,131.114.142.6,557.5874514579773,1,0.0001195048555753104,0.7839374134374768,c2e4014b
0.2955017684507516,1755343343,,False,1,36c79b5c,2025-08-16_13-22-23,557.391669511795,557.391669511795,101337,dl580-gpu3.unipi.it,131.114.142.6,557.391669511795,1,0.00035334202123667483,0.7281858016957385,36c79b5c
0.2961937984973787,1755343351,,False,1,a7a86cef,2025-08-16_13-22-31,559.4716327190399,559.4716327190399,101611,dl580-gpu3.unipi.it,131.114.142.6,559.4716327190399,1,0.00010319740953199719,0.5391548514315294,a7a86cef
