mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_regul,config/OCAR_alpha_ema,logdir
9.063877533490678e+16,1753687382,,False,1,1bf759b2,2025-07-28_09-23-02,898.4632558822632,898.4632558822632,113203,dl580-gpu3.unipi.it,131.114.142.6,898.4632558822632,1,0.015588598402439926,0.02239880084183081,0.5374271294807481,1bf759b2
1.459009294243528,1753687376,,False,1,523430d7,2025-07-28_09-22-56,888.4382834434509,888.4382834434509,113456,dl580-gpu3.unipi.it,131.114.142.6,888.4382834434509,1,0.00435769967859702,0.02380024330276964,0.057091312359319635,523430d7
0.664952524763385,1753687370,,False,1,bb5b4c0d,2025-07-28_09-22-50,874.3535327911377,874.3535327911377,114138,dl580-gpu3.unipi.it,131.114.142.6,874.3535327911377,1,0.00014255499804799457,0.4813244977065928,0.04882615274283719,bb5b4c0d
3.5931358462972994e+19,1753687379,,False,1,ef1283b2,2025-07-28_09-22-59,878.6678793430328,878.6678793430328,114414,dl580-gpu3.unipi.it,131.114.142.6,878.6678793430328,1,0.018638798054169407,0.057833471627545166,0.3647902185204306,ef1283b2
0.6629358783462467,1753687379,,False,1,21a3eedf,2025-07-28_09-22-59,874.5541353225708,874.5541353225708,114622,dl580-gpu3.unipi.it,131.114.142.6,874.5541353225708,1,0.000290751952006277,0.012306485972955042,0.5582962406204136,21a3eedf
1.715327636401596,1753687386,,False,1,58bd4afb,2025-07-28_09-23-06,876.403263092041,876.403263092041,114826,dl580-gpu3.unipi.it,131.114.142.6,876.403263092041,1,0.005071802953760199,0.010275454006537664,0.4376650440154811,58bd4afb
0.8870652634081841,1753688307,,False,1,62a79d39,2025-07-28_09-38-27,923.3088629245758,923.3088629245758,142386,dl580-gpu3.unipi.it,131.114.142.6,923.3088629245758,1,0.002444837956512884,0.07624779785656387,0.07696212739542407,62a79d39
0.7878123695137793,1753688310,,False,1,aa322c6d,2025-07-28_09-38-30,920.0692894458771,920.0692894458771,142730,dl580-gpu3.unipi.it,131.114.142.6,920.0692894458771,1,0.0009574973299553649,0.11831001277330047,0.48628411629908885,aa322c6d
1.2836062323012096e+21,1753688314,,False,1,1ebb059b,2025-07-28_09-38-34,919.6935942173004,919.6935942173004,142922,dl580-gpu3.unipi.it,131.114.142.6,919.6935942173004,1,0.07194428846598257,0.19466479881177953,0.3438221647205477,1ebb059b
0.6108347239781479,1753688328,,False,1,55381a29,2025-07-28_09-38-48,929.7595393657684,929.7595393657684,143119,dl580-gpu3.unipi.it,131.114.142.6,929.7595393657684,1,0.0003049425372270647,0.020180292707541472,0.6801576269169378,55381a29
5.273655701957873,1753688315,,False,1,c633284b,2025-07-28_09-38-35,912.3577976226807,912.3577976226807,143385,dl580-gpu3.unipi.it,131.114.142.6,912.3577976226807,1,0.005971034433640603,0.9276497883102264,0.34623789647470804,c633284b
2.0563147220219544e+20,1753688321,,False,1,28fbe6b7,2025-07-28_09-38-41,914.5144033432007,914.5144033432007,143649,dl580-gpu3.unipi.it,131.114.142.6,914.5144033432007,1,0.017920079094516678,0.3467677406095997,0.054619327992904365,28fbe6b7
1.0781069236354855e+19,1753689245,,False,1,6cb32857,2025-07-28_09-54-05,919.93709897995,919.93709897995,23372,dl580-gpu3.unipi.it,131.114.142.6,919.93709897995,1,0.018455540285621127,0.6231762561912593,0.8693248626997496,6cb32857
2.1194855073304257,1753689246,,False,1,5b2a1f81,2025-07-28_09-54-06,916.2028596401215,916.2028596401215,23567,dl580-gpu3.unipi.it,131.114.142.6,916.2028596401215,1,0.0044956220930390004,0.06307844105064414,0.7893231226781847,5b2a1f81
0.6022763683655006,1753689252,,False,1,81f682bb,2025-07-28_09-54-12,917.1762702465057,917.1762702465057,23836,dl580-gpu3.unipi.it,131.114.142.6,917.1762702465057,1,0.00019115837273306924,0.1434295178983954,0.01784872801747117,81f682bb
0.9648354133803471,1753689260,,False,1,69b72c7c,2025-07-28_09-54-20,921.1785786151886,921.1785786151886,24032,dl580-gpu3.unipi.it,131.114.142.6,921.1785786151886,1,0.0025355498469281867,0.060832748624426725,0.33573888908912464,69b72c7c
0.6377398046766262,1753689267,,False,1,a642f53f,2025-07-28_09-54-27,923.7511274814606,923.7511274814606,24297,dl580-gpu3.unipi.it,131.114.142.6,923.7511274814606,1,0.0003437078935588775,0.11879816764559556,0.3121967333694303,a642f53f
2.42272862407181e+20,1753689267,,False,1,dd7565f7,2025-07-28_09-54-27,919.2516582012177,919.2516582012177,24565,dl580-gpu3.unipi.it,131.114.142.6,919.2516582012177,1,0.04292917215069651,0.4833037971929904,0.0633914875933882,dd7565f7
2.2733048299495263e+20,1753690194,,False,1,5a5e4755,2025-07-28_10-09-54,931.822993516922,931.822993516922,50261,dl580-gpu3.unipi.it,131.114.142.6,931.822993516922,1,0.01728180954878716,0.128431846567588,0.5161476014609419,5a5e4755
0.7172309229145403,1753690205,,False,1,979396cf,2025-07-28_10-10-05,938.1772401332855,938.1772401332855,50522,dl580-gpu3.unipi.it,131.114.142.6,938.1772401332855,1,0.000103667550955315,0.03593568150995036,0.47041858222811417,979396cf
0.758517080283822,1753690217,,False,1,a8cf95fd,2025-07-28_10-10-17,944.0543148517609,944.0543148517609,50791,dl580-gpu3.unipi.it,131.114.142.6,944.0543148517609,1,0.0007475812424562463,0.21533902455145398,0.6916223435276111,a8cf95fd
