mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_alpha_ema,logdir
0.24352933330240326,1755341215,,False,1,e38f10f3,2025-08-16_12-46-55,715.8051354885101,715.8051354885101,27835,dl580-gpu3.unipi.it,131.114.142.6,715.8051354885101,1,0.08576977896108301,0.722427520871588,e38f10f3
0.9778363717291454,1755341197,,False,1,be93119a,2025-08-16_12-46-37,695.1941673755646,695.1941673755646,27948,dl580-gpu3.unipi.it,131.114.142.6,695.1941673755646,1,0.00263354638201013,0.48751371468093807,be93119a
1.653866270471838,1755341140,,False,1,318e97df,2025-08-16_12-45-40,635.6373481750488,635.6373481750488,28148,dl580-gpu3.unipi.it,131.114.142.6,635.6373481750488,1,0.00034895667738261266,0.05346332361618811,318e97df
1.8220111768697225,1755341137,,False,1,68db30e1,2025-08-16_12-45-37,629.8570930957794,629.8570930957794,28264,dl580-gpu3.unipi.it,131.114.142.6,629.8570930957794,1,0.00024945574692321185,0.7854805992736246,68db30e1
0.6972758645437042,1755341261,,False,1,6dd5cd3c,2025-08-16_12-47-41,750.4104409217834,750.4104409217834,28450,dl580-gpu3.unipi.it,131.114.142.6,750.4104409217834,1,0.006356593717453662,0.6764699098949182,6dd5cd3c
1.0077023116358912,1755341843,,False,1,9aa7514c,2025-08-16_12-57-23,701.7260322570801,701.7260322570801,49814,dl580-gpu3.unipi.it,131.114.142.6,701.7260322570801,1,0.0025039424201691034,0.2681264760673733,9aa7514c
0.35101805983663126,1755341911,,False,1,9d6fe7f9,2025-08-16_12-58-31,766.5084276199341,766.5084276199341,50077,dl580-gpu3.unipi.it,131.114.142.6,766.5084276199341,1,0.03395256686664647,0.5016212420190266,9d6fe7f9
0.5652372203245337,1755341982,,False,1,55fc3a99,2025-08-16_12-59-42,781.1257236003876,781.1257236003876,51921,dl580-gpu3.unipi.it,131.114.142.6,781.1257236003876,1,0.018153354357922133,0.1883830636964543,55fc3a99
0.9256282005370233,1755341932,,False,1,93377486,2025-08-16_12-58-52,713.6496348381042,713.6496348381042,52591,dl580-gpu3.unipi.it,131.114.142.6,713.6496348381042,1,0.002781084329245474,0.871788105018194,93377486
1.6994266217987382,1755341907,,False,1,c8d8ca69,2025-08-16_12-58-27,642.7176096439362,642.7176096439362,54074,dl580-gpu3.unipi.it,131.114.142.6,642.7176096439362,1,0.00034562413748559517,0.45556860473923966,c8d8ca69
1.1259393195578546,1755342526,,False,1,ae5b2f4f,2025-08-16_13-08-46,680.1081507205963,680.1081507205963,71810,dl580-gpu3.unipi.it,131.114.142.6,680.1081507205963,1,0.0017360198589230478,0.22608847552321198,ae5b2f4f
0.33081099995215507,1755342651,,False,1,b5107374,2025-08-16_13-10-51,741.1814301013947,741.1814301013947,73727,dl580-gpu3.unipi.it,131.114.142.6,741.1814301013947,1,0.0796520049737145,0.37078386456362455,b5107374
1.5389454248631345,1755342569,,False,1,d6ec2e3f,2025-08-16_13-09-29,655.1865613460541,655.1865613460541,73986,dl580-gpu3.unipi.it,131.114.142.6,655.1865613460541,1,0.0005225232868735661,0.6175139267903497,d6ec2e3f
1.258191363117055,1755342606,,False,1,1fe94fa8,2025-08-16_13-10-06,670.972494840622,670.972494840622,74744,dl580-gpu3.unipi.it,131.114.142.6,670.972494840622,1,0.001119632371817373,0.5413854749130927,1fe94fa8
0.2668183146109771,1755342693,,False,1,ffb9d472,2025-08-16_13-11-33,707.0791389942169,707.0791389942169,76336,dl580-gpu3.unipi.it,131.114.142.6,707.0791389942169,1,0.07024494508571445,0.61334444307832,ffb9d472
0.2991202691495778,1755343270,,False,1,c4068944,2025-08-16_13-21-10,739.4191601276398,739.4191601276398,93045,dl580-gpu3.unipi.it,131.114.142.6,739.4191601276398,1,0.07905549428308452,0.46536977567472027,c4068944
0.38892908690092326,1755343354,,False,1,ccb1fa3e,2025-08-16_13-22-34,780.5701689720154,780.5701689720154,94470,dl580-gpu3.unipi.it,131.114.142.6,780.5701689720154,1,0.021391187110822694,0.6911945455719164,ccb1fa3e
1.2173621340586434,1755343290,,False,1,f0a3ee19,2025-08-16_13-21-30,679.9047276973724,679.9047276973724,95708,dl580-gpu3.unipi.it,131.114.142.6,679.9047276973724,1,0.001155878337545323,0.9216924553759822,f0a3ee19
2.013138512573072,1755343283,,False,1,828d7e0c,2025-08-16_13-21-23,627.5653338432312,627.5653338432312,97121,dl580-gpu3.unipi.it,131.114.142.6,627.5653338432312,1,0.0001728008095847019,0.27741473969651564,828d7e0c
0.6327734447492345,1755343442,,False,1,02d031f6,2025-08-16_13-24-02,744.8479256629944,744.8479256629944,98452,dl580-gpu3.unipi.it,131.114.142.6,744.8479256629944,1,0.007476655068049766,0.9200101560624818,02d031f6
0.2791564437357915,1755344010,,False,1,e8c0ce6f,2025-08-16_13-33-30,737.1430206298828,737.1430206298828,116092,dl580-gpu3.unipi.it,131.114.142.6,737.1430206298828,1,0.044787231104190084,0.779118739788651,e8c0ce6f
0.2413781003163566,1755344006,,False,1,16831e93,2025-08-16_13-33-26,719.3513920307159,719.3513920307159,116527,dl580-gpu3.unipi.it,131.114.142.6,719.3513920307159,1,0.09690864320769896,0.773613524407323,16831e93
0.5841935607224877,1755344058,,False,1,679f7da4,2025-08-16_13-34-18,765.1514735221863,765.1514735221863,116948,dl580-gpu3.unipi.it,131.114.142.6,765.1514735221863,1,0.010067455349710088,0.6172061110098332,679f7da4
