mse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/online_lr,config/OCAR_regul,config/OCAR_alpha_ema,logdir
9.392395135498488e+18,1753865392,,False,1,75e441dd,2025-07-30_10-49-52,457.66117310523987,457.66117310523987,4497,dl580-gpu3.unipi.it,131.114.142.6,457.66117310523987,1,0.030400683854900013,0.27660065591147964,0.518515465987239,75e441dd
812.0220840679224,1753865390,,False,1,b857b5d2,2025-07-30_10-49-50,451.9135413169861,451.9135413169861,4631,dl580-gpu3.unipi.it,131.114.142.6,451.9135413169861,1,0.00365662409825231,0.17489263630964477,0.3821774399369742,b857b5d2
23218.008722278926,1753865395,,False,1,89efa3ba,2025-07-30_10-49-55,453.2212107181549,453.2212107181549,4846,dl580-gpu3.unipi.it,131.114.142.6,453.2212107181549,1,0.004716063653293005,0.21351159040623457,0.05006192293203682,89efa3ba
4.456214387712436e+20,1753865401,,False,1,5d05924c,2025-07-30_10-50-01,455.0009136199951,455.0009136199951,5049,dl580-gpu3.unipi.it,131.114.142.6,455.0009136199951,1,0.05010977458086302,0.10275069213964981,0.8196216609363337,5d05924c
4.458874632607896e+16,1753865406,,False,1,e23c3a84,2025-07-30_10-50-06,456.1810760498047,456.1810760498047,5643,dl580-gpu3.unipi.it,131.114.142.6,456.1810760498047,1,0.012693706164236051,0.5647604311731399,0.799659332175702,e23c3a84
1.2594247297485386,1753865410,,False,1,54ec6e88,2025-07-30_10-50-10,456.0616617202759,456.0616617202759,5763,dl580-gpu3.unipi.it,131.114.142.6,456.0616617202759,1,0.0017045420601859913,0.8424494478523677,0.8753693267988165,54ec6e88
1.504326323551571e+16,1753865849,,False,1,bd54c321,2025-07-30_10-57-29,454.90604972839355,454.90604972839355,13170,dl580-gpu3.unipi.it,131.114.142.6,454.90604972839355,1,0.01177025012656955,0.8268683063828305,0.3290370199149043,bd54c321
46216705.37774891,1753865856,,False,1,c08508e4,2025-07-30_10-57-36,457.15407633781433,457.15407633781433,13362,dl580-gpu3.unipi.it,131.114.142.6,457.15407633781433,1,0.005950481147696159,0.3874909008117182,0.9316250626061462,c08508e4
0.832411291117658,1753865862,,False,1,50d065ff,2025-07-30_10-57-43,459.4049777984619,459.4049777984619,13490,dl580-gpu3.unipi.it,131.114.142.6,459.4049777984619,1,0.0005056466060589008,0.32729617655782645,0.021951079780056948,50d065ff
0.8086323521736105,1753865864,,False,1,546cedda,2025-07-30_10-57-44,456.0292172431946,456.0292172431946,13696,dl580-gpu3.unipi.it,131.114.142.6,456.0292172431946,1,0.0003536154044907012,0.8936706656330183,0.9940530965295306,546cedda
3.6535459290116685e+18,1753865871,,False,1,934bb760,2025-07-30_10-57-51,459.23714804649353,459.23714804649353,13892,dl580-gpu3.unipi.it,131.114.142.6,459.23714804649353,1,0.03907755795395367,0.017040838752932313,0.0019460158346027434,934bb760
0.852790248474761,1753865870,,False,1,4c95c562,2025-07-30_10-57-50,454.0204110145569,454.0204110145569,14084,dl580-gpu3.unipi.it,131.114.142.6,454.0204110145569,1,0.00018581008926073025,0.06318170589159597,0.5720600467841633,4c95c562
0.8150053354365779,1753866304,,False,1,c3ce984d,2025-07-30_11-05-04,449.9913520812988,449.9913520812988,21369,dl580-gpu3.unipi.it,131.114.142.6,449.9913520812988,1,0.0005936909251601593,0.07922036019140848,0.13772073353517067,c3ce984d
0.801057627064582,1753866313,,False,1,b2c986e7,2025-07-30_11-05-13,452.6928105354309,452.6928105354309,21575,dl580-gpu3.unipi.it,131.114.142.6,452.6928105354309,1,0.0006153889442760403,0.5003949258055977,0.8863919220387525,b2c986e7
0.8039321297670966,1753866326,,False,1,e5f1dbad,2025-07-30_11-05-26,458.3423488140106,458.3423488140106,21783,dl580-gpu3.unipi.it,131.114.142.6,458.3423488140106,1,0.00033580875908355274,0.02175361961892465,0.6198473992659418,e5f1dbad
1.0829872427971605,1753866330,,False,1,86750e2c,2025-07-30_11-05-30,458.67570662498474,458.67570662498474,21906,dl580-gpu3.unipi.it,131.114.142.6,458.67570662498474,1,0.0016326771953493078,0.0645586855456957,0.9134181925257572,86750e2c
222076735543590.38,1753866329,,False,1,f1d7b91f,2025-07-30_11-05-29,453.5212709903717,453.5212709903717,22094,dl580-gpu3.unipi.it,131.114.142.6,453.5212709903717,1,0.01221609668832339,0.4707649530157595,0.6345173058456445,f1d7b91f
4811484.582351304,1753866333,,False,1,1599f83f,2025-07-30_11-05-33,453.0293278694153,453.0293278694153,22216,dl580-gpu3.unipi.it,131.114.142.6,453.0293278694153,1,0.0046358927975427115,0.12372495856814397,0.8440408271687044,1599f83f
0.7901483447097987,1753866764,,False,1,97e56119,2025-07-30_11-12-44,454.90556478500366,454.90556478500366,29338,dl580-gpu3.unipi.it,131.114.142.6,454.90556478500366,1,0.00048384934747980346,0.9376443490490707,0.9741475059889209,97e56119
0.7833883429409855,1753866771,,False,1,e3e682d7,2025-07-30_11-12-51,452.8738372325897,452.8738372325897,29627,dl580-gpu3.unipi.it,131.114.142.6,452.8738372325897,1,0.0006774528082909484,0.026331019784091962,0.37370498075128633,e3e682d7
0.8428447518442053,1753866788,,False,1,e554f9c9,2025-07-30_11-13-08,457.55997800827026,457.55997800827026,29919,dl580-gpu3.unipi.it,131.114.142.6,457.55997800827026,1,0.00015192109892769705,0.0319002453636268,0.7088393646560692,e554f9c9
